[5 INFO main 30] Initialising Python Geth Console...
[5 INFO main 33] Initialising RandB board...
[5 INFO main 33] Initialising navigation...
[5 INFO main 34] Initialising random-walk...
[5 INFO main 34] Initialising odometry...
[5 INFO main 34] Initialising ground-sensors...
[5 INFO main 1419] --//-- Starting Experiment --//--
[5 INFO main 2517] Idle.IDLE -> Scout.Query | Duration: 23.36
[5 INFO main 35264] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[5 INFO main 36164] Scout.GotoCenter -> Scout.Query | return to random walk
[5 INFO main 36266] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[5 INFO main 37164] Scout.GotoCenter -> Scout.Query | return to random walk
[5 INFO main 37267] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[5 INFO main 37364] Scout.GotoCenter -> Scout.Query | return to random walk
[5 INFO main 38268] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[5 INFO main 39669] Scout.GotoCenter -> Scout.Query | return to random walk
[5 INFO main 40368] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[5 INFO main 40969] Scout.GotoCenter -> Scout.Query | return to random walk
[5 INFO main 41370] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[5 INFO main 41773] Scout.GotoCenter -> Scout.Query | return to random walk
[5 INFO main 42370] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[5 INFO main 42573] Scout.GotoCenter -> Scout.Query | return to random walk
[5 INFO main 43372] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[5 INFO main 43674] Scout.GotoCenter -> Scout.Query | return to random walk
[5 INFO main 44374] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[5 INFO main 44777] Scout.GotoCenter -> Scout.Query | return to random walk
[5 INFO main 45375] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[5 INFO main 45976] Scout.GotoCenter -> Scout.Query | return to random walk
[5 INFO main 46376] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[5 INFO main 46678] Scout.GotoCenter -> Scout.Query | return to random walk
[5 INFO main 47379] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[5 INFO main 52187] Scout.GotoCenter -> Scout.Query | return to random walk
[5 INFO main 52486] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[5 INFO main 52689] Scout.GotoCenter -> Scout.Query | return to random walk
[5 INFO main 53487] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[5 INFO main 53587] Scout.GotoCenter -> Scout.Query | return to random walk
[5 INFO main 54489] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[5 INFO main 54887] Scout.GotoCenter -> Scout.Query | return to random walk
[5 INFO main 55490] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[5 INFO main 55589] Scout.GotoCenter -> Scout.Query | return to random walk
[5 INFO main 55590] Scout.Query -> Scout.Query | return to random walk
