ID TIME pos
6 0.097 [0, 0] [-0.02561075381089324, -0.37442629993105103]
6 5.106 [0, 0] [-0.02561075381089324, -0.37442629993105103]
6 10.112 [0, 0] [-0.02561075381089324, -0.37442629993105103]
6 15.118 [0, 0] [-0.02561075381089324, -0.37442629993105103]
6 20.124 [0, 0] [-0.02561075381089324, -0.37442629993105103]
6 25.132 [0, 0] [-0.02561075381089324, -0.37442629993105103]
6 30.14 [0, 0] [-0.02561075381089324, -0.37442629993105103]
6 35.145 [0, 0] [-0.02561075381089324, -0.37442629993105103]
6 40.151 [0, 0] [-0.02561075381089324, -0.37442629993105103]
6 45.159 [0, 0] [-0.02561075381089324, -0.37442629993105103]
6 50.169 [0, 0] [-0.02561075381089324, -0.37442629993105103]
6 55.172 [0, 0] [-0.02561075381089324, -0.37442629993105103]
6 60.176 [0, 0] [-0.02561075381089324, -0.37442629993105103]
6 65.185 [0, 0] [-0.02561075381089324, -0.37442629993105103]
6 70.199 [0, 0] [-0.02561075381089324, -0.37442629993105103]
6 75.2 [0, 0] [-0.02561075381089324, -0.37442629993105103]
6 80.209 [0, 0] [-0.02561075381089324, -0.37442629993105103]
6 85.212 [0, 0] [-0.02561075381089324, -0.37442629993105103]
6 90.219 [0, 0] [-0.02561075381089324, -0.37442629993105103]
6 95.224 [0, 0] [-0.02561075381089324, -0.37442629993105103]
6 100.232 [0, 0] [-0.02561075381089324, -0.37442629993105103]
6 105.242 [0, 0] [-0.02561075381089324, -0.37442629993105103]
6 110.343 [0, 0] [-0.02561075381089324, -0.37442629993105103]
6 115.352 [0, 0] [-0.02561075381089324, -0.37442629993105103]
6 120.357 [-0.14700000000000002, -0.36637999999999993] [-0.02561075381089324, -0.37442629993105103]
6 125.364 [-0.14700000000000002, -0.36637999999999993] [-0.02561075381089324, -0.37442629993105103]
6 130.372 [-0.14700000000000002, -0.36637999999999993] [-0.02561075381089324, -0.37442629993105103]
6 135.376 [-0.14700000000000002, -0.36637999999999993] [-0.02561075381089324, -0.37442629993105103]
6 140.382 [-0.14700000000000002, -0.36637999999999993] [-0.02561075381089324, -0.37442629993105103]
6 145.39 [-0.14700000000000002, -0.36637999999999993] [-0.02561075381089324, -0.37442629993105103]
6 150.396 [-0.14700000000000002, -0.36637999999999993] [-0.02561075381089324, -0.37442629993105103]
6 155.402 [-0.14700000000000002, -0.36637999999999993] [-0.02561075381089324, -0.37442629993105103]
6 160.409 [-0.14700000000000002, -0.36637999999999993] [-0.02561075381089324, -0.37442629993105103]
6 165.417 [-0.14700000000000002, -0.36637999999999993] [-0.02561075381089324, -0.37442629993105103]
6 170.422 [-0.14700000000000002, -0.36637999999999993] [-0.02561075381089324, -0.37442629993105103]
6 175.425 [-0.14700000000000002, -0.36637999999999993] [-0.02561075381089324, -0.37442629993105103]
6 180.433 [-0.14700000000000002, -0.36637999999999993] [-0.02561075381089324, -0.37442629993105103]
6 185.439 [-0.118012, -0.39955799999999997] [-0.02561075381089324, -0.37442629993105103]
6 190.447 [-0.11649285714285715, -0.3996857142857143] [-0.02561075381089324, -0.37442629993105103]
6 195.452 [-0.11127428571428573, -0.39987] [-0.02561075381089324, -0.37442629993105103]
6 200.459 [-0.1091925, -0.400375] [-0.02561075381089324, -0.37442629993105103]
6 205.467 [-0.10134666666666664, -0.4015166666666666] [-0.02561075381089324, -0.37442629993105103]
6 210.471 [-0.10152, -0.4013233333333333] [-0.02561075381089324, -0.37442629993105103]
6 215.478 [-0.10154555555555556, -0.40128555555555556] [-0.02561075381089324, -0.37442629993105103]
6 220.491 [-0.10154555555555556, -0.40128555555555556] [-0.02561075381089324, -0.37442629993105103]
6 225.492 [-0.10228, -0.4010444444444445] [-0.02561075381089324, -0.37442629993105103]
6 230.498 [-0.10228777777777778, -0.4010444444444445] [-0.02561075381089324, -0.37442629993105103]
6 235.505 [-0.104069, -0.4018230000000001] [-0.02561075381089324, -0.37442629993105103]
6 240.512 [-0.103692, -0.401714] [-0.02561075381089324, -0.37442629993105103]
6 245.516 [-0.104419, -0.402067] [-0.02561075381089324, -0.37442629993105103]
6 250.524 [-0.10120363636363634, -0.4056199999999999] [-0.02561075381089324, -0.37442629993105103]
6 255.534 [-0.10025454545454547, -0.40617363636363635] [-0.02561075381089324, -0.37442629993105103]
6 260.539 [-0.10027636363636364, -0.4061863636363636] [-0.02561075381089324, -0.37442629993105103]
