ID TIME pos
10 1.211 [0.6090891796529859, -0.06848803579747703] [0.4402723104234678, -0.38965766043366573] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
10 6.22 [0.6090891796529859, -0.06848803579747703] [0.4402723104234678, -0.38965766043366573] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
10 11.227 [0.6090891796529859, -0.06848803579747703] [0.4402723104234678, -0.38965766043366573] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
10 16.236 [0.6090891796529859, -0.06848803579747703] [0.4402723104234678, -0.38965766043366573] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
10 21.244 [0.6090891796529859, -0.06848803579747703] [0.4402723104234678, -0.38965766043366573] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
10 26.252 [0.6090891796529859, -0.06848803579747703] [0.4402723104234678, -0.38965766043366573] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3303600000000002, 0.4225699999999999]]
10 31.357 [0.6090891796529859, -0.06848803579747703] [0.4402723104234678, -0.38965766043366573] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3303600000000002, 0.4225699999999999]]
10 36.367 [0.6090891796529859, -0.06848803579747703] [0.4402723104234678, -0.38965766043366573] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3303600000000002, 0.4225699999999999]]
10 41.375 [0.6090891796529859, -0.06848803579747703] [0.4402723104234678, -0.38965766043366573] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3303600000000002, 0.4225699999999999]]
10 46.382 [0.6090891796529859, -0.06848803579747703] [0.4402723104234678, -0.38965766043366573] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3303600000000002, 0.4225699999999999]]
10 51.39 [0.6090891796529859, -0.06848803579747703] [0.4402723104234678, -0.38965766043366573] [[0, 0], [0, 0], [0.4904700000000002, -0.50244], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3303600000000002, 0.4225699999999999]]
10 56.398 [0.6090891796529859, -0.06848803579747703] [0.4402723104234678, -0.38965766043366573] [[0, 0], [0, 0], [0.4904700000000002, -0.50244], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3303600000000002, 0.4225699999999999]]
10 61.407 [0.6090891796529859, -0.06848803579747703] [0.4402723104234678, -0.38965766043366573] [[0, 0], [0, 0], [0.4904700000000002, -0.50244], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3303600000000002, 0.4225699999999999]]
10 66.415 [0.6090891796529859, -0.06848803579747703] [0.4402723104234678, -0.38965766043366573] [[0, 0], [0, 0], [0.4904700000000002, -0.50244], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3303600000000002, 0.4225699999999999]]
10 71.423 [0.6090891796529859, -0.06848803579747703] [0.4402723104234678, -0.38965766043366573] [[0, 0], [0, 0], [0.4904700000000002, -0.50244], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3303600000000002, 0.4225699999999999]]
