ID TIME pos
6 0.098 [0, 0] [0.4514688196983951, 0.4391248372732914]
6 5.107 [0, 0] [0.4514688196983951, 0.4391248372732914]
6 10.112 [0, 0] [0.4514688196983951, 0.4391248372732914]
6 15.118 [0, 0] [0.4514688196983951, 0.4391248372732914]
6 20.129 [0, 0] [0.4514688196983951, 0.4391248372732914]
6 25.235 [0, 0] [0.4514688196983951, 0.4391248372732914]
6 30.242 [0, 0] [0.4514688196983951, 0.4391248372732914]
6 35.248 [0, 0] [0.4514688196983951, 0.4391248372732914]
6 40.252 [0, 0] [0.4514688196983951, 0.4391248372732914]
6 45.257 [0, 0] [0.4514688196983951, 0.4391248372732914]
6 50.264 [0, 0] [0.4514688196983951, 0.4391248372732914]
6 55.274 [0, 0] [0.4514688196983951, 0.4391248372732914]
6 60.279 [0, 0] [0.4514688196983951, 0.4391248372732914]
6 65.285 [0, 0] [0.4514688196983951, 0.4391248372732914]
6 70.291 [0, 0] [0.4514688196983951, 0.4391248372732914]
6 75.298 [0, 0] [0.4514688196983951, 0.4391248372732914]
6 80.308 [0, 0] [0.4514688196983951, 0.4391248372732914]
6 85.312 [0, 0] [0.4514688196983951, 0.4391248372732914]
6 90.317 [0, 0] [0.4514688196983951, 0.4391248372732914]
6 95.324 [0, 0] [0.4514688196983951, 0.4391248372732914]
6 100.33 [0, 0] [0.4514688196983951, 0.4391248372732914]
6 105.336 [0, 0] [0.4514688196983951, 0.4391248372732914]
6 110.34 [0, 0] [0.4514688196983951, 0.4391248372732914]
6 115.349 [0, 0] [0.4514688196983951, 0.4391248372732914]
6 120.354 [0, 0] [0.4514688196983951, 0.4391248372732914]
6 125.36 [0, 0] [0.4514688196983951, 0.4391248372732914]
6 130.368 [0, 0] [0.4514688196983951, 0.4391248372732914]
6 135.38 [0, 0] [0.4514688196983951, 0.4391248372732914]
6 140.381 [0, 0] [0.4514688196983951, 0.4391248372732914]
6 145.387 [0, 0] [0.4514688196983951, 0.4391248372732914]
6 150.393 [0, 0] [0.4514688196983951, 0.4391248372732914]
6 155.4 [0, 0] [0.4514688196983951, 0.4391248372732914]
6 160.406 [0, 0] [0.4514688196983951, 0.4391248372732914]
6 165.414 [0.48885999999999985, 0.4514499999999999] [0.4514688196983951, 0.4391248372732914]
6 170.421 [0.44027499999999997, 0.39597499999999997] [0.4514688196983951, 0.4391248372732914]
6 175.426 [0.44027499999999997, 0.39597499999999997] [0.4514688196983951, 0.4391248372732914]
6 180.433 [0.44027499999999997, 0.39597499999999997] [0.4514688196983951, 0.4391248372732914]
6 185.438 [0.44027499999999997, 0.39597499999999997] [0.4514688196983951, 0.4391248372732914]
6 190.444 [0.44027499999999997, 0.39597499999999997] [0.4514688196983951, 0.4391248372732914]
6 195.452 [0.44027499999999997, 0.39597499999999997] [0.4514688196983951, 0.4391248372732914]
6 200.459 [0.44027499999999997, 0.39597499999999997] [0.4514688196983951, 0.4391248372732914]
6 205.464 [0.3908531918144755, 0.3504092219353432] [0.4514688196983951, 0.4391248372732914]
6 210.473 [0.3908531918144755, 0.3504092219353432] [0.4514688196983951, 0.4391248372732914]
6 215.481 [0.4205273938608566, 0.3558994164515074] [0.4514688196983951, 0.4391248372732914]
6 220.485 [0.4205273938608566, 0.3558994164515074] [0.4514688196983951, 0.4391248372732914]
6 225.492 [0.4205273938608566, 0.3558994164515074] [0.4514688196983951, 0.4391248372732914]
6 230.499 [0.4205273938608566, 0.3558994164515074] [0.4514688196983951, 0.4391248372732914]
6 235.502 [0.4205273938608566, 0.3558994164515074] [0.4514688196983951, 0.4391248372732914]
6 240.509 [0.4205273938608566, 0.3558994164515074] [0.4514688196983951, 0.4391248372732914]
