ID TIME BLOCK BALANCE UBI PAY #ROBOT MEAN #VOTES #OKVOTES #MYVOTES #MYOKVOTES R? C?
7 129.973 6 21.000000000000000118 60 0 8 0 0 0 None None False False
7 145.99 7 80.999999999999947306 0 0 8 0 0 0 None None False False
7 175.989 7 80.999999999999947306 0 0 8 0 0 0 None None False False
7 230.957 8 80.999999999999947306 20 0 8 0 0 0 None None False False
7 281.989 10 80.999999999999947306 20 0 8 0 7 0 None None False False
7 300.984 10 80.999999999999947306 20 0 8 0 7 0 None None False False
7 372.012 14 20.999998129021516991 0 0 8 2459265 13 8 None None False False
7 384.027 14 20.999998129021516991 0 0 8 2459265 13 8 None None False False
7 403.007 15 20.999998129021516991 0 0 8 2459265 13 8 None None False False
7 461.994 17 20.999998129021516991 20 212 8 2425597 16 11 None None False False
7 490.984 19 40.999999676908488388 0 212 8 2425597 18 11 None None False False
7 593.049 24 20.999998129021516991 20 212 8 2607108 27 18 None None False False
7 623.065 26 252.999998129021516991 0 0 8 2607108 27 18 None None False False
7 638.016 26 252.999998129021516991 0 0 8 2607108 27 18 None None False False
7 760.065 28 172.99999654115863417 0 0 8 2607108 37 18 None None True False
7 787.025 31 172.99999654115863417 0 0 8 2673294 38 23 None None False False
7 829.027 32 132.999995485826634774 20 0 8 2673294 40 23 None None True False
7 878.059 34 132.999995485826634774 20 120 8 2667281 42 31 None None False True
7 951.222 39 152.999993897963779442 0 0 8 2667281 45 31 None None False True
