ID TIME %RAM %CPU
1 0.003 44.0 18.5
1 7.02 45.0 21.6
1 13.027 44.6 19.8
1 18.038 44.5 19.4
1 26.004 44.4 17.5
1 31.019 44.1 16.1
1 37.035 44.0 26.0
1 43.052 44.2 28.2
1 49.056 45.0 18.4
1 55.02 44.5 11.8
1 60.083 43.2 22.4
1 68.048 43.3 15.9
1 73.055 43.3 14.4
1 78.065 43.3 11.4
1 84.027 43.8 25.3
1 91.035 43.8 12.5
1 96.051 43.6 13.7
1 105.036 43.4 15.8
1 113.035 43.5 14.5
1 119.049 43.2 13.9
1 126.043 43.2 19.8
1 133.014 43.3 19.3
1 138.036 43.5 16.7
1 143.053 43.5 16.0
1 150.043 43.4 18.6
1 157.046 43.5 14.4
1 163.084 43.5 19.6
1 170.022 43.5 15.1
1 176.077 43.5 14.3
1 182.05 43.3 21.9
1 190.046 43.4 18.4
1 196.038 44.0 16.4
1 201.061 43.9 15.0
1 208.045 43.8 15.4
1 214.062 43.8 15.3
1 220.074 43.8 19.1
1 225.084 43.8 15.9
1 232.029 43.8 17.5
1 237.039 43.7 12.9
1 243.053 43.7 16.3
1 249.027 43.8 20.2
1 254.063 43.7 21.4
1 260.033 44.0 18.2
1 265.034 44.1 19.1
1 271.082 43.9 13.9
1 278.067 43.8 26.0
1 286.043 43.9 18.5
1 293.071 43.9 15.8
1 299.072 43.9 16.1
1 304.085 43.8 14.1
1 310.091 43.9 15.2
1 316.085 43.8 16.6
1 322.036 43.7 17.2
1 328.044 43.7 19.6
1 334.085 43.8 18.8
1 341.045 43.8 25.4
1 347.083 41.7 18.4
1 352.116 41.0 22.0
1 359.068 41.3 18.5
1 364.097 42.0 21.9
1 371.062 41.9 15.3
1 377.079 41.7 18.0
1 382.101 41.6 14.7
1 388.073 37.9 15.3
1 395.077 38.3 20.9
1 400.081 38.3 15.5
1 407.068 39.2 25.6
1 413.09 39.2 15.7
1 419.048 38.8 17.1
1 425.091 38.6 16.4
1 432.104 38.0 17.1
1 440.094 38.0 10.6
1 446.062 38.2 30.2
1 452.045 38.5 18.1
1 458.048 38.5 11.9
1 463.071 38.4 10.6
1 468.077 38.4 7.8
1 475.048 38.3 15.7
1 481.084 38.4 10.0
1 486.109 38.3 10.2
1 493.061 38.3 8.9
1 498.075 38.4 9.0
1 503.084 38.3 8.5
1 509.072 38.2 9.1
1 515.104 38.2 11.5
1 521.111 38.2 8.4
1 527.13 38.2 10.6
1 533.063 38.2 8.9
1 538.079 38.2 8.9
1 544.09 38.2 12.6
1 550.096 38.4 14.0
1 557.065 38.4 8.1
1 564.057 38.5 10.7
1 570.106 38.6 9.4
1 577.059 38.6 7.1
1 582.087 38.6 14.2
1 590.072 38.6 11.1
1 596.079 38.7 7.7
1 601.121 38.8 8.1
1 607.08 38.8 5.8
1 613.122 38.7 7.2
1 620.118 38.7 6.9
1 626.07 38.7 5.7
1 632.098 38.7 5.1
1 637.11 38.7 5.6
1 644.071 38.7 9.8
1 649.119 38.8 15.4
1 655.085 38.9 5.7
1 660.117 38.9 6.3
1 666.134 39.0 14.2
1 673.098 39.2 14.1
1 678.109 39.8 17.2
1 687.08 39.2 14.4
1 694.107 39.8 49.8
1 699.114 39.8 37.9
1 705.074 39.2 9.9
1 710.144 39.8 37.4
1 717.074 39.3 17.1
1 723.093 39.3 11.7
1 728.094 39.3 11.3
1 733.147 39.0 9.2
1 739.091 39.0 11.6
1 746.104 38.4 9.6
1 752.094 38.7 15.0
1 757.13 38.9 14.1
1 766.079 38.8 4.9
1 772.11 40.8 29.6
1 778.134 41.4 18.2
1 784.119 41.4 15.8
1 791.084 42.2 23.7
1 797.106 42.3 21.9
1 802.11 41.9 14.8
1 809.121 42.3 31.5
1 815.105 42.3 28.4
1 821.126 42.6 24.4
1 826.155 42.4 19.6
1 833.119 42.7 22.5
1 842.096 42.7 24.2
1 849.128 42.9 21.0
1 855.142 42.8 23.0
1 861.15 43.0 25.6
1 867.096 43.1 18.7
1 872.152 42.8 18.7
1 879.134 42.7 18.9
1 884.139 42.8 23.8
1 891.125 42.7 21.3
1 897.102 43.1 32.2
1 902.106 43.8 14.5
1 907.135 43.8 19.9
1 916.144 42.9 18.8
1 923.1 43.1 24.0
1 929.106 43.2 26.3
1 936.104 43.1 23.3
1 942.147 43.0 18.7
1 948.121 43.0 19.9
