ID TIME pos
14 5.313 [0.29961264073122573, 0.402542430681223] []
14 10.414 [0.29961264073122573, 0.402542430681223] [(45142, 38066, 1676601582, 0, 1, 10000000000000000000, 10000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 45142, 38066)]
14 23.294 [0.29961264073122573, 0.402542430681223] [(45142, 38066, 1676601582, 0, 1, 10000000000000000000, 10000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 45142, 38066)]
14 48.652 [0.29961264073122573, 0.402542430681223] [(43778, 39348, 1676601582, 0, 6, 60000000000000000000, 40000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 43322, 40397)]
14 53.743 [0.29961264073122573, 0.402542430681223] [(44385, 38584, 1676601582, 0, 9, 90000000000000000000, 50000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 43526, 39379)]
14 58.748 [0.29961264073122573, 0.402542430681223] [(44385, 38584, 1676601582, 0, 9, 90000000000000000000, 50000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 43526, 39379)]
14 63.812 [0.29961264073122573, 0.402542430681223] [(42861, 38750, 1676601638, 1, 10, 100000000000000000000, 60000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 41130, 39524)]
14 68.865 [0.29961264073122573, 0.402542430681223] [(42861, 38750, 1676601638, 1, 10, 100000000000000000000, 60000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 41130, 39524)]
14 188.099 [0.29961264073122573, 0.402542430681223] [(42861, 38750, 1676601760, 1, 10, 100000000000000000000, 60000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 41130, 39524), (-42498, -38071, 1676601646, 2, 10, 103333333333333334000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -42381, -38497), (40390, 43820, 1676601650, 0, 6, 70555555555555558000, 70555555555555558000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 1, 40390, 43820)]
14 228.698 [0.29961264073122573, 0.402542430681223] [(42861, 38750, 1676601802, 1, 10, 100000000000000000000, 60000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 41130, 39524), (-42498, -38071, 1676601646, 2, 10, 103333333333333334000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -42381, -38497), (38668, 43629, 1676601802, 1, 8, 95000000000000003000, 95000000000000003000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 1, 38668, 43629), (30365, 45326, 1676601776, 0, 3, 32777777777777779000, 32777777777777779000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, 30365, 45326)]
14 317.763 [0.29961264073122573, 0.402542430681223] [(42861, 38750, 1676601892, 1, 10, 100000000000000000000, 60000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 41130, 39524), (-42498, -38071, 1676601646, 2, 10, 103333333333333334000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -42381, -38497), (38668, 43629, 1676601892, 1, 8, 95000000000000003000, 95000000000000003000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 1, 38668, 43629), (29290, 43424, 1676601892, 1, 10, 106111111111111114000, 92222222222222224000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, 29426, 43692), (-42823, -39141, 1676601852, 0, 2, 16327160493827160000, 5000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -42381, -38497), (26148, 36121, 1676601860, 0, 2, 23888888888888889000, 10555555555555555000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0, 23676, 30144)]
14 379.387 [0.29961264073122573, 0.402542430681223] [(42861, 38750, 1676601936, 1, 10, 100000000000000000000, 60000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 41130, 39524), (-42498, -38071, 1676601646, 2, 10, 103333333333333334000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -42381, -38497), (38668, 43629, 1676601936, 1, 8, 95000000000000003000, 95000000000000003000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 1, 38668, 43629), (29290, 43424, 1676601936, 1, 10, 106111111111111114000, 92222222222222224000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, 29426, 43692), (-42292, -38968, 1676601852, 2, 10, 96450617283950617000, 5000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -42381, -38497), (27214, 38193, 1676601860, 0, 4, 43549382716049383000, 30216049382716049000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0, 26821, 37019)]
14 384.422 [0.29961264073122573, 0.402542430681223] [(42861, 38750, 1676601936, 1, 10, 100000000000000000000, 60000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 41130, 39524), (-42498, -38071, 1676601646, 2, 10, 103333333333333334000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -42381, -38497), (38668, 43629, 1676601936, 1, 8, 95000000000000003000, 95000000000000003000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 1, 38668, 43629), (29290, 43424, 1676601936, 1, 10, 106111111111111114000, 92222222222222224000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, 29426, 43692), (-42292, -38968, 1676601852, 2, 10, 96450617283950617000, 5000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -42381, -38497), (27214, 38193, 1676601860, 0, 4, 43549382716049383000, 30216049382716049000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0, 26821, 37019)]
14 389.442 [0.29961264073122573, 0.402542430681223] [(42861, 38750, 1676601936, 1, 10, 100000000000000000000, 60000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 41130, 39524), (-42498, -38071, 1676601646, 2, 10, 103333333333333334000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -42381, -38497), (38668, 43629, 1676601936, 1, 8, 95000000000000003000, 95000000000000003000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 1, 38668, 43629), (29290, 43424, 1676601936, 1, 10, 106111111111111114000, 92222222222222224000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, 29426, 43692), (-42292, -38968, 1676601852, 2, 10, 96450617283950617000, 5000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -42381, -38497), (27214, 38193, 1676601860, 0, 4, 43549382716049383000, 30216049382716049000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0, 26821, 37019)]
14 394.482 [0.29961264073122573, 0.402542430681223] [(42861, 38750, 1676601964, 1, 10, 100000000000000000000, 60000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 41130, 39524), (-42498, -38071, 1676601646, 2, 10, 103333333333333334000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -42381, -38497), (38668, 43629, 1676601964, 1, 8, 95000000000000003000, 95000000000000003000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 1, 38668, 43629), (29290, 43424, 1676601964, 1, 10, 106111111111111114000, 92222222222222224000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, 29426, 43692), (-42292, -38968, 1676601852, 2, 10, 96450617283950617000, 5000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -42381, -38497), (27979, 39290, 1676601860, 0, 5, 50771604938271604000, 37438271604938270000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0, 27934, 38734)]
14 399.541 [0.29961264073122573, 0.402542430681223] [(42861, 38750, 1676601970, 1, 10, 100000000000000000000, 60000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 41130, 39524), (-42498, -38071, 1676601646, 2, 10, 103333333333333334000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -42381, -38497), (38668, 43629, 1676601970, 1, 8, 95000000000000003000, 95000000000000003000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 1, 38668, 43629), (29290, 43424, 1676601970, 1, 10, 106111111111111114000, 92222222222222224000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, 29426, 43692), (-42292, -38968, 1676601852, 2, 10, 96450617283950617000, 5000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -42381, -38497), (30020, 40356, 1676601860, 0, 6, 65709876543209876000, 52376543209876542000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0, 30507, 40230)]
14 404.639 [0.29961264073122573, 0.402542430681223] [(42861, 38750, 1676601978, 1, 10, 100000000000000000000, 60000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 41130, 39524), (-42498, -38071, 1676601646, 2, 10, 103333333333333334000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -42381, -38497), (38668, 43629, 1676601978, 1, 8, 95000000000000003000, 95000000000000003000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 1, 38668, 43629), (29290, 43424, 1676601978, 1, 10, 106111111111111114000, 92222222222222224000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, 29426, 43692), (-42292, -38968, 1676601852, 2, 10, 96450617283950617000, 5000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -42381, -38497), (31040, 40929, 1676601860, 0, 7, 77314814814814814000, 63981481481481480000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0, 31651, 40946)]
14 409.754 [0.29961264073122573, 0.402542430681223] [(42861, 38750, 1676601982, 1, 10, 100000000000000000000, 60000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 41130, 39524), (-42498, -38071, 1676601646, 2, 10, 103333333333333334000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -42381, -38497), (38668, 43629, 1676601982, 1, 8, 95000000000000003000, 95000000000000003000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 1, 38668, 43629), (29290, 43424, 1676601982, 1, 10, 106111111111111114000, 92222222222222224000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, 29426, 43692), (-42292, -38968, 1676601852, 2, 10, 96450617283950617000, 5000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -42381, -38497), (30691, 40536, 1676601860, 0, 8, 88919753086419752000, 75586419753086418000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0, 31147, 40481)]
14 414.814 [0.29961264073122573, 0.402542430681223] [(42861, 38750, 1676601986, 1, 10, 100000000000000000000, 60000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 41130, 39524), (-42498, -38071, 1676601646, 2, 10, 103333333333333334000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -42381, -38497), (38668, 43629, 1676601986, 1, 8, 95000000000000003000, 95000000000000003000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 1, 38668, 43629), (29290, 43424, 1676601986, 1, 10, 106111111111111114000, 92222222222222224000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, 29426, 43692), (-42292, -38968, 1676601852, 2, 10, 96450617283950617000, 5000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -42381, -38497), (31066, 40394, 1676601986, 1, 9, 103858024691358024000, 90524691358024690000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0, 31438, 40329)]
14 419.829 [0.29961264073122573, 0.402542430681223] [(42861, 38750, 1676601986, 1, 10, 100000000000000000000, 60000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 41130, 39524), (-42498, -38071, 1676601646, 2, 10, 103333333333333334000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -42381, -38497), (38668, 43629, 1676601986, 1, 8, 95000000000000003000, 95000000000000003000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 1, 38668, 43629), (29290, 43424, 1676601986, 1, 10, 106111111111111114000, 92222222222222224000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, 29426, 43692), (-42292, -38968, 1676601852, 2, 10, 96450617283950617000, 5000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -42381, -38497), (31066, 40394, 1676601986, 1, 9, 103858024691358024000, 90524691358024690000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0, 31438, 40329)]
14 460.223 [0.29961264073122573, 0.402542430681223] [(42861, 38750, 1676602016, 1, 10, 100000000000000000000, 60000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 41130, 39524), (-42498, -38071, 1676601646, 2, 10, 103333333333333334000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -42381, -38497), (38668, 43629, 1676602016, 1, 8, 95000000000000003000, 95000000000000003000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 1, 38668, 43629), (29290, 43424, 1676602016, 1, 10, 106111111111111114000, 92222222222222224000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, 29426, 43692), (-42292, -38968, 1676601852, 2, 10, 96450617283950617000, 5000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -42381, -38497), (31066, 40394, 1676602016, 1, 9, 103858024691358024000, 90524691358024690000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0, 31438, 40329), (-42381, -38497, 1676602006, 0, 1, 2500000000000000000, 2500000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -42381, -38497), (26689, 41279, 1676602012, 0, 3, 18487654320987654000, 18487654320987654000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, 26689, 41279)]
14 515.609 [0.29961264073122573, 0.402542430681223] [(42861, 38750, 1676602081, 1, 10, 100000000000000000000, 60000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 41130, 39524), (-42498, -38071, 1676601646, 2, 10, 103333333333333334000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -42381, -38497), (38668, 43629, 1676602081, 1, 8, 95000000000000003000, 95000000000000003000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 1, 38668, 43629), (29290, 43424, 1676602081, 1, 10, 106111111111111114000, 92222222222222224000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, 29426, 43692), (-42292, -38968, 1676601852, 2, 10, 96450617283950617000, 5000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -42381, -38497), (31066, 40394, 1676602081, 1, 9, 103858024691358024000, 90524691358024690000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0, 31438, 40329), (-42422, -38504, 1676602006, 2, 10, 100401234567901235000, 2500000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -42381, -38497), (33680, 41052, 1676602012, 0, 6, 46481481481481482000, 46481481481481482000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, 33680, 41052)]
14 556.189 [0.29961264073122573, 0.402542430681223] [(42861, 38750, 1676602131, 1, 10, 100000000000000000000, 60000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 41130, 39524), (-42498, -38071, 1676601646, 2, 10, 103333333333333334000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -42381, -38497), (38668, 43629, 1676602131, 1, 8, 95000000000000003000, 95000000000000003000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 1, 38668, 43629), (29290, 43424, 1676602131, 1, 10, 106111111111111114000, 92222222222222224000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, 29426, 43692), (-42292, -38968, 1676601852, 2, 10, 96450617283950617000, 5000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -42381, -38497), (31066, 40394, 1676602131, 1, 9, 103858024691358024000, 90524691358024690000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0, 31438, 40329), (-42422, -38504, 1676602006, 2, 10, 100401234567901235000, 2500000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -42381, -38497), (32786, 42257, 1676602012, 0, 8, 76635802469135801000, 76635802469135801000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, 32786, 42257)]
14 561.315 [0.29961264073122573, 0.402542430681223] [(42861, 38750, 1676602131, 1, 10, 100000000000000000000, 60000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 41130, 39524), (-42498, -38071, 1676601646, 2, 10, 103333333333333334000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -42381, -38497), (38668, 43629, 1676602131, 1, 8, 95000000000000003000, 95000000000000003000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 1, 38668, 43629), (29290, 43424, 1676602131, 1, 10, 106111111111111114000, 92222222222222224000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, 29426, 43692), (-42292, -38968, 1676601852, 2, 10, 96450617283950617000, 5000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -42381, -38497), (31066, 40394, 1676602131, 1, 9, 103858024691358024000, 90524691358024690000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0, 31438, 40329), (-42422, -38504, 1676602006, 2, 10, 100401234567901235000, 2500000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -42381, -38497), (32786, 42257, 1676602012, 0, 8, 76635802469135801000, 76635802469135801000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, 32786, 42257)]
14 566.364 [0.29961264073122573, 0.402542430681223] [(42861, 38750, 1676602139, 1, 10, 100000000000000000000, 60000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 41130, 39524), (-42498, -38071, 1676601646, 2, 10, 103333333333333334000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -42381, -38497), (38668, 43629, 1676602139, 1, 8, 95000000000000003000, 95000000000000003000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 1, 38668, 43629), (29290, 43424, 1676602139, 1, 10, 106111111111111114000, 92222222222222224000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, 29426, 43692), (-42292, -38968, 1676601852, 2, 10, 96450617283950617000, 5000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -42381, -38497), (31066, 40394, 1676602139, 1, 9, 103858024691358024000, 90524691358024690000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0, 31438, 40329), (-42422, -38504, 1676602006, 2, 10, 100401234567901235000, 2500000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -42381, -38497), (32786, 42257, 1676602012, 0, 8, 76635802469135801000, 76635802469135801000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, 32786, 42257)]
14 571.374 [0.29961264073122573, 0.402542430681223] [(42861, 38750, 1676602139, 1, 10, 100000000000000000000, 60000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 41130, 39524), (-42498, -38071, 1676601646, 2, 10, 103333333333333334000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -42381, -38497), (38668, 43629, 1676602139, 1, 8, 95000000000000003000, 95000000000000003000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 1, 38668, 43629), (29290, 43424, 1676602139, 1, 10, 106111111111111114000, 92222222222222224000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, 29426, 43692), (-42292, -38968, 1676601852, 2, 10, 96450617283950617000, 5000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -42381, -38497), (31066, 40394, 1676602139, 1, 9, 103858024691358024000, 90524691358024690000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0, 31438, 40329), (-42422, -38504, 1676602006, 2, 10, 100401234567901235000, 2500000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -42381, -38497), (32786, 42257, 1676602012, 0, 8, 76635802469135801000, 76635802469135801000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, 32786, 42257)]
14 576.445 [0.29961264073122573, 0.402542430681223] [(42861, 38750, 1676602139, 1, 10, 100000000000000000000, 60000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 41130, 39524), (-42498, -38071, 1676601646, 2, 10, 103333333333333334000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -42381, -38497), (38668, 43629, 1676602139, 1, 8, 95000000000000003000, 95000000000000003000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 1, 38668, 43629), (29290, 43424, 1676602139, 1, 10, 106111111111111114000, 92222222222222224000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, 29426, 43692), (-42292, -38968, 1676601852, 2, 10, 96450617283950617000, 5000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -42381, -38497), (31066, 40394, 1676602139, 1, 9, 103858024691358024000, 90524691358024690000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0, 31438, 40329), (-42422, -38504, 1676602006, 2, 10, 100401234567901235000, 2500000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -42381, -38497), (32786, 42257, 1676602012, 0, 8, 76635802469135801000, 76635802469135801000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, 32786, 42257)]
14 581.457 [0.29961264073122573, 0.402542430681223] [(42861, 38750, 1676602155, 1, 10, 100000000000000000000, 60000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 41130, 39524), (-42498, -38071, 1676601646, 2, 10, 103333333333333334000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -42381, -38497), (38668, 43629, 1676602155, 1, 8, 95000000000000003000, 95000000000000003000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 1, 38668, 43629), (29290, 43424, 1676602155, 1, 10, 106111111111111114000, 92222222222222224000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, 29426, 43692), (-42292, -38968, 1676601852, 2, 10, 96450617283950617000, 5000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -42381, -38497), (31066, 40394, 1676602155, 1, 9, 103858024691358024000, 90524691358024690000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0, 31438, 40329), (-42422, -38504, 1676602006, 2, 10, 100401234567901235000, 2500000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -42381, -38497), (33041, 43340, 1676602012, 0, 9, 89212962962962961000, 89212962962962961000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, 33041, 43340)]
14 586.487 [0.29961264073122573, 0.402542430681223] [(42861, 38750, 1676602157, 1, 10, 100000000000000000000, 60000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 41130, 39524), (-42498, -38071, 1676601646, 2, 10, 103333333333333334000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -42381, -38497), (38668, 43629, 1676602157, 1, 8, 95000000000000003000, 95000000000000003000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 1, 38668, 43629), (29290, 43424, 1676602157, 1, 10, 106111111111111114000, 92222222222222224000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, 29426, 43692), (-42292, -38968, 1676601852, 2, 10, 96450617283950617000, 5000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -42381, -38497), (31066, 40394, 1676602157, 1, 9, 103858024691358024000, 90524691358024690000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0, 31438, 40329), (-42422, -38504, 1676602006, 2, 10, 100401234567901235000, 2500000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -42381, -38497), (32795, 42736, 1676602157, 1, 10, 97407407407407406000, 97407407407407406000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, 32795, 42736)]
14 591.558 [0.29961264073122573, 0.402542430681223] [(42861, 38750, 1676602157, 1, 10, 100000000000000000000, 60000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 41130, 39524), (-42498, -38071, 1676601646, 2, 10, 103333333333333334000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -42381, -38497), (38668, 43629, 1676602157, 1, 8, 95000000000000003000, 95000000000000003000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 1, 38668, 43629), (29290, 43424, 1676602157, 1, 10, 106111111111111114000, 92222222222222224000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, 29426, 43692), (-42292, -38968, 1676601852, 2, 10, 96450617283950617000, 5000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -42381, -38497), (31066, 40394, 1676602157, 1, 9, 103858024691358024000, 90524691358024690000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0, 31438, 40329), (-42422, -38504, 1676602006, 2, 10, 100401234567901235000, 2500000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -42381, -38497), (32795, 42736, 1676602157, 1, 10, 97407407407407406000, 97407407407407406000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, 32795, 42736)]
