ID TIME pos
15 0.093 [0, 0] [-0.3627042145495745, -0.3886294839370129]
15 5.106 [0, 0] [-0.3627042145495745, -0.3886294839370129]
15 10.111 [0, 0] [-0.3627042145495745, -0.3886294839370129]
15 15.12 [0, 0] [-0.3627042145495745, -0.3886294839370129]
15 20.127 [0, 0] [-0.3627042145495745, -0.3886294839370129]
15 25.137 [0, 0] [-0.3627042145495745, -0.3886294839370129]
15 30.142 [0, 0] [-0.3627042145495745, -0.3886294839370129]
15 35.145 [0, 0] [-0.3627042145495745, -0.3886294839370129]
15 40.153 [0, 0] [-0.3627042145495745, -0.3886294839370129]
15 45.164 [0, 0] [-0.3627042145495745, -0.3886294839370129]
15 50.263 [0, 0] [-0.3627042145495745, -0.3886294839370129]
15 55.273 [-0.44955500000000004, -0.531555] [-0.3627042145495745, -0.3886294839370129]
15 60.279 [-0.4490700000000001, -0.5341950000000001] [-0.3627042145495745, -0.3886294839370129]
15 65.392 [-0.28208032300342606, -0.49687663567991375] [-0.3627042145495745, -0.3886294839370129]
15 70.495 [-0.33860619380205564, -0.48797998140794824] [-0.3627042145495745, -0.3886294839370129]
15 75.499 [-0.35353516150171305, -0.48465665117329015] [-0.3627042145495745, -0.3886294839370129]
15 80.507 [-0.3516334948350464, -0.4838683178399568] [-0.3627042145495745, -0.3886294839370129]
15 85.511 [-0.364035852715754, -0.4854414152913916] [-0.3627042145495745, -0.3886294839370129]
15 90.61 [-0.3801145521122532, -0.47709110078219347] [-0.3627042145495745, -0.3886294839370129]
15 95.622 [-0.3802678854455865, -0.4771677674488601] [-0.3627042145495745, -0.3886294839370129]
15 100.623 [-0.3802623298900309, -0.4771799896710823] [-0.3627042145495745, -0.3886294839370129]
15 105.629 [-0.3800156632233642, -0.4768855452266379] [-0.3627042145495745, -0.3886294839370129]
15 110.63 [-0.3861850969010278, -0.47711999070397415] [-0.3627042145495745, -0.3886294839370129]
15 115.641 [-0.38590309690102786, -0.4771039907039742] [-0.3627042145495745, -0.3886294839370129]
15 120.645 [-0.3858660969010278, -0.4771069907039741] [-0.3627042145495745, -0.3886294839370129]
15 125.653 [-0.38616909690102785, -0.4770959907039741] [-0.3627042145495745, -0.3886294839370129]
15 130.658 [-0.38731709690102784, -0.47274599070397416] [-0.3627042145495745, -0.3886294839370129]
15 135.662 [-0.38730009690102785, -0.47269699070397425] [-0.3627042145495745, -0.3886294839370129]
15 140.667 [-0.38730009690102785, -0.47269699070397425] [-0.3627042145495745, -0.3886294839370129]
15 145.68 [-0.38730009690102785, -0.47269699070397425] [-0.3627042145495745, -0.3886294839370129]
15 150.791 [-0.38730009690102785, -0.47269699070397425] [-0.3627042145495745, -0.3886294839370129]
15 155.891 [-0.3872470969010278, -0.4724849907039742] [-0.3627042145495745, -0.3886294839370129]
15 160.998 [-0.3871790969010278, -0.47183399070397425] [-0.3627042145495745, -0.3886294839370129]
15 166.006 [-0.3871790969010278, -0.47183399070397425] [-0.3627042145495745, -0.3886294839370129]
15 171.011 [-0.3867820969010278, -0.4712119907039741] [-0.3627042145495745, -0.3886294839370129]
15 176.019 [-0.39172554263729803, -0.47074817336724917] [-0.3627042145495745, -0.3886294839370129]
15 181.025 [-0.39172554263729803, -0.47074817336724917] [-0.3627042145495745, -0.3886294839370129]
15 186.03 [-0.39172372445547976, -0.47075271882179465] [-0.3627042145495745, -0.3886294839370129]
15 191.033 [-0.3917209971827526, -0.4704345370036128] [-0.3627042145495745, -0.3886294839370129]
15 196.047 [-0.39172554263729803, -0.47046362791270374] [-0.3627042145495745, -0.3886294839370129]
15 201.049 [-0.3973725807508566, -0.4684924922533118] [-0.3627042145495745, -0.3886294839370129]
15 206.056 [-0.39739258075085654, -0.4684841589199784] [-0.3627042145495745, -0.3886294839370129]
15 211.065 [-0.39739258075085654, -0.4684841589199784] [-0.3627042145495745, -0.3886294839370129]
15 216.066 [-0.39739258075085654, -0.4684841589199784] [-0.3627042145495745, -0.3886294839370129]
15 221.073 [-0.39739258075085654, -0.4684841589199784] [-0.3627042145495745, -0.3886294839370129]
15 226.082 [-0.39743424741752315, -0.4684799922533118] [-0.3627042145495745, -0.3886294839370129]
15 231.09 [-0.39744174741752314, -0.46847499225331174] [-0.3627042145495745, -0.3886294839370129]
15 236.096 [-0.3972575807508565, -0.4684316589199784] [-0.3627042145495745, -0.3886294839370129]
15 241.103 [-0.39668758075085647, -0.46778415891997843] [-0.3627042145495745, -0.3886294839370129]
15 246.103 [-0.39711699761617514, -0.4633630697722878] [-0.3627042145495745, -0.3886294839370129]
15 251.111 [-0.39709930530848286, -0.4633207620799802] [-0.3627042145495745, -0.3886294839370129]
15 256.123 [-0.40123792635787703, -0.46684356478855304] [-0.3627042145495745, -0.3886294839370129]
15 261.129 [-0.4009636406435913, -0.4665978505028388] [-0.3627042145495745, -0.3886294839370129]
15 266.133 [-0.4009636406435913, -0.46659713621712445] [-0.3627042145495745, -0.3886294839370129]
15 271.14 [-0.4009636406435913, -0.46659713621712445] [-0.3627042145495745, -0.3886294839370129]
15 276.148 [-0.4000422120721627, -0.46558213621712446] [-0.3627042145495745, -0.3886294839370129]
15 281.15 [-0.40003792635787694, -0.4655764219314102] [-0.3627042145495745, -0.3886294839370129]
15 286.161 [-0.39945792635787697, -0.4648714219314101] [-0.3627042145495745, -0.3886294839370129]
15 291.165 [-0.3993714977864485, -0.4647428505028387] [-0.3627042145495745, -0.3886294839370129]
15 296.174 [-0.399167926357877, -0.46469499335998155] [-0.3627042145495745, -0.3886294839370129]
15 301.177 [-0.399167926357877, -0.46469499335998155] [-0.3627042145495745, -0.3886294839370129]
15 306.182 [-0.399167926357877, -0.46469499335998155] [-0.3627042145495745, -0.3886294839370129]
15 311.191 [-0.3991407835007341, -0.46471570764569586] [-0.3627042145495745, -0.3886294839370129]
15 316.198 [-0.3991407835007341, -0.46471570764569586] [-0.3627042145495745, -0.3886294839370129]
15 321.202 [-0.3991407835007341, -0.46471570764569586] [-0.3627042145495745, -0.3886294839370129]
15 326.21 [-0.3991407835007341, -0.46471570764569586] [-0.3627042145495745, -0.3886294839370129]
15 331.215 [-0.3991407835007341, -0.46471570764569586] [-0.3627042145495745, -0.3886294839370129]
15 336.223 [-0.3991407835007341, -0.46471570764569586] [-0.3627042145495745, -0.3886294839370129]
15 341.231 [-0.3991364977864484, -0.46471142193141013] [-0.3627042145495745, -0.3886294839370129]
15 346.243 [-0.3980043549293056, -0.4638471362171244] [-0.3627042145495745, -0.3886294839370129]
15 351.342 [-0.39725292635787696, -0.4629564219314101] [-0.3627042145495745, -0.3886294839370129]
15 356.454 [-0.39725292635787696, -0.4629564219314101] [-0.3627042145495745, -0.3886294839370129]
15 361.456 [-0.39723578350073413, -0.46293856478855294] [-0.3627042145495745, -0.3886294839370129]
15 366.462 [-0.39655149778644844, -0.46264499335998155] [-0.3627042145495745, -0.3886294839370129]
15 371.473 [-0.3965493549293055, -0.4626435647885529] [-0.3627042145495745, -0.3886294839370129]
15 376.477 [-0.3958872120721627, -0.46243856478855294] [-0.3627042145495745, -0.3886294839370129]
15 381.487 [-0.3958872120721627, -0.46243856478855294] [-0.3627042145495745, -0.3886294839370129]
15 386.488 [-0.3954286406435913, -0.4622928505028387] [-0.3627042145495745, -0.3886294839370129]
15 391.495 [-0.3954222120721627, -0.4622907076456958] [-0.3627042145495745, -0.3886294839370129]
15 396.501 [-0.3954222120721627, -0.4622907076456958] [-0.3627042145495745, -0.3886294839370129]
15 401.507 [-0.3954222120721627, -0.4622907076456958] [-0.3627042145495745, -0.3886294839370129]
15 406.514 [-0.3954222120721627, -0.4622907076456958] [-0.3627042145495745, -0.3886294839370129]
15 411.53 [-0.39809673126735184, -0.4622326604693161] [-0.3627042145495745, -0.3886294839370129]
15 416.624 [-0.39809539793401844, -0.4622326604693161] [-0.3627042145495745, -0.3886294839370129]
15 421.63 [-0.39809539793401844, -0.4622326604693161] [-0.3627042145495745, -0.3886294839370129]
15 426.636 [-0.39760006460068514, -0.4621946604693161] [-0.3627042145495745, -0.3886294839370129]
15 431.641 [-0.3975980646006851, -0.46216666046931615] [-0.3627042145495745, -0.3886294839370129]
15 436.648 [-0.3975980646006851, -0.46216666046931615] [-0.3627042145495745, -0.3886294839370129]
15 441.656 [-0.3975953979340184, -0.46216532713598274] [-0.3627042145495745, -0.3886294839370129]
15 446.659 [-0.39648339793401843, -0.46121532713598273] [-0.3627042145495745, -0.3886294839370129]
15 451.67 [-0.3958493979340184, -0.46090132713598275] [-0.3627042145495745, -0.3886294839370129]
15 456.779 [-0.3955767312673517, -0.46068199380264946] [-0.3627042145495745, -0.3886294839370129]
15 461.78 [-0.3955767312673517, -0.46068199380264946] [-0.3627042145495745, -0.3886294839370129]
15 466.794 [-0.3954533979340184, -0.4606353271359828] [-0.3627042145495745, -0.3886294839370129]
15 471.794 [-0.3954533979340184, -0.4606353271359828] [-0.3627042145495745, -0.3886294839370129]
15 476.813 [-0.3954533979340184, -0.4606353271359828] [-0.3627042145495745, -0.3886294839370129]
