ID TIME pos
6 0.098 [0, 0] [0.3019231251934492, 0.32744640200502934]
6 5.105 [0, 0] [0.3019231251934492, 0.32744640200502934]
6 10.116 [0, 0] [0.3019231251934492, 0.32744640200502934]
6 15.12 [0, 0] [0.3019231251934492, 0.32744640200502934]
6 20.127 [0, 0] [0.3019231251934492, 0.32744640200502934]
6 25.134 [0, 0] [0.3019231251934492, 0.32744640200502934]
6 30.141 [0, 0] [0.3019231251934492, 0.32744640200502934]
6 35.147 [0, 0] [0.3019231251934492, 0.32744640200502934]
6 40.152 [0, 0] [0.3019231251934492, 0.32744640200502934]
6 45.159 [0, 0] [0.3019231251934492, 0.32744640200502934]
6 50.165 [0, 0] [0.3019231251934492, 0.32744640200502934]
6 55.175 [0, 0] [0.3019231251934492, 0.32744640200502934]
6 60.179 [0, 0] [0.3019231251934492, 0.32744640200502934]
6 65.185 [0, 0] [0.3019231251934492, 0.32744640200502934]
6 70.193 [0.3265699999999998, 0.3794900000000001] [0.3019231251934492, 0.32744640200502934]
6 75.199 [0.3108200000000001, 0.40671499999999994] [0.3019231251934492, 0.32744640200502934]
6 80.205 [0.3108200000000001, 0.40671499999999994] [0.3019231251934492, 0.32744640200502934]
6 85.212 [0.3108200000000001, 0.40671499999999994] [0.3019231251934492, 0.32744640200502934]
6 90.219 [0.3108200000000001, 0.40671499999999994] [0.3019231251934492, 0.32744640200502934]
6 95.227 [0.3108200000000001, 0.40671499999999994] [0.3019231251934492, 0.32744640200502934]
6 100.235 [0.3108200000000001, 0.40671499999999994] [0.3019231251934492, 0.32744640200502934]
6 105.238 [0.3081833333333333, 0.40992999999999996] [0.3019231251934492, 0.32744640200502934]
6 110.238 [0.307602, 0.4040120000000001] [0.3019231251934492, 0.32744640200502934]
6 115.248 [0.30070716622760546, 0.3439574215936323] [0.3019231251934492, 0.32744640200502934]
6 120.249 [0.3003109162276054, 0.34102242159363233] [0.3019231251934492, 0.32744640200502934]
6 125.26 [0.30026341622760544, 0.3408136715936323] [0.3019231251934492, 0.32744640200502934]
6 130.27 [0.30026341622760544, 0.3408136715936323] [0.3019231251934492, 0.32744640200502934]
6 135.276 [0.30024966622760546, 0.3405349215936323] [0.3019231251934492, 0.32744640200502934]
6 140.283 [0.30024966622760546, 0.3405349215936323] [0.3019231251934492, 0.32744640200502934]
6 145.39 [0.30259773298208437, 0.3512359372749059] [0.3019231251934492, 0.32744640200502934]
6 150.393 [0.3027337329820844, 0.35055493727490583] [0.3019231251934492, 0.32744640200502934]
6 155.4 [0.3027337329820844, 0.35055493727490583] [0.3019231251934492, 0.32744640200502934]
6 160.408 [0.3027337329820844, 0.35055493727490583] [0.3019231251934492, 0.32744640200502934]
6 165.413 [0.3027337329820844, 0.35055493727490583] [0.3019231251934492, 0.32744640200502934]
6 170.418 [0.3027337329820844, 0.35055493727490583] [0.3019231251934492, 0.32744640200502934]
6 175.425 [0.30261873298208436, 0.34815593727490585] [0.3019231251934492, 0.32744640200502934]
6 180.43 [0.30261073298208435, 0.34801893727490585] [0.3019231251934492, 0.32744640200502934]
6 185.437 [0.3029743027109858, 0.3507053975226417] [0.3019231251934492, 0.32744640200502934]
6 190.442 [0.3029743027109858, 0.3507053975226417] [0.3019231251934492, 0.32744640200502934]
6 195.451 [0.30309521180189486, 0.3507299429771871] [0.3019231251934492, 0.32744640200502934]
6 200.456 [0.30309521180189486, 0.3507299429771871] [0.3019231251934492, 0.32744640200502934]
6 205.462 [0.30309521180189486, 0.3507299429771871] [0.3019231251934492, 0.32744640200502934]
6 210.469 [0.3031033936200767, 0.35063994297718715] [0.3019231251934492, 0.32744640200502934]
6 215.476 [0.3031433936200767, 0.3507944884317326] [0.3019231251934492, 0.32744640200502934]
6 220.482 [0.3031433936200767, 0.35079903388627803] [0.3019231251934492, 0.32744640200502934]
6 225.49 [0.3029170299837131, 0.35057448843173256] [0.3019231251934492, 0.32744640200502934]
6 230.495 [0.3029152118018949, 0.3505681247953689] [0.3019231251934492, 0.32744640200502934]
6 235.504 [0.30290612089280394, 0.3505835793408235] [0.3019231251934492, 0.32744640200502934]
6 240.509 [0.30290612089280394, 0.3505835793408235] [0.3019231251934492, 0.32744640200502934]
6 245.515 [0.30293612089280403, 0.350349033886278] [0.3019231251934492, 0.32744640200502934]
6 250.521 [0.30293612089280403, 0.350349033886278] [0.3019231251934492, 0.32744640200502934]
6 255.529 [0.30293612089280403, 0.350349033886278] [0.3019231251934492, 0.32744640200502934]
6 260.536 [0.30293612089280403, 0.350349033886278] [0.3019231251934492, 0.32744640200502934]
6 265.545 [0.30293612089280403, 0.350349033886278] [0.3019231251934492, 0.32744640200502934]
6 270.551 [0.30293612089280403, 0.350349033886278] [0.3019231251934492, 0.32744640200502934]
6 275.558 [0.30371066634734945, 0.34638994297718706] [0.3019231251934492, 0.32744640200502934]
6 280.565 [0.30371066634734945, 0.3463881247953689] [0.3019231251934492, 0.32744640200502934]
6 285.569 [0.3037270299837131, 0.34638267024991437] [0.3019231251934492, 0.32744640200502934]
6 290.576 [0.3037270299837131, 0.34638267024991437] [0.3019231251934492, 0.32744640200502934]
6 295.584 [0.3037270299837131, 0.34638267024991437] [0.3019231251934492, 0.32744640200502934]
6 300.59 [0.30467793907462215, 0.34457539752264166] [0.3019231251934492, 0.32744640200502934]
6 305.596 [0.30467793907462215, 0.3445508520680962] [0.3019231251934492, 0.32744640200502934]
6 310.607 [0.3047024845291676, 0.34411630661355075] [0.3019231251934492, 0.32744640200502934]
6 315.611 [0.3047024845291676, 0.3441135793408235] [0.3019231251934492, 0.32744640200502934]
6 320.616 [0.3047024845291676, 0.34411085206809616] [0.3019231251934492, 0.32744640200502934]
6 325.621 [0.3055006663473494, 0.34153721570445983] [0.3019231251934492, 0.32744640200502934]
6 330.628 [0.30550157543825845, 0.34153721570445983] [0.3019231251934492, 0.32744640200502934]
6 335.635 [0.30550157543825845, 0.34153721570445983] [0.3019231251934492, 0.32744640200502934]
6 340.643 [0.3046231108184036, 0.3479382810624215] [0.3019231251934492, 0.32744640200502934]
6 345.65 [0.3046231108184036, 0.3479382810624215] [0.3019231251934492, 0.32744640200502934]
6 350.656 [0.3046231108184036, 0.3479382810624215] [0.3019231251934492, 0.32744640200502934]
6 355.662 [0.30460894415173695, 0.34778828106242154] [0.3019231251934492, 0.32744640200502934]
6 360.666 [0.30370811081840365, 0.34555411439575484] [0.3019231251934492, 0.32744640200502934]
6 365.673 [0.30466311081840364, 0.3438032810624216] [0.3019231251934492, 0.32744640200502934]
6 370.68 [0.3048522774850703, 0.3426074477290882] [0.3019231251934492, 0.32744640200502934]
6 375.688 [0.3048522774850703, 0.3426074477290882] [0.3019231251934492, 0.32744640200502934]
