ID TIME pos
13 0.093 [0, 0] [-0.02561075381089324, -0.37442629993105103]
13 5.104 [0, 0] [-0.02561075381089324, -0.37442629993105103]
13 10.117 [0, 0] [-0.02561075381089324, -0.37442629993105103]
13 15.218 [0, 0] [-0.02561075381089324, -0.37442629993105103]
13 20.223 [0, 0] [-0.02561075381089324, -0.37442629993105103]
13 25.231 [0, 0] [-0.02561075381089324, -0.37442629993105103]
13 30.237 [0, 0] [-0.02561075381089324, -0.37442629993105103]
13 35.243 [0, 0] [-0.02561075381089324, -0.37442629993105103]
13 40.254 [0, 0] [-0.02561075381089324, -0.37442629993105103]
13 45.255 [0, 0] [-0.02561075381089324, -0.37442629993105103]
13 50.267 [0, 0] [-0.02561075381089324, -0.37442629993105103]
13 55.273 [0, 0] [-0.02561075381089324, -0.37442629993105103]
13 60.28 [0, 0] [-0.02561075381089324, -0.37442629993105103]
13 65.284 [0, 0] [-0.02561075381089324, -0.37442629993105103]
13 70.291 [0, 0] [-0.02561075381089324, -0.37442629993105103]
13 75.297 [0, 0] [-0.02561075381089324, -0.37442629993105103]
13 80.304 [0, 0] [-0.02561075381089324, -0.37442629993105103]
13 85.314 [0, 0] [-0.02561075381089324, -0.37442629993105103]
13 90.322 [0, 0] [-0.02561075381089324, -0.37442629993105103]
13 95.328 [0, 0] [-0.02561075381089324, -0.37442629993105103]
13 100.334 [0, 0] [-0.02561075381089324, -0.37442629993105103]
13 105.341 [0, 0] [-0.02561075381089324, -0.37442629993105103]
13 110.441 [0, 0] [-0.02561075381089324, -0.37442629993105103]
13 115.45 [0, 0] [-0.02561075381089324, -0.37442629993105103]
13 120.458 [0, 0] [-0.02561075381089324, -0.37442629993105103]
13 125.46 [0, 0] [-0.02561075381089324, -0.37442629993105103]
13 130.47 [0, 0] [-0.02561075381089324, -0.37442629993105103]
13 135.483 [0, 0] [-0.02561075381089324, -0.37442629993105103]
13 140.483 [0, 0] [-0.02561075381089324, -0.37442629993105103]
13 145.49 [-0.08277000000000001, -0.3702700000000001] [-0.02561075381089324, -0.37442629993105103]
13 150.494 [-0.08277000000000001, -0.3702700000000001] [-0.02561075381089324, -0.37442629993105103]
13 155.502 [-0.08277000000000001, -0.3702700000000001] [-0.02561075381089324, -0.37442629993105103]
13 160.509 [-0.092785, -0.3845550000000001] [-0.02561075381089324, -0.37442629993105103]
13 165.52 [-0.11144000000000004, -0.3992475] [-0.02561075381089324, -0.37442629993105103]
13 170.523 [-0.11181000000000002, -0.398845] [-0.02561075381089324, -0.37442629993105103]
13 175.527 [-0.11182500000000001, -0.39886] [-0.02561075381089324, -0.37442629993105103]
13 180.536 [-0.10602800000000001, -0.39984800000000004] [-0.02561075381089324, -0.37442629993105103]
13 185.543 [-0.10489166666666667, -0.39951833333333336] [-0.02561075381089324, -0.37442629993105103]
13 190.549 [-0.10926714285714288, -0.39990999999999993] [-0.02561075381089324, -0.37442629993105103]
13 195.556 [-0.10708857142857145, -0.40008857142857146] [-0.02561075381089324, -0.37442629993105103]
13 200.558 [-0.10442874999999999, -0.3996462500000001] [-0.02561075381089324, -0.37442629993105103]
