ID TIME TPS RAM CPU
0 0.015 68 4.8 32.0
0 0.11 10 4.8 32.0
0 0.209 10 4.8 32.0
0 0.308 10 4.8 32.0
0 0.409 10 4.8 32.0
0 0.528 8 4.8 32.0
0 0.603 13 4.8 32.0
0 0.703 10 4.8 32.0
0 0.809 9 4.8 32.0
0 0.909 10 4.8 32.0
0 1.003 11 4.8 32.0
0 1.113 9 4.8 32.0
0 1.212 10 4.8 32.0
0 1.308 10 4.8 32.0
0 1.408 10 4.8 32.0
0 1.507 10 4.8 32.0
0 1.632 8 4.8 32.0
0 1.716 12 4.8 32.0
0 1.814 10 4.8 32.0
0 1.916 10 4.8 32.0
0 2.016 10 4.8 32.0
0 2.133 9 4.8 32.0
0 2.217 12 4.8 32.0
0 2.315 10 4.8 32.0
0 2.416 10 4.8 32.0
0 2.517 10 4.8 32.0
0 2.633 9 4.8 32.0
0 2.717 12 4.8 32.0
0 2.816 10 4.8 32.0
0 2.918 10 4.8 32.0
0 3.017 10 4.8 32.0
0 3.134 9 4.8 32.0
0 3.217 12 4.8 32.0
0 3.317 10 4.8 32.0
0 3.417 10 4.8 32.0
0 3.517 10 4.8 32.0
0 3.621 10 4.8 32.0
0 3.73 9 4.8 32.0
0 3.818 11 4.8 32.0
0 3.918 10 4.8 32.0
0 4.018 10 4.8 32.0
0 4.121 10 4.8 32.0
0 4.233 9 4.8 32.0
0 4.319 12 4.8 32.0
0 4.418 10 4.8 32.0
0 4.519 10 4.8 32.0
0 4.622 10 4.8 32.0
0 4.72 10 4.8 32.0
0 4.831 9 4.8 32.0
0 4.919 11 4.8 32.0
0 5.019 10 4.8 32.0
0 5.125 9 4.8 32.0
0 5.22 10 4.8 32.0
0 5.331 9 4.8 32.0
0 5.419 11 4.8 32.0
0 5.522 10 4.8 32.0
0 5.62 10 4.8 32.0
0 5.724 10 4.8 32.0
0 5.832 9 4.8 32.0
0 5.919 12 4.8 32.0
0 6.021 10 4.8 32.0
0 6.121 10 4.8 32.0
0 6.226 10 4.8 32.0
0 6.333 9 4.8 32.0
0 6.419 12 4.8 32.0
0 6.521 10 4.8 32.0
0 6.618 10 4.8 32.0
0 6.723 10 4.8 32.0
0 6.826 10 4.8 32.0
0 6.928 10 4.8 32.0
0 7.021 11 4.8 32.0
0 7.123 10 4.8 32.0
0 7.224 10 4.8 32.0
0 7.328 10 4.8 32.0
0 7.429 10 4.8 32.0
0 7.525 10 4.8 32.0
0 7.62 10 4.8 32.0
0 7.724 10 4.8 32.0
0 7.829 10 4.8 32.0
0 7.928 10 4.8 32.0
0 8.024 10 4.8 32.0
0 8.122 10 4.8 32.0
0 8.226 10 4.8 32.0
0 8.329 10 4.8 32.0
0 8.423 11 4.8 32.0
0 8.531 9 4.8 32.0
0 8.623 11 4.8 32.0
0 8.727 10 4.8 32.0
0 8.83 10 4.8 32.0
0 8.925 11 4.8 32.0
0 9.023 10 4.8 32.0
0 9.129 9 4.8 32.0
0 9.226 10 4.8 32.0
0 9.331 9 4.8 32.0
0 9.415 12 4.8 32.0
0 9.525 9 4.8 32.0
0 9.626 10 4.8 32.0
0 9.73 10 4.8 32.0
0 9.832 10 4.8 32.0
0 9.924 11 4.8 32.0
0 10.016 11 2.9 30.8
