ID TIME pos
13 1.214 [0, 0] [-0.4222152327320369, -0.39386326891806084] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
13 6.319 [0, 0] [-0.4222152327320369, -0.39386326891806084] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3838400000000002, 0.4324699999999999], [0, 0]]
13 11.326 [0, 0] [-0.4222152327320369, -0.39386326891806084] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3838400000000002, 0.4324699999999999], [0.41659999999999986, -0.28854]]
13 16.333 [0, 0] [-0.4222152327320369, -0.39386326891806084] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3838400000000002, 0.4324699999999999], [0.41659999999999986, -0.28854]]
13 21.341 [0, 0] [-0.4222152327320369, -0.39386326891806084] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3838400000000002, 0.4324699999999999], [0.41659999999999986, -0.28854]]
13 26.347 [0, 0] [-0.4222152327320369, -0.39386326891806084] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3838400000000002, 0.4324699999999999], [0.41659999999999986, -0.28854]]
13 31.453 [0, 0] [-0.4222152327320369, -0.39386326891806084] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3838400000000002, 0.4324699999999999], [0.41659999999999986, -0.28854]]
13 36.562 [0, 0] [-0.4222152327320369, -0.39386326891806084] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3838400000000002, 0.4324699999999999], [0.41659999999999986, -0.28854]]
13 41.569 [0, 0] [-0.4222152327320369, -0.39386326891806084] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3838400000000002, 0.4324699999999999], [0.41659999999999986, -0.28854]]
13 46.578 [0, 0] [-0.4222152327320369, -0.39386326891806084] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3838400000000002, 0.4324699999999999], [0.41659999999999986, -0.28854]]
13 51.585 [0, 0] [-0.4222152327320369, -0.39386326891806084] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3838400000000002, 0.4324699999999999], [0.41659999999999986, -0.28854]]
13 56.593 [0, 0] [-0.4222152327320369, -0.39386326891806084] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3838400000000002, 0.4324699999999999], [0.41659999999999986, -0.28854]]
13 61.699 [0, 0] [-0.4222152327320369, -0.39386326891806084] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3838400000000002, 0.4324699999999999], [0.41659999999999986, -0.28854]]
13 66.707 [0, 0] [-0.4222152327320369, -0.39386326891806084] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3838400000000002, 0.4324699999999999], [0.41659999999999986, -0.28854]]
13 71.714 [0, 0] [-0.4222152327320369, -0.39386326891806084] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3838400000000002, 0.4324699999999999], [0.41659999999999986, -0.28854]]
13 76.722 [0, 0] [-0.4222152327320369, -0.39386326891806084] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3838400000000002, 0.4324699999999999], [0.41659999999999986, -0.28854]]
13 81.73 [0, 0] [-0.4222152327320369, -0.39386326891806084] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3838400000000002, 0.4324699999999999], [0.41659999999999986, -0.28854]]
13 86.738 [0, 0] [-0.4222152327320369, -0.39386326891806084] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3838400000000002, 0.4324699999999999], [0.41659999999999986, -0.28854]]
13 91.746 [0, 0] [-0.4222152327320369, -0.39386326891806084] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.4053199999999999, -0.39288999999999996], [0, 0], [0.3838400000000002, 0.4324699999999999], [0.41659999999999986, -0.28854]]
13 96.752 [0, 0] [-0.4222152327320369, -0.39386326891806084] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.4053199999999999, -0.39288999999999996], [0, 0], [0.3838400000000002, 0.4324699999999999], [0.41659999999999986, -0.28854]]
13 101.761 [0, 0] [-0.4222152327320369, -0.39386326891806084] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.4053199999999999, -0.39288999999999996], [0, 0], [0.3838400000000002, 0.4324699999999999], [0.41659999999999986, -0.28854]]
13 106.768 [0, 0] [-0.4222152327320369, -0.39386326891806084] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.4053199999999999, -0.39288999999999996], [0, 0], [0.3838400000000002, 0.4324699999999999], [0.41659999999999986, -0.28854]]
13 111.776 [0, 0] [-0.4222152327320369, -0.39386326891806084] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.4053199999999999, -0.39288999999999996], [0, 0], [0.3838400000000002, 0.4324699999999999], [0.41659999999999986, -0.28854]]
13 116.783 [0, 0] [-0.4222152327320369, -0.39386326891806084] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.4053199999999999, -0.39288999999999996], [0, 0], [0.3838400000000002, 0.4324699999999999], [0.41659999999999986, -0.28854]]
13 121.891 [0, 0] [-0.4222152327320369, -0.39386326891806084] [[0.023820000000000174, -0.20331999999999995], [0, 0], [0, 0], [-0.02899000000000007, -0.22659000000000007], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.4053199999999999, -0.39288999999999996], [0, 0], [0.3838400000000002, 0.4324699999999999], [0.41659999999999986, -0.28854]]
13 126.899 [0, 0] [-0.4222152327320369, -0.39386326891806084] [[0.023820000000000174, -0.20331999999999995], [0, 0], [0, 0], [-0.02896999999999994, -0.22658], [0, 0], [0, 0], [0, 0], [0, 0], [-0.55412, -0.6772199999999999], [0, 0], [0, 0], [-0.4053199999999999, -0.39288999999999996], [0, 0], [0.3838400000000002, 0.4324699999999999], [0.41659999999999986, -0.28854]]
13 131.907 [0, 0] [-0.4222152327320369, -0.39386326891806084] [[0.023820000000000174, -0.20331999999999995], [0, 0], [0, 0], [-0.02896999999999994, -0.22658], [0, 0], [-0.5205200000000001, -0.5137100000000001], [0, 0], [0, 0], [-0.039490000000000025, -0.14300000000000002], [0, 0], [0, 0], [-0.4053199999999999, -0.39288999999999996], [0, 0], [0.3838400000000002, 0.4324699999999999], [0.41659999999999986, -0.28854]]
13 137.014 [0, 0] [-0.4222152327320369, -0.39386326891806084] [[0.023829999999999796, -0.20331999999999995], [0, 0], [-0.039020000000000055, -0.18901999999999997], [-0.02896999999999994, -0.22658], [0, 0], [-0.5205200000000001, -0.5137100000000001], [0, 0], [0, 0], [-0.035579999999999945, -0.13951000000000002], [0, 0], [0, 0], [-0.4053199999999999, -0.39288999999999996], [0, 0], [0.3838400000000002, 0.4324699999999999], [0.41659999999999986, -0.28854]]
13 142.122 [0, 0] [-0.4222152327320369, -0.39386326891806084] [[0.023829999999999796, -0.20331999999999995], [0, 0], [-0.039020000000000055, -0.18901999999999997], [-0.02896999999999994, -0.22658], [0, 0], [-0.5205200000000001, -0.5137100000000001], [0, 0], [0, 0], [-0.035579999999999945, -0.13951000000000002], [0, 0], [0, 0], [-0.4053199999999999, -0.39288999999999996], [0, 0], [0.3838400000000002, 0.4324699999999999], [0.41659999999999986, -0.28854]]
13 147.131 [0, 0] [-0.4222152327320369, -0.39386326891806084] [[0.023829999999999796, -0.20331999999999995], [0, 0], [-0.039020000000000055, -0.18901999999999997], [-0.02896999999999994, -0.22658], [0, 0], [-0.5205200000000001, -0.5137100000000001], [0, 0], [0, 0], [-0.035579999999999945, -0.13951000000000002], [0, 0], [0, 0], [-0.4053199999999999, -0.39288999999999996], [0, 0], [0.3838400000000002, 0.4324699999999999], [0.41659999999999986, -0.28854]]
13 152.138 [0, 0] [-0.4222152327320369, -0.39386326891806084] [[0.023829999999999796, -0.20331999999999995], [0, 0], [-0.039020000000000055, -0.18901999999999997], [-0.02896999999999994, -0.22658], [0, 0], [-0.5205200000000001, -0.5137100000000001], [0, 0], [0, 0], [-0.035579999999999945, -0.13951000000000002], [0, 0], [0, 0], [-0.4053199999999999, -0.39288999999999996], [0, 0], [0.3838400000000002, 0.4324699999999999], [0.41659999999999986, -0.28854]]
13 157.245 [0, 0] [-0.4222152327320369, -0.39386326891806084] [[0.023829999999999796, -0.20331999999999995], [0, 0], [-0.039020000000000055, -0.18901999999999997], [-0.02896999999999994, -0.22658], [0, 0], [-0.5205200000000001, -0.5137100000000001], [0, 0], [0, 0], [-0.035579999999999945, -0.13951000000000002], [0, 0], [0, 0], [-0.4053199999999999, -0.39288999999999996], [0, 0], [0.3838400000000002, 0.4324699999999999], [0.41659999999999986, -0.28854]]
13 162.252 [0, 0] [-0.4222152327320369, -0.39386326891806084] [[0.023829999999999796, -0.20331999999999995], [0, 0], [-0.039020000000000055, -0.18901999999999997], [-0.02896999999999994, -0.22658], [0, 0], [-0.5205200000000001, -0.5137100000000001], [0, 0], [0, 0], [-0.0347599999999999, -0.13878999999999997], [0, 0], [0, 0], [-0.4053199999999999, -0.39288999999999996], [0, 0], [0.3838400000000002, 0.4324699999999999], [0.41659999999999986, -0.28854]]
