ID TIME pos
5 0.099 [0, 0] [0.3019231251934492, 0.32744640200502934]
5 5.105 [0, 0] [0.3019231251934492, 0.32744640200502934]
5 10.115 [0, 0] [0.3019231251934492, 0.32744640200502934]
5 15.12 [0, 0] [0.3019231251934492, 0.32744640200502934]
5 20.127 [0, 0] [0.3019231251934492, 0.32744640200502934]
5 25.134 [0, 0] [0.3019231251934492, 0.32744640200502934]
5 30.141 [0, 0] [0.3019231251934492, 0.32744640200502934]
5 35.147 [0, 0] [0.3019231251934492, 0.32744640200502934]
5 40.152 [0, 0] [0.3019231251934492, 0.32744640200502934]
5 45.159 [0, 0] [0.3019231251934492, 0.32744640200502934]
5 50.165 [0, 0] [0.3019231251934492, 0.32744640200502934]
5 55.174 [0, 0] [0.3019231251934492, 0.32744640200502934]
5 60.18 [0, 0] [0.3019231251934492, 0.32744640200502934]
5 65.185 [0, 0] [0.3019231251934492, 0.32744640200502934]
5 70.192 [0, 0] [0.3019231251934492, 0.32744640200502934]
5 75.199 [0, 0] [0.3019231251934492, 0.32744640200502934]
5 80.205 [0, 0] [0.3019231251934492, 0.32744640200502934]
5 85.211 [0.3226300000000002, 0.3862899999999998] [0.3019231251934492, 0.32744640200502934]
5 90.219 [0.3226300000000002, 0.3862899999999998] [0.3019231251934492, 0.32744640200502934]
5 95.227 [0.3226300000000002, 0.3862899999999998] [0.3019231251934492, 0.32744640200502934]
5 100.235 [0.3226300000000002, 0.3862899999999998] [0.3019231251934492, 0.32744640200502934]
5 105.238 [0.3226300000000002, 0.3862899999999998] [0.3019231251934492, 0.32744640200502934]
5 110.238 [0.3226300000000002, 0.3862899999999998] [0.3019231251934492, 0.32744640200502934]
5 115.247 [0.3226300000000002, 0.3862899999999998] [0.3019231251934492, 0.32744640200502934]
5 120.25 [0.3129900000000001, 0.39439999999999986] [0.3019231251934492, 0.32744640200502934]
5 125.259 [0.3129900000000001, 0.39439999999999986] [0.3019231251934492, 0.32744640200502934]
5 130.269 [0.3143150000000001, 0.3882049999999999] [0.3019231251934492, 0.32744640200502934]
5 135.276 [0.31076000000000015, 0.38465999999999995] [0.3019231251934492, 0.32744640200502934]
5 140.283 [0.31072666666666676, 0.38547666666666663] [0.3019231251934492, 0.32744640200502934]
5 145.388 [0.3107166666666668, 0.3855433333333333] [0.3019231251934492, 0.32744640200502934]
5 150.392 [0.31098800000000004, 0.38670799999999994] [0.3019231251934492, 0.32744640200502934]
5 155.4 [0.3093866666666667, 0.3883283333333332] [0.3019231251934492, 0.32744640200502934]
5 160.407 [0.31722990880765073, 0.39073037865244614] [0.3019231251934492, 0.32744640200502934]
5 165.413 [0.3160699202066944, 0.3876803313208903] [0.3019231251934492, 0.32744640200502934]
5 170.418 [0.3136036702066944, 0.3838528313208903] [0.3019231251934492, 0.32744640200502934]
5 175.423 [0.3135524202066944, 0.3837715813208903] [0.3019231251934492, 0.32744640200502934]
5 180.43 [0.3134761702066944, 0.38372533132089026] [0.3019231251934492, 0.32744640200502934]
5 185.437 [0.31365617020669434, 0.3833840813208903] [0.3019231251934492, 0.32744640200502934]
5 190.442 [0.31365742020669435, 0.38338033132089033] [0.3019231251934492, 0.32744640200502934]
5 195.451 [0.3137136702066944, 0.3835978313208903] [0.3019231251934492, 0.32744640200502934]
5 200.456 [0.31377104018372837, 0.380689183396347] [0.3019231251934492, 0.32744640200502934]
5 205.462 [0.31377104018372837, 0.380689183396347] [0.3019231251934492, 0.32744640200502934]
5 210.469 [0.31377104018372837, 0.380689183396347] [0.3019231251934492, 0.32744640200502934]
5 215.476 [0.31377104018372837, 0.380689183396347] [0.3019231251934492, 0.32744640200502934]
5 220.482 [0.31377104018372837, 0.380689183396347] [0.3019231251934492, 0.32744640200502934]
5 225.49 [0.3106589361653555, 0.3880332650567123] [0.3019231251934492, 0.32744640200502934]
5 230.495 [0.31065793616535553, 0.38803426505671224] [0.3019231251934492, 0.32744640200502934]
5 235.503 [0.31065793616535553, 0.38803426505671224] [0.3019231251934492, 0.32744640200502934]
5 240.509 [0.3106089361653555, 0.3869072650567123] [0.3019231251934492, 0.32744640200502934]
5 245.515 [0.3105629361653555, 0.38690026505671227] [0.3019231251934492, 0.32744640200502934]
5 250.521 [0.3105629361653555, 0.38690026505671227] [0.3019231251934492, 0.32744640200502934]
5 255.529 [0.3099259361653555, 0.38446426505671233] [0.3019231251934492, 0.32744640200502934]
5 260.535 [0.30983357833214137, 0.38432569550610207] [0.3019231251934492, 0.32744640200502934]
5 265.544 [0.30799911347112957, 0.3818810542139269] [0.3019231251934492, 0.32744640200502934]
5 270.55 [0.30800078013779625, 0.38188272088059355] [0.3019231251934492, 0.32744640200502934]
5 275.558 [0.3080316134711296, 0.38189938754726027] [0.3019231251934492, 0.32744640200502934]
5 280.565 [0.3080316134711296, 0.38189938754726027] [0.3019231251934492, 0.32744640200502934]
5 285.569 [0.30799244680446297, 0.38161438754726024] [0.3019231251934492, 0.32744640200502934]
5 290.575 [0.3089630278195043, 0.3811925115820864] [0.3019231251934492, 0.32744640200502934]
5 295.583 [0.3089630278195043, 0.3811925115820864] [0.3019231251934492, 0.32744640200502934]
5 300.589 [0.3089630278195043, 0.3811925115820864] [0.3019231251934492, 0.32744640200502934]
5 305.596 [0.3089630278195043, 0.3811925115820864] [0.3019231251934492, 0.32744640200502934]
5 310.605 [0.3089630278195043, 0.3811925115820864] [0.3019231251934492, 0.32744640200502934]
5 315.611 [0.3089637970502735, 0.3811925115820864] [0.3019231251934492, 0.32744640200502934]
5 320.616 [0.3089637970502735, 0.3811925115820864] [0.3019231251934492, 0.32744640200502934]
5 325.621 [0.3089637970502735, 0.3811925115820864] [0.3019231251934492, 0.32744640200502934]
5 330.628 [0.3089184124348889, 0.38109097312054796] [0.3019231251934492, 0.32744640200502934]
5 335.635 [0.30892072012719657, 0.38109712696670184] [0.3019231251934492, 0.32744640200502934]
5 340.643 [0.30892072012719657, 0.38109712696670184] [0.3019231251934492, 0.32744640200502934]
5 345.65 [0.3090191816656581, 0.38053020388977876] [0.3019231251934492, 0.32744640200502934]
5 350.656 [0.3090207201271965, 0.3804963577359325] [0.3019231251934492, 0.32744640200502934]
5 355.661 [0.30996995089642737, 0.37766097312054797] [0.3019231251934492, 0.32744640200502934]
5 360.666 [0.31010841243488885, 0.3774263577359326] [0.3019231251934492, 0.32744640200502934]
