ID TIME pos
13 0.095 [0, 0] [0.009047442809150645, -0.22219837642409898]
13 5.113 [0.3316499999999998, -0.2720499999999999] [0.009047442809150645, -0.22219837642409898]
13 10.119 [0.3316499999999998, -0.2720499999999999] [0.009047442809150645, -0.22219837642409898]
13 15.222 [0.3316499999999998, -0.2720499999999999] [0.009047442809150645, -0.22219837642409898]
13 20.225 [0.3316499999999998, -0.2720499999999999] [0.009047442809150645, -0.22219837642409898]
13 25.232 [0.3316499999999998, -0.2720499999999999] [0.009047442809150645, -0.22219837642409898]
13 30.236 [0.3316499999999998, -0.2720499999999999] [0.009047442809150645, -0.22219837642409898]
13 35.245 [0.3316499999999998, -0.2720499999999999] [0.009047442809150645, -0.22219837642409898]
13 40.252 [0.3316499999999998, -0.2720499999999999] [0.009047442809150645, -0.22219837642409898]
13 45.258 [0.3316499999999998, -0.2720499999999999] [0.009047442809150645, -0.22219837642409898]
13 50.264 [0.12873499999999993, -0.57968] [0.009047442809150645, -0.22219837642409898]
13 55.275 [0.12873499999999993, -0.57968] [0.009047442809150645, -0.22219837642409898]
13 60.282 [0.12873499999999993, -0.57968] [0.009047442809150645, -0.22219837642409898]
13 65.283 [0.12873499999999993, -0.57968] [0.009047442809150645, -0.22219837642409898]
13 70.288 [0.12873499999999993, -0.57968] [0.009047442809150645, -0.22219837642409898]
13 75.298 [0.12873499999999993, -0.57968] [0.009047442809150645, -0.22219837642409898]
13 80.308 [0.12873499999999993, -0.57968] [0.009047442809150645, -0.22219837642409898]
13 85.409 [0.12873499999999993, -0.57968] [0.009047442809150645, -0.22219837642409898]
13 90.414 [0.12873499999999993, -0.57968] [0.009047442809150645, -0.22219837642409898]
13 95.422 [0.12873499999999993, -0.57968] [0.009047442809150645, -0.22219837642409898]
13 100.43 [0.12873499999999993, -0.57968] [0.009047442809150645, -0.22219837642409898]
13 105.432 [0.12873499999999993, -0.57968] [0.009047442809150645, -0.22219837642409898]
13 110.536 [0.12873499999999993, -0.57968] [0.009047442809150645, -0.22219837642409898]
13 115.544 [0.17037999999999998, -0.47440499999999997] [0.009047442809150645, -0.22219837642409898]
13 120.554 [0.18221333333333334, -0.37651999999999997] [0.009047442809150645, -0.22219837642409898]
13 125.558 [0.20044833333333326, -0.35536999999999996] [0.009047442809150645, -0.22219837642409898]
13 130.572 [0.2025533333333333, -0.3555522222222222] [0.009047442809150645, -0.22219837642409898]
13 135.574 [0.20455888888888887, -0.3537322222222222] [0.009047442809150645, -0.22219837642409898]
13 140.589 [0.206636, -0.353792] [0.009047442809150645, -0.22219837642409898]
13 145.687 [0.20691099999999998, -0.35347999999999996] [0.009047442809150645, -0.22219837642409898]
13 150.693 [0.20734399999999997, -0.35296199999999994] [0.009047442809150645, -0.22219837642409898]
13 155.807 [0.2082136363636363, -0.3525854545454546] [0.009047442809150645, -0.22219837642409898]
13 160.908 [0.20049166666666665, -0.3584333333333333] [0.009047442809150645, -0.22219837642409898]
13 165.91 [0.19803, -0.3601658333333333] [0.009047442809150645, -0.22219837642409898]
13 170.918 [0.19770916666666669, -0.3603883333333333] [0.009047442809150645, -0.22219837642409898]
13 175.927 [0.1964825, -0.36123500000000003] [0.009047442809150645, -0.22219837642409898]
13 180.934 [0.19674083333333334, -0.3608575] [0.009047442809150645, -0.22219837642409898]
13 185.942 [0.19991307692307692, -0.35562307692307693] [0.009047442809150645, -0.22219837642409898]
13 190.946 [0.19958076923076923, -0.3556415384615385] [0.009047442809150645, -0.22219837642409898]
13 195.956 [0.19966153846153847, -0.35551692307692306] [0.009047442809150645, -0.22219837642409898]
13 201.047 [0.19835285714285714, -0.3566142857142857] [0.009047442809150645, -0.22219837642409898]
13 206.056 [0.19629642857142857, -0.35738642857142855] [0.009047442809150645, -0.22219837642409898]
13 211.06 [0.19583142857142852, -0.35688285714285717] [0.009047442809150645, -0.22219837642409898]
13 216.066 [0.19578785714285712, -0.3568942857142857] [0.009047442809150645, -0.22219837642409898]
13 221.072 [0.19578642857142856, -0.3568942857142857] [0.009047442809150645, -0.22219837642409898]
13 226.08 [0.19372142857142854, -0.356875] [0.009047442809150645, -0.22219837642409898]
13 231.085 [0.19369071428571427, -0.35685857142857147] [0.009047442809150645, -0.22219837642409898]
13 236.094 [0.1968235714285714, -0.35617214285714294] [0.009047442809150645, -0.22219837642409898]
13 241.099 [0.19629, -0.35610571428571436] [0.009047442809150645, -0.22219837642409898]
13 246.106 [0.19527071428571424, -0.3546214285714286] [0.009047442809150645, -0.22219837642409898]
13 251.126 [0.19395499999999993, -0.3538614285714286] [0.009047442809150645, -0.22219837642409898]
13 256.235 [0.1916221497653571, -0.35122295537638876] [0.009047442809150645, -0.22219837642409898]
13 261.236 [0.19117214976535707, -0.3506142887097221] [0.009047442809150645, -0.22219837642409898]
13 266.242 [0.19116814976535706, -0.3506089553763888] [0.009047442809150645, -0.22219837642409898]
13 271.258 [0.19116814976535706, -0.3506089553763888] [0.009047442809150645, -0.22219837642409898]
13 276.358 [0.19116814976535706, -0.3506089553763888] [0.009047442809150645, -0.22219837642409898]
13 281.36 [0.19098414976535708, -0.35044562204305546] [0.009047442809150645, -0.22219837642409898]
13 286.37 [0.19095614976535705, -0.35035162204305537] [0.009047442809150645, -0.22219837642409898]
13 291.374 [0.19094548309869042, -0.35035228870972207] [0.009047442809150645, -0.22219837642409898]
13 296.381 [0.1908754830986904, -0.3503142887097221] [0.009047442809150645, -0.22219837642409898]
13 301.387 [0.19075281643202374, -0.35021095537638874] [0.009047442809150645, -0.22219837642409898]
13 306.393 [0.19075281643202374, -0.35021095537638874] [0.009047442809150645, -0.22219837642409898]
13 311.407 [0.1899781497653571, -0.34977362204305545] [0.009047442809150645, -0.22219837642409898]
13 316.508 [0.1899781497653571, -0.34977362204305545] [0.009047442809150645, -0.22219837642409898]
13 321.516 [0.18997348309869044, -0.34977028870972215] [0.009047442809150645, -0.22219837642409898]
13 326.522 [0.18997348309869044, -0.34977028870972215] [0.009047442809150645, -0.22219837642409898]
13 331.53 [0.18897548309869047, -0.34966628870972205] [0.009047442809150645, -0.22219837642409898]
13 336.532 [0.18913748309869047, -0.3495402887097221] [0.009047442809150645, -0.22219837642409898]
13 341.534 [0.18912348309869045, -0.3495156220430554] [0.009047442809150645, -0.22219837642409898]
13 346.545 [0.18912348309869045, -0.3495156220430554] [0.009047442809150645, -0.22219837642409898]
13 351.553 [0.18912348309869045, -0.3495156220430554] [0.009047442809150645, -0.22219837642409898]
13 356.561 [0.18912348309869045, -0.3495156220430554] [0.009047442809150645, -0.22219837642409898]
13 361.566 [0.18912348309869045, -0.3495156220430554] [0.009047442809150645, -0.22219837642409898]
13 366.574 [0.18912348309869045, -0.3495156220430554] [0.009047442809150645, -0.22219837642409898]
13 371.583 [0.18912348309869045, -0.3495156220430554] [0.009047442809150645, -0.22219837642409898]
13 376.585 [0.18745881643202378, -0.34841362204305537] [0.009047442809150645, -0.22219837642409898]
13 381.59 [0.18740881643202376, -0.34839295537638876] [0.009047442809150645, -0.22219837642409898]
13 386.597 [0.18740881643202376, -0.34839228870972205] [0.009047442809150645, -0.22219837642409898]
13 391.605 [0.18740881643202376, -0.34839228870972205] [0.009047442809150645, -0.22219837642409898]
13 396.614 [0.18740881643202376, -0.34839228870972205] [0.009047442809150645, -0.22219837642409898]
13 401.623 [0.18740881643202376, -0.34839228870972205] [0.009047442809150645, -0.22219837642409898]
13 406.625 [0.18740881643202376, -0.34839228870972205] [0.009047442809150645, -0.22219837642409898]
13 411.635 [0.1872421497653571, -0.34817762204305536] [0.009047442809150645, -0.22219837642409898]
13 416.732 [0.18724148309869046, -0.34817762204305536] [0.009047442809150645, -0.22219837642409898]
13 421.746 [0.18724148309869046, -0.34817762204305536] [0.009047442809150645, -0.22219837642409898]
13 426.756 [0.18724148309869046, -0.34817762204305536] [0.009047442809150645, -0.22219837642409898]
13 431.76 [0.18689348309869042, -0.34805762204305535] [0.009047442809150645, -0.22219837642409898]
13 436.766 [0.18689348309869042, -0.34805762204305535] [0.009047442809150645, -0.22219837642409898]
13 441.778 [0.18689348309869042, -0.34805762204305535] [0.009047442809150645, -0.22219837642409898]
13 446.875 [0.18689348309869042, -0.34805762204305535] [0.009047442809150645, -0.22219837642409898]
13 451.884 [0.18689348309869042, -0.34805762204305535] [0.009047442809150645, -0.22219837642409898]
13 456.888 [0.18561814976535712, -0.347116288709722] [0.009047442809150645, -0.22219837642409898]
13 461.895 [0.18559081643202377, -0.3471049553763887] [0.009047442809150645, -0.22219837642409898]
