ID TIME pos
2 1.205 [0, 0] [0.42306423873965876, -0.35792601932428636] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
2 6.212 [0, 0] [0.42306423873965876, -0.35792601932428636] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
2 11.221 [0, 0] [0.42306423873965876, -0.35792601932428636] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
2 16.228 [0, 0] [0.42306423873965876, -0.35792601932428636] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
2 21.237 [0, 0] [0.42306423873965876, -0.35792601932428636] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.2307100000000002, -0.3412599999999999]]
2 26.245 [0.4495897608057748, -0.3445722455476542] [0.42306423873965876, -0.35792601932428636] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.2307100000000002, -0.3412599999999999]]
2 31.253 [0.4495897608057748, -0.3445722455476542] [0.42306423873965876, -0.35792601932428636] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.2307100000000002, -0.3412599999999999]]
2 36.26 [0.4495897608057748, -0.3445722455476542] [0.42306423873965876, -0.35792601932428636] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.2307100000000002, -0.3412599999999999]]
2 41.267 [0.4495897608057748, -0.3445722455476542] [0.42306423873965876, -0.35792601932428636] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.2307100000000002, -0.3412599999999999]]
2 46.273 [0.4495897608057748, -0.3445722455476542] [0.42306423873965876, -0.35792601932428636] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.4304899999999998, -0.65717], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.2307100000000002, -0.3412599999999999]]
2 51.281 [0.4495897608057748, -0.3445722455476542] [0.42306423873965876, -0.35792601932428636] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.4304899999999998, -0.65717], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.2307100000000002, -0.3412599999999999]]
2 56.289 [0.4495897608057748, -0.3445722455476542] [0.42306423873965876, -0.35792601932428636] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.4304899999999998, -0.65717], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.2307100000000002, -0.3412599999999999]]
2 61.297 [0.4495897608057748, -0.3445722455476542] [0.42306423873965876, -0.35792601932428636] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.4620799999999998, -0.20467999999999997], [0.4304899999999998, -0.65717], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.2307100000000002, -0.3412599999999999]]
2 66.304 [0.4495897608057748, -0.3445722455476542] [0.42306423873965876, -0.35792601932428636] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.4620799999999998, -0.20467999999999997], [0.4304899999999998, -0.65717], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.2307100000000002, -0.3412599999999999]]
2 71.312 [0.4495897608057748, -0.3445722455476542] [0.42306423873965876, -0.35792601932428636] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.4620799999999998, -0.20467999999999997], [0.4304899999999998, -0.65717], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.2307100000000002, -0.3412599999999999]]
2 76.32 [0.4495897608057748, -0.3445722455476542] [0.42306423873965876, -0.35792601932428636] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.4620799999999998, -0.20467999999999997], [0.4304899999999998, -0.65717], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.2307100000000002, -0.3412599999999999]]
2 81.328 [0.4495897608057748, -0.3445722455476542] [0.42306423873965876, -0.35792601932428636] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.4620799999999998, -0.20467999999999997], [0.4304899999999998, -0.65717], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.2307100000000002, -0.3412599999999999]]
2 86.335 [0.4495897608057748, -0.3445722455476542] [0.42306423873965876, -0.35792601932428636] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.4620799999999998, -0.20467999999999997], [0.4304899999999998, -0.65717], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.2307100000000002, -0.3412599999999999]]
2 91.343 [0.4495897608057748, -0.3445722455476542] [0.42306423873965876, -0.35792601932428636] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.4620799999999998, -0.20467999999999997], [0.4304899999999998, -0.65717], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.2307100000000002, -0.3412599999999999]]
2 96.351 [0.4495897608057748, -0.3445722455476542] [0.42306423873965876, -0.35792601932428636] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.4620799999999998, -0.20467999999999997], [0.4304899999999998, -0.65717], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.2307100000000002, -0.3412599999999999]]
2 101.359 [0.4495897608057748, -0.3445722455476542] [0.42306423873965876, -0.35792601932428636] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.4620799999999998, -0.20467999999999997], [0.4304899999999998, -0.65717], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.2307100000000002, -0.3412599999999999]]
2 106.366 [0.4495897608057748, -0.3445722455476542] [0.42306423873965876, -0.35792601932428636] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.4620799999999998, -0.20467999999999997], [0.4304899999999998, -0.65717], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.2307100000000002, -0.3412599999999999]]
2 111.374 [0.4495897608057748, -0.3445722455476542] [0.42306423873965876, -0.35792601932428636] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.4620799999999998, -0.20467999999999997], [0.4304899999999998, -0.65717], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.2307100000000002, -0.3412599999999999]]
2 116.381 [0.4495897608057748, -0.3445722455476542] [0.42306423873965876, -0.35792601932428636] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.4620799999999998, -0.20467999999999997], [0.4304899999999998, -0.65717], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.2307100000000002, -0.3412599999999999]]
2 121.389 [0.4495897608057748, -0.3445722455476542] [0.42306423873965876, -0.35792601932428636] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.4620799999999998, -0.20467999999999997], [0.4304899999999998, -0.65717], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.2307100000000002, -0.3412599999999999]]
2 126.397 [0.4495897608057748, -0.3445722455476542] [0.42306423873965876, -0.35792601932428636] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.4620799999999998, -0.20467999999999997], [0.4304899999999998, -0.65717], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.2307100000000002, -0.3412599999999999]]
2 131.405 [0.4495897608057748, -0.3445722455476542] [0.42306423873965876, -0.35792601932428636] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.4620799999999998, -0.20467999999999997], [0.4304899999999998, -0.65717], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.2307100000000002, -0.3412599999999999]]
2 136.412 [0.4495897608057748, -0.3445722455476542] [0.42306423873965876, -0.35792601932428636] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.4620799999999998, -0.20467999999999997], [0.4304899999999998, -0.65717], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.2307100000000002, -0.3412599999999999]]
2 141.42 [0.4495897608057748, -0.3445722455476542] [0.42306423873965876, -0.35792601932428636] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.4620799999999998, -0.20467999999999997], [0.4304899999999998, -0.65717], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.2307100000000002, -0.3412599999999999]]
2 146.427 [0.4495897608057748, -0.3445722455476542] [0.42306423873965876, -0.35792601932428636] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.4620799999999998, -0.20467999999999997], [0.4304899999999998, -0.65717], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.2307100000000002, -0.3412599999999999]]
2 151.435 [0.4495897608057748, -0.3445722455476542] [0.42306423873965876, -0.35792601932428636] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.4620799999999998, -0.20467999999999997], [0.4304899999999998, -0.65717], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.2307100000000002, -0.3412599999999999]]
2 156.443 [0.4495897608057748, -0.3445722455476542] [0.42306423873965876, -0.35792601932428636] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.4620799999999998, -0.20467999999999997], [0.4304899999999998, -0.65717], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.2307100000000002, -0.3412599999999999]]
2 161.45 [0.4495897608057748, -0.3445722455476542] [0.42306423873965876, -0.35792601932428636] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.4620799999999998, -0.20467999999999997], [0.4304899999999998, -0.65717], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.38595999999999986, -0.43465]]
2 166.458 [0.4495897608057748, -0.3445722455476542] [0.42306423873965876, -0.35792601932428636] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.4620799999999998, -0.20467999999999997], [0.4304899999999998, -0.65717], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.38595999999999986, -0.43465]]
2 171.466 [0.4495897608057748, -0.3445722455476542] [0.42306423873965876, -0.35792601932428636] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.4620799999999998, -0.20467999999999997], [0.4304899999999998, -0.65717], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.38595999999999986, -0.43465]]
