ID TIME pos
15 5.289 [0.41759971812067126, -0.29439907201664367] []
15 15.301 [0.41759971812067126, -0.29439907201664367] []
15 20.319 [0.41759971812067126, -0.29439907201664367] []
15 25.42 [0.41759971812067126, -0.29439907201664367] []
15 30.52 [0.41759971812067126, -0.29439907201664367] []
15 66.113 [0.41759971812067126, -0.29439907201664367] [(67454, 2764, 1674682763, 0, 1, 10000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 67454, 2764)]
15 71.156 [0.41759971812067126, -0.29439907201664367] [(67454, 2764, 1674682763, 0, 1, 10000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 67454, 2764)]
15 76.179 [0.41759971812067126, -0.29439907201664367] [(67454, 2764, 1674682763, 0, 1, 10000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 67454, 2764)]
15 81.183 [0.41759971812067126, -0.29439907201664367] [(67454, 2764, 1674682763, 0, 1, 10000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 67454, 2764)]
15 86.228 [0.41759971812067126, -0.29439907201664367] [(68216, 3100, 1674682763, 0, 2, 20000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 67454, 2764)]
15 91.26 [0.41759971812067126, -0.29439907201664367] [(68202, 2709, 1674682763, 0, 3, 30000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 67454, 2764)]
15 96.288 [0.41759971812067126, -0.29439907201664367] [(68202, 2709, 1674682763, 0, 3, 30000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 67454, 2764)]
15 103.584 [0.41759971812067126, -0.29439907201664367] [(67775, 2789, 1674682763, 0, 4, 40000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 67454, 2764)]
15 108.638 [0.41759971812067126, -0.29439907201664367] [(67775, 2789, 1674682763, 0, 4, 40000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 67454, 2764)]
15 113.745 [0.41759971812067126, -0.29439907201664367] [(67837, 2878, 1674682763, 0, 5, 50000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 67454, 2764)]
15 118.924 [0.41759971812067126, -0.29439907201664367] [(67837, 2878, 1674682763, 0, 5, 50000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 67454, 2764)]
