ID TIME pos
10 0.096 [0, 0] [-0.4151936453729273, 0.22974086911812752]
10 5.107 [0, 0] [-0.4151936453729273, 0.22974086911812752]
10 10.114 [0, 0] [-0.4151936453729273, 0.22974086911812752]
10 15.12 [0, 0] [-0.4151936453729273, 0.22974086911812752]
10 20.126 [0, 0] [-0.4151936453729273, 0.22974086911812752]
10 25.134 [0, 0] [-0.4151936453729273, 0.22974086911812752]
10 30.143 [0, 0] [-0.4151936453729273, 0.22974086911812752]
10 35.148 [-0.93899, -0.036720000000000086] [-0.4151936453729273, 0.22974086911812752]
10 40.157 [-0.93899, -0.036720000000000086] [-0.4151936453729273, 0.22974086911812752]
10 45.163 [-0.5135465529346656, 0.17598320814297005] [-0.4151936453729273, 0.22974086911812752]
10 50.17 [-0.5135465529346656, 0.17598320814297005] [-0.4151936453729273, 0.22974086911812752]
10 55.171 [-0.5135465529346656, 0.17598320814297005] [-0.4151936453729273, 0.22974086911812752]
10 60.172 [-0.5135465529346656, 0.17598320814297005] [-0.4151936453729273, 0.22974086911812752]
10 65.185 [-0.5135465529346656, 0.17598320814297005] [-0.4151936453729273, 0.22974086911812752]
10 70.192 [-0.5135465529346656, 0.17598320814297005] [-0.4151936453729273, 0.22974086911812752]
10 75.201 [-0.5135465529346656, 0.17598320814297005] [-0.4151936453729273, 0.22974086911812752]
10 80.206 [-0.5135465529346656, 0.17598320814297005] [-0.4151936453729273, 0.22974086911812752]
10 85.208 [-0.5135465529346656, 0.17598320814297005] [-0.4151936453729273, 0.22974086911812752]
10 90.215 [-0.5135465529346656, 0.17598320814297005] [-0.4151936453729273, 0.22974086911812752]
10 95.224 [-0.5502043686231104, 0.17789213876197998] [-0.4151936453729273, 0.22974086911812752]
10 100.232 [-0.5459677019564437, 0.18056880542864673] [-0.4151936453729273, 0.22974086911812752]
10 105.235 [-0.5473377019564437, 0.18272880542864667] [-0.4151936453729273, 0.22974086911812752]
10 110.237 [-0.5619307764673328, 0.19065410407148503] [-0.4151936453729273, 0.22974086911812752]
10 115.245 [-0.5608432764673328, 0.19056160407148498] [-0.4151936453729273, 0.22974086911812752]
10 120.252 [-0.5608432764673328, 0.19056160407148498] [-0.4151936453729273, 0.22974086911812752]
10 125.253 [-0.5608432764673328, 0.19056160407148498] [-0.4151936453729273, 0.22974086911812752]
10 130.265 [-0.5608432764673328, 0.19056160407148498] [-0.4151936453729273, 0.22974086911812752]
10 135.274 [-0.5608432764673328, 0.19056160407148498] [-0.4151936453729273, 0.22974086911812752]
10 140.28 [-0.5608432764673328, 0.19056160407148498] [-0.4151936453729273, 0.22974086911812752]
10 145.292 [-0.5608432764673328, 0.19056160407148498] [-0.4151936453729273, 0.22974086911812752]
10 150.389 [-0.5608432764673328, 0.19056160407148498] [-0.4151936453729273, 0.22974086911812752]
10 155.397 [-0.5608432764673328, 0.19056160407148498] [-0.4151936453729273, 0.22974086911812752]
10 160.401 [-0.5608432764673328, 0.19056160407148498] [-0.4151936453729273, 0.22974086911812752]
10 165.411 [-0.5606157764673327, 0.191411604071485] [-0.4151936453729273, 0.22974086911812752]
10 170.415 [-0.5605807764673327, 0.19143160407148502] [-0.4151936453729273, 0.22974086911812752]
10 175.422 [-0.5605807764673327, 0.19143160407148502] [-0.4151936453729273, 0.22974086911812752]
10 180.43 [-0.5326732764673328, 0.22698910407148493] [-0.4151936453729273, 0.22974086911812752]
10 185.437 [-0.5326732764673328, 0.22698910407148493] [-0.4151936453729273, 0.22974086911812752]
10 190.442 [-0.5293282764673328, 0.227321604071485] [-0.4151936453729273, 0.22974086911812752]
10 195.449 [-0.5285932764673328, 0.22840160407148496] [-0.4151936453729273, 0.22974086911812752]
10 200.464 [-0.5285932764673328, 0.22840160407148496] [-0.4151936453729273, 0.22974086911812752]
10 205.564 [-0.5285932764673328, 0.22840160407148496] [-0.4151936453729273, 0.22974086911812752]
10 210.57 [-0.5285932764673328, 0.22840160407148496] [-0.4151936453729273, 0.22974086911812752]
10 215.577 [-0.5285932764673328, 0.22840160407148496] [-0.4151936453729273, 0.22974086911812752]
10 220.586 [-0.5285932764673328, 0.22840160407148496] [-0.4151936453729273, 0.22974086911812752]
10 225.591 [-0.5285932764673328, 0.22840160407148496] [-0.4151936453729273, 0.22974086911812752]
