ID TIME pos
10 0.096 [0, 0] [-0.3838908250909344, 0.3082442288673111]
10 5.107 [0, 0] [-0.3838908250909344, 0.3082442288673111]
10 10.112 [0, 0] [-0.3838908250909344, 0.3082442288673111]
10 15.117 [0, 0] [-0.3838908250909344, 0.3082442288673111]
10 20.13 [0, 0] [-0.3838908250909344, 0.3082442288673111]
10 25.132 [0, 0] [-0.3838908250909344, 0.3082442288673111]
10 30.143 [0, 0] [-0.3838908250909344, 0.3082442288673111]
10 35.145 [0, 0] [-0.3838908250909344, 0.3082442288673111]
10 40.157 [0, 0] [-0.3838908250909344, 0.3082442288673111]
10 45.169 [0, 0] [-0.3838908250909344, 0.3082442288673111]
10 50.274 [0, 0] [-0.3838908250909344, 0.3082442288673111]
10 55.276 [0, 0] [-0.3838908250909344, 0.3082442288673111]
10 60.281 [0, 0] [-0.3838908250909344, 0.3082442288673111]
10 65.286 [0, 0] [-0.3838908250909344, 0.3082442288673111]
10 70.294 [0, 0] [-0.3838908250909344, 0.3082442288673111]
10 75.3 [0, 0] [-0.3838908250909344, 0.3082442288673111]
10 80.306 [0, 0] [-0.3838908250909344, 0.3082442288673111]
10 85.312 [0, 0] [-0.3838908250909344, 0.3082442288673111]
10 90.418 [0, 0] [-0.3838908250909344, 0.3082442288673111]
10 95.422 [-0.3970499999999999, 0.25705] [-0.3838908250909344, 0.3082442288673111]
10 100.429 [-0.3970499999999999, 0.25705] [-0.3838908250909344, 0.3082442288673111]
10 105.436 [-0.3970499999999999, 0.25705] [-0.3838908250909344, 0.3082442288673111]
10 110.44 [-0.40057999999999994, 0.2590349999999999] [-0.3838908250909344, 0.3082442288673111]
10 115.447 [-0.40057999999999994, 0.2590349999999999] [-0.3838908250909344, 0.3082442288673111]
10 120.454 [-0.4018333333333333, 0.2573433333333333] [-0.3838908250909344, 0.3082442288673111]
10 125.46 [-0.40567999999999993, 0.26068500000000006] [-0.3838908250909344, 0.3082442288673111]
10 130.469 [-0.40568799999999994, 0.258738] [-0.3838908250909344, 0.3082442288673111]
10 135.474 [-0.44255087438422214, 0.2291519254806236] [-0.3838908250909344, 0.3082442288673111]
10 140.484 [-0.44110058292281473, 0.244320172542638] [-0.3838908250909344, 0.3082442288673111]
10 145.486 [-0.44187169403392595, 0.24486461698708245] [-0.3838908250909344, 0.3082442288673111]
10 150.495 [-0.4419605829228148, 0.24486795032041575] [-0.3838908250909344, 0.3082442288673111]
10 155.499 [-0.4432350273672592, 0.2452446169870824] [-0.3838908250909344, 0.3082442288673111]
10 160.611 [-0.4395095246305334, 0.2467951552883741] [-0.3838908250909344, 0.3082442288673111]
10 165.613 [-0.43557774966412127, 0.2480692320803401] [-0.3838908250909344, 0.3082442288673111]
10 170.618 [-0.43554138602775755, 0.24809468662579465] [-0.3838908250909344, 0.3082442288673111]
10 175.627 [-0.4355432042095757, 0.24809468662579465] [-0.3838908250909344, 0.3082442288673111]
10 180.635 [-0.4355432042095757, 0.24809468662579465] [-0.3838908250909344, 0.3082442288673111]
10 185.641 [-0.4355432042095757, 0.24809468662579465] [-0.3838908250909344, 0.3082442288673111]
10 190.644 [-0.4355432042095757, 0.24809468662579465] [-0.3838908250909344, 0.3082442288673111]
10 195.65 [-0.4355604769368485, 0.24810468662579466] [-0.3838908250909344, 0.3082442288673111]
10 200.662 [-0.4342646038587778, 0.24807429607364515] [-0.3838908250909344, 0.3082442288673111]
10 205.665 [-0.4328496343311795, 0.24925319637567242] [-0.3838908250909344, 0.3082442288673111]
10 210.674 [-0.43284809586964096, 0.24925550406798008] [-0.3838908250909344, 0.3082442288673111]
10 215.681 [-0.43284809586964096, 0.24925550406798008] [-0.3838908250909344, 0.3082442288673111]
10 220.689 [-0.43284809586964096, 0.24925550406798008] [-0.3838908250909344, 0.3082442288673111]
10 225.697 [-0.43284809586964096, 0.24925550406798008] [-0.3838908250909344, 0.3082442288673111]
10 230.699 [-0.4323773266388718, 0.24928242714490317] [-0.3838908250909344, 0.3082442288673111]
10 235.704 [-0.4260096343311795, 0.24966165791413394] [-0.3838908250909344, 0.3082442288673111]
10 240.712 [-0.4260096343311795, 0.24966165791413394] [-0.3838908250909344, 0.3082442288673111]
10 245.72 [-0.4260096343311795, 0.24966165791413394] [-0.3838908250909344, 0.3082442288673111]
10 250.726 [-0.425211172792718, 0.24972319637567242] [-0.3838908250909344, 0.3082442288673111]
10 255.733 [-0.425211172792718, 0.24972319637567242] [-0.3838908250909344, 0.3082442288673111]
10 260.74 [-0.425211172792718, 0.24972319637567242] [-0.3838908250909344, 0.3082442288673111]
10 265.745 [-0.425211172792718, 0.24972319637567242] [-0.3838908250909344, 0.3082442288673111]
10 270.751 [-0.425211172792718, 0.24972319637567242] [-0.3838908250909344, 0.3082442288673111]
10 275.764 [-0.4253704035619487, 0.24946935022182629] [-0.3838908250909344, 0.3082442288673111]
10 280.766 [-0.42531424971579485, 0.2494701194525955] [-0.3838908250909344, 0.3082442288673111]
10 285.775 [-0.4254703747360952, 0.2487736823488387] [-0.3838908250909344, 0.3082442288673111]
10 290.784 [-0.4263996604503809, 0.24895011092026725] [-0.3838908250909344, 0.3082442288673111]
10 295.788 [-0.4264018033075238, 0.24895153949169585] [-0.3838908250909344, 0.3082442288673111]
10 300.794 [-0.4264018033075238, 0.24895153949169585] [-0.3838908250909344, 0.3082442288673111]
10 305.801 [-0.426739660450381, 0.24923868234883867] [-0.3838908250909344, 0.3082442288673111]
10 310.809 [-0.42664537473609526, 0.24912082520598156] [-0.3838908250909344, 0.3082442288673111]
10 315.814 [-0.42534180330752386, 0.24746582520598154] [-0.3838908250909344, 0.3082442288673111]
10 320.82 [-0.42534180330752386, 0.24746582520598154] [-0.3838908250909344, 0.3082442288673111]
10 325.827 [-0.42527894616466666, 0.24736868234883866] [-0.3838908250909344, 0.3082442288673111]
10 330.839 [-0.425187517593238, 0.24719011092026724] [-0.3838908250909344, 0.3082442288673111]
10 335.84 [-0.425187517593238, 0.2471872537774101] [-0.3838908250909344, 0.3082442288673111]
10 340.846 [-0.425187517593238, 0.2471872537774101] [-0.3838908250909344, 0.3082442288673111]
10 345.851 [-0.42489180330752374, 0.2471679680631244] [-0.3838908250909344, 0.3082442288673111]
10 350.864 [-0.4248903747360952, 0.2471679680631244] [-0.3838908250909344, 0.3082442288673111]
10 355.961 [-0.42487323187895226, 0.24721225377741013] [-0.3838908250909344, 0.3082442288673111]
10 360.97 [-0.4251353747360952, 0.2473029680631244] [-0.3838908250909344, 0.3082442288673111]
10 365.976 [-0.42508394616466655, 0.24723082520598152] [-0.3838908250909344, 0.3082442288673111]
10 370.983 [-0.42508251759323806, 0.24723082520598152] [-0.3838908250909344, 0.3082442288673111]
10 375.991 [-0.42508251759323806, 0.24723011092026723] [-0.3838908250909344, 0.3082442288673111]
10 380.996 [-0.42508251759323806, 0.24723011092026723] [-0.3838908250909344, 0.3082442288673111]
10 386.002 [-0.42508251759323806, 0.24723011092026723] [-0.3838908250909344, 0.3082442288673111]
10 391.008 [-0.42508251759323806, 0.24723011092026723] [-0.3838908250909344, 0.3082442288673111]
10 396.018 [-0.42508251759323806, 0.24723011092026723] [-0.3838908250909344, 0.3082442288673111]
10 401.026 [-0.4255846604503809, 0.24717796806312436] [-0.3838908250909344, 0.3082442288673111]
10 406.029 [-0.4254910890218095, 0.24718725377741008] [-0.3838908250909344, 0.3082442288673111]
10 411.038 [-0.4256410890218095, 0.24726225377741007] [-0.3838908250909344, 0.3082442288673111]
10 416.044 [-0.4256410890218095, 0.24726153949169577] [-0.3838908250909344, 0.3082442288673111]
10 421.05 [-0.4256410890218095, 0.24726153949169577] [-0.3838908250909344, 0.3082442288673111]
10 426.058 [-0.4256410890218095, 0.24726153949169577] [-0.3838908250909344, 0.3082442288673111]
10 431.061 [-0.4258168033075238, 0.24720011092026722] [-0.3838908250909344, 0.3082442288673111]
10 436.067 [-0.4258153747360952, 0.24720011092026722] [-0.3838908250909344, 0.3082442288673111]
10 441.073 [-0.4258160890218095, 0.24719939663455295] [-0.3838908250909344, 0.3082442288673111]
10 446.085 [-0.4258160890218095, 0.24719939663455295] [-0.3838908250909344, 0.3082442288673111]
10 451.088 [-0.4258160890218095, 0.24719939663455295] [-0.3838908250909344, 0.3082442288673111]
10 456.095 [-0.4258160890218095, 0.24719939663455295] [-0.3838908250909344, 0.3082442288673111]
