ID TIME pos
15 0.094 [0, 0] [0.3753602891645067, 0.26231960669856597]
15 5.105 [0, 0] [0.3753602891645067, 0.26231960669856597]
15 10.113 [0, 0] [0.3753602891645067, 0.26231960669856597]
15 15.113 [0, 0] [0.3753602891645067, 0.26231960669856597]
15 20.125 [0, 0] [0.3753602891645067, 0.26231960669856597]
15 25.136 [0, 0] [0.3753602891645067, 0.26231960669856597]
15 30.142 [0, 0] [0.3753602891645067, 0.26231960669856597]
15 35.146 [0, 0] [0.3753602891645067, 0.26231960669856597]
15 40.152 [0, 0] [0.3753602891645067, 0.26231960669856597]
15 45.162 [0, 0] [0.3753602891645067, 0.26231960669856597]
15 50.168 [0, 0] [0.3753602891645067, 0.26231960669856597]
15 55.171 [0, 0] [0.3753602891645067, 0.26231960669856597]
15 60.284 [0, 0] [0.3753602891645067, 0.26231960669856597]
15 65.38 [0, 0] [0.3753602891645067, 0.26231960669856597]
15 70.389 [0, 0] [0.3753602891645067, 0.26231960669856597]
15 75.396 [0, 0] [0.3753602891645067, 0.26231960669856597]
15 80.398 [0, 0] [0.3753602891645067, 0.26231960669856597]
15 85.404 [0, 0] [0.3753602891645067, 0.26231960669856597]
15 90.41 [0, 0] [0.3753602891645067, 0.26231960669856597]
15 95.428 [0, 0] [0.3753602891645067, 0.26231960669856597]
15 100.43 [0, 0] [0.3753602891645067, 0.26231960669856597]
15 105.446 [0, 0] [0.3753602891645067, 0.26231960669856597]
15 110.529 [0, 0] [0.3753602891645067, 0.26231960669856597]
15 115.544 [0, 0] [0.3753602891645067, 0.26231960669856597]
15 120.552 [0, 0] [0.3753602891645067, 0.26231960669856597]
15 125.559 [0, 0] [0.3753602891645067, 0.26231960669856597]
15 130.571 [0, 0] [0.3753602891645067, 0.26231960669856597]
15 135.575 [0, 0] [0.3753602891645067, 0.26231960669856597]
15 140.589 [0, 0] [0.3753602891645067, 0.26231960669856597]
15 145.689 [0, 0] [0.3753602891645067, 0.26231960669856597]
15 150.691 [0, 0] [0.3753602891645067, 0.26231960669856597]
15 155.705 [0, 0] [0.3753602891645067, 0.26231960669856597]
15 160.806 [0, 0] [0.3753602891645067, 0.26231960669856597]
15 165.812 [0, 0] [0.3753602891645067, 0.26231960669856597]
15 170.826 [0, 0] [0.3753602891645067, 0.26231960669856597]
15 175.935 [0, 0] [0.3753602891645067, 0.26231960669856597]
15 181.036 [0, 0] [0.3753602891645067, 0.26231960669856597]
15 186.043 [0, 0] [0.3753602891645067, 0.26231960669856597]
15 191.043 [0, 0] [0.3753602891645067, 0.26231960669856597]
15 196.056 [0, 0] [0.3753602891645067, 0.26231960669856597]
15 201.06 [0, 0] [0.3753602891645067, 0.26231960669856597]
15 206.161 [0, 0] [0.3753602891645067, 0.26231960669856597]
15 211.18 [0, 0] [0.3753602891645067, 0.26231960669856597]
15 216.266 [0, 0] [0.3753602891645067, 0.26231960669856597]
15 221.293 [0, 0] [0.3753602891645067, 0.26231960669856597]
15 226.39 [0, 0] [0.3753602891645067, 0.26231960669856597]
