ID TIME pos
9 1.211 [0.26882527263129224, 0.06568234110134853] [0.44685420215183397, 0.3296397449460481] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
9 136.516 [-0.0081699999999999, 0.20356799999999983] [0.44685420215183397, 0.3296397449460481] [[-0.0040599999999999525, 0.20150999999999986], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.041830000000000034, 0.14957999999999982], [0, 0], [0, 0], [0, 0], [0, 0], [0.14929000000000014, -0.014869999999999939], [0.20696000000000003, 0.5444399999999998], [-0.3201099999999999, 0.43965999999999994], [-0.3234300000000001, -0.42513]]
9 141.523 [-0.0081699999999999, 0.20356799999999983] [0.44685420215183397, 0.3296397449460481] [[-0.0040599999999999525, 0.20150999999999986], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.041830000000000034, 0.14957999999999982], [0, 0], [0, 0], [0, 0], [0, 0], [0.14929000000000014, -0.014869999999999939], [0.20696000000000003, 0.5444399999999998], [-0.3201099999999999, 0.43965999999999994], [-0.3234300000000001, -0.42513]]
9 146.532 [-0.0081699999999999, 0.20356799999999983] [0.44685420215183397, 0.3296397449460481] [[-0.0040599999999999525, 0.20150999999999986], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.041830000000000034, 0.14957999999999982], [0, 0], [0, 0], [0, 0], [0, 0], [0.14929000000000014, -0.014869999999999939], [0.20696000000000003, 0.5444399999999998], [-0.3201099999999999, 0.43965999999999994], [-0.3234300000000001, -0.42513]]
9 151.54 [-0.0081699999999999, 0.20356799999999983] [0.44685420215183397, 0.3296397449460481] [[-0.0040599999999999525, 0.20150999999999986], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.041830000000000034, 0.14957999999999982], [0, 0], [0, 0], [0, 0], [0, 0], [0.14929000000000014, -0.014869999999999939], [0.20696000000000003, 0.5444399999999998], [-0.3201099999999999, 0.43965999999999994], [-0.3234300000000001, -0.42513]]
9 156.548 [-0.0081699999999999, 0.20356799999999983] [0.44685420215183397, 0.3296397449460481] [[-0.0040599999999999525, 0.20150999999999986], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.041830000000000034, 0.14957999999999982], [0, 0], [0, 0], [0, 0], [0, 0], [0.14929000000000014, -0.014869999999999939], [0.20696000000000003, 0.5444399999999998], [-0.3201099999999999, 0.43965999999999994], [-0.3234300000000001, -0.42513]]
9 161.556 [-0.009809999999999985, 0.18920266666666652] [0.44685420215183397, 0.3296397449460481] [[-0.0040599999999999525, 0.20150999999999986], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.041830000000000034, 0.14957999999999982], [0, 0], [0, 0], [0, 0], [-0.014180000000000081, 0.051670000000000105], [0.14929000000000014, -0.014869999999999939], [-0.017200000000000104, 0.16252999999999984], [-0.3201099999999999, 0.43965999999999994], [-0.3234300000000001, -0.42513]]
9 166.564 [-0.010368600823045271, 0.18139515500685865] [0.44685420215183397, 0.3296397449460481] [[-0.0040599999999999525, 0.20150999999999986], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.041830000000000034, 0.14957999999999982], [0, 0], [0, 0], [0, 0], [-0.014180000000000081, 0.051670000000000105], [0.14929000000000014, -0.014869999999999939], [-0.01611000000000007, 0.16332000000000013], [-0.3201099999999999, 0.43965999999999994], [-0.3234300000000001, -0.42513]]
9 171.572 [-0.018959998445358908, 0.17639289461667423] [0.44685420215183397, 0.3296397449460481] [[-0.0040599999999999525, 0.20150999999999986], [0, 0], [-0.019730000000000025, 0.1062599999999998], [0, 0], [0, 0], [-0.010399999999999965, 0.1841400000000002], [-0.041830000000000034, 0.14957999999999982], [0, 0], [0, 0], [0, 0], [-0.014180000000000081, 0.051670000000000105], [0.14929000000000014, -0.014869999999999939], [-0.0200499999999999, 0.17040999999999995], [-0.3201099999999999, 0.43965999999999994], [-0.3234300000000001, -0.42513]]
9 176.58 [-0.019453017599502485, 0.1764995881262772] [0.44685420215183397, 0.3296397449460481] [[-0.0040599999999999525, 0.20150999999999986], [0, 0], [-0.017260000000000053, 0.11091000000000006], [0, 0], [0, 0], [-0.012799999999999923, 0.18192999999999993], [-0.041830000000000034, 0.14957999999999982], [0, 0], [0, 0], [0, 0], [-0.014180000000000081, 0.051670000000000105], [0.14929000000000014, -0.014869999999999939], [-0.01910999999999996, 0.1730299999999998], [-0.3201099999999999, 0.43965999999999994], [-0.3234300000000001, -0.42513]]
9 181.587 [-0.019691255365631842, 0.17683547826820029] [0.44685420215183397, 0.3296397449460481] [[-0.0040599999999999525, 0.20150999999999986], [0, 0], [-0.017260000000000053, 0.11091000000000006], [0, 0], [0, 0], [-0.013789999999999969, 0.18317000000000005], [-0.041830000000000034, 0.14957999999999982], [0, 0], [0, 0], [0, 0], [-0.014180000000000081, 0.051670000000000105], [0.14929000000000014, -0.014869999999999939], [-0.01909000000000005, 0.1730999999999998], [-0.3201099999999999, 0.43965999999999994], [-0.3234300000000001, -0.42513]]
9 186.595 [-0.01969499880171702, 0.17684499375304574] [0.44685420215183397, 0.3296397449460481] [[-0.0040599999999999525, 0.20150999999999986], [0, 0], [-0.017260000000000053, 0.11091000000000006], [0, 0], [0, 0], [-0.013800000000000034, 0.18319000000000019], [-0.041830000000000034, 0.14957999999999982], [0, 0], [0, 0], [0, 0], [-0.014180000000000081, 0.051670000000000105], [0.14929000000000014, -0.014869999999999939], [-0.01909000000000005, 0.1730999999999998], [-0.3201099999999999, 0.43965999999999994], [-0.3234300000000001, -0.42513]]
9 191.601 [-0.01160219999961654, 0.18927379999800092] [0.44685420215183397, 0.3296397449460481] [[-0.0040599999999999525, 0.20150999999999986], [0, 0], [-0.017260000000000053, 0.11091000000000006], [0, 0], [0, 0], [-0.013800000000000034, 0.18319000000000019], [-0.041830000000000034, 0.14957999999999982], [0, 0], [0, 0], [0, 0], [-0.014180000000000081, 0.051670000000000105], [-0.00804999999999989, 0.20212999999999992], [-0.01909000000000005, 0.1730999999999998], [-0.3201099999999999, 0.43965999999999994], [-0.3234300000000001, -0.42513]]
9 196.608 [-0.011438659903999882, 0.18948764921599934] [0.44685420215183397, 0.3296397449460481] [[-0.0040599999999999525, 0.20150999999999986], [0, 0], [-0.017260000000000053, 0.11091000000000006], [0, 0], [0, 0], [-0.013800000000000034, 0.18319000000000019], [-0.041830000000000034, 0.14957999999999982], [0, 0], [0, 0], [0, 0], [-0.014180000000000081, 0.051670000000000105], [-0.008809999999999985, 0.20013000000000014], [-0.01909000000000005, 0.1730999999999998], [-0.3201099999999999, 0.43965999999999994], [-0.3234300000000001, -0.42513]]
9 201.616 [-0.0107254107711693, 0.19071537204774902] [0.44685420215183397, 0.3296397449460481] [[-0.0040599999999999525, 0.20150999999999986], [0, 0], [-0.017260000000000053, 0.11091000000000006], [0, 0], [0, 0], [-0.011090000000000044, 0.18787999999999982], [-0.041830000000000034, 0.14957999999999982], [0, 0], [0, 0], [0, 0], [-0.014180000000000081, 0.051670000000000105], [-0.008650000000000047, 0.20039000000000007], [-0.01909000000000005, 0.1730999999999998], [-0.3201099999999999, 0.43965999999999994], [-0.3234300000000001, -0.42513]]
9 206.623 [-0.011320325076068748, 0.18994353803186068] [0.44685420215183397, 0.3296397449460481] [[-0.0040599999999999525, 0.20150999999999986], [0, 0], [-0.017260000000000053, 0.11091000000000006], [0, 0], [-0.013719999999999954, 0.1867399999999999], [-0.011130000000000084, 0.18786000000000014], [-0.041830000000000034, 0.14957999999999982], [0, 0], [0, 0], [0, 0], [-0.014180000000000081, 0.051670000000000105], [-0.008650000000000047, 0.20039000000000007], [-0.01909000000000005, 0.1730999999999998], [-0.3201099999999999, 0.43965999999999994], [-0.3234300000000001, -0.42513]]
9 211.631 [-0.011309883015056086, 0.18994863471425305] [0.44685420215183397, 0.3296397449460481] [[-0.0040599999999999525, 0.20150999999999986], [0, 0], [-0.017260000000000053, 0.11091000000000006], [0, 0], [-0.013579999999999925, 0.18697000000000008], [-0.011160000000000059, 0.18779000000000012], [-0.041830000000000034, 0.14957999999999982], [0, 0], [0, 0], [0, 0], [-0.014180000000000081, 0.051670000000000105], [-0.008650000000000047, 0.20039000000000007], [-0.01909000000000005, 0.1730999999999998], [-0.3201099999999999, 0.43965999999999994], [-0.3234300000000001, -0.42513]]
9 216.639 [-0.01130600049935897, 0.1899559990528182] [0.44685420215183397, 0.3296397449460481] [[-0.0040599999999999525, 0.20150999999999986], [0, 0], [-0.017260000000000053, 0.11091000000000006], [0, 0], [-0.013570000000000082, 0.1869900000000002], [-0.011160000000000059, 0.18779000000000012], [-0.041830000000000034, 0.14957999999999982], [0, 0], [0, 0], [0, 0], [-0.014180000000000081, 0.051670000000000105], [-0.008650000000000047, 0.20039000000000007], [-0.01909000000000005, 0.1730999999999998], [-0.3201099999999999, 0.43965999999999994], [-0.3234300000000001, -0.42513]]
9 221.647 [-0.01236175617290376, 0.187375390431977] [0.44685420215183397, 0.3296397449460481] [[-0.0040599999999999525, 0.20150999999999986], [0, 0], [-0.017260000000000053, 0.11091000000000006], [0, 0], [-0.013570000000000082, 0.1869900000000002], [-0.011160000000000059, 0.18779000000000012], [-0.012520000000000087, 0.18687999999999994], [0, 0], [0, 0], [0, 0], [-0.01261000000000001, 0.18664000000000014], [-0.008650000000000047, 0.20039000000000007], [-0.01195999999999997, 0.18862999999999985], [-0.3201099999999999, 0.43965999999999994], [-0.3234300000000001, -0.42513]]
9 226.754 [-0.01251061750979595, 0.18712237337839932] [0.44685420215183397, 0.3296397449460481] [[-0.0040599999999999525, 0.20150999999999986], [0, 0], [-0.017260000000000053, 0.11091000000000006], [0, 0], [-0.013570000000000082, 0.1869900000000002], [-0.011160000000000059, 0.18779000000000012], [-0.01269000000000009, 0.18667999999999996], [0, 0], [0, 0], [0, 0], [-0.012639999999999985, 0.18672000000000022], [-0.008650000000000047, 0.20039000000000007], [-0.012520000000000087, 0.18732000000000015], [-0.3201099999999999, 0.43965999999999994], [-0.3234300000000001, -0.42513]]
9 231.76 [-0.012922230017683894, 0.18688650879287275] [0.44685420215183397, 0.3296397449460481] [[-0.0040599999999999525, 0.20150999999999986], [0, 0], [-0.017260000000000053, 0.11091000000000006], [0, 0], [-0.013570000000000082, 0.1869900000000002], [-0.011160000000000059, 0.18779000000000012], [-0.012769999999999948, 0.18705000000000016], [0, 0], [0, 0], [0, 0], [-0.012590000000000101, 0.18701999999999996], [-0.012839999999999963, 0.18701999999999996], [-0.012880000000000003, 0.18631999999999982], [-0.3201099999999999, 0.43965999999999994], [-0.3234300000000001, -0.42513]]
9 236.768 [-0.0129558927764941, 0.18685207902633663] [0.44685420215183397, 0.3296397449460481] [[-0.0040599999999999525, 0.20150999999999986], [0, 0], [-0.017260000000000053, 0.11091000000000006], [0, 0], [-0.013570000000000082, 0.1869900000000002], [-0.011160000000000059, 0.18779000000000012], [-0.012809999999999988, 0.18703000000000003], [0, 0], [0, 0], [0, 0], [-0.012590000000000101, 0.18701999999999996], [-0.012920000000000043, 0.18691000000000013], [-0.012890000000000068, 0.1863100000000002], [-0.3201099999999999, 0.43965999999999994], [-0.3234300000000001, -0.42513]]
9 241.776 [-0.01294849998621102, 0.1868428333434963] [0.44685420215183397, 0.3296397449460481] [[-0.0040599999999999525, 0.20150999999999986], [0, 0], [-0.017260000000000053, 0.11091000000000006], [0, 0], [-0.013570000000000082, 0.1869900000000002], [-0.011160000000000059, 0.18779000000000012], [-0.012769999999999948, 0.18698000000000015], [0, 0], [0, 0], [0, 0], [-0.012590000000000101, 0.18701999999999996], [-0.012920000000000043, 0.18691000000000013], [-0.012890000000000068, 0.1863100000000002], [-0.3201099999999999, 0.43965999999999994], [-0.3234300000000001, -0.42513]]
9 246.783 [-0.012901333397632012, 0.18682333369770374] [0.44685420215183397, 0.3296397449460481] [[-0.0040599999999999525, 0.20150999999999986], [0, 0], [-0.017260000000000053, 0.11091000000000006], [0, 0], [-0.013570000000000082, 0.1869900000000002], [-0.011160000000000059, 0.18779000000000012], [-0.012769999999999948, 0.18697000000000008], [0, 0], [0, 0], [0, 0], [-0.012590000000000101, 0.18701999999999996], [-0.012639999999999985, 0.18680999999999992], [-0.012890000000000068, 0.1863100000000002], [-0.3201099999999999, 0.43965999999999994], [-0.3234300000000001, -0.42513]]
9 251.792 [-0.012725618741434906, 0.18681658093283157] [0.44685420215183397, 0.3296397449460481] [[-0.01269000000000009, 0.18686999999999987], [0, 0], [-0.017260000000000053, 0.11091000000000006], [0, 0], [-0.013570000000000082, 0.1869900000000002], [-0.011160000000000059, 0.18779000000000012], [-0.012769999999999948, 0.18697000000000008], [0, 0], [0, 0], [0, 0], [-0.012590000000000101, 0.18701999999999996], [-0.012659999999999894, 0.18691000000000013], [-0.012890000000000068, 0.1863100000000002], [-0.3201099999999999, 0.43965999999999994], [-0.3234300000000001, -0.42513]]
9 256.8 [-0.012720000722574794, 0.18681600007470847] [0.44685420215183397, 0.3296397449460481] [[-0.01269000000000009, 0.18686999999999987], [0, 0], [-0.017260000000000053, 0.11091000000000006], [0, 0], [-0.013570000000000082, 0.1869900000000002], [-0.011160000000000059, 0.18779000000000012], [-0.012769999999999948, 0.18697000000000008], [0, 0], [0, 0], [0, 0], [-0.012590000000000101, 0.18701999999999996], [-0.012659999999999894, 0.18691000000000013], [-0.012890000000000068, 0.1863100000000002], [-0.3201099999999999, 0.43965999999999994], [-0.3234300000000001, -0.42513]]
9 261.807 [-0.012736319444537377, 0.18680133950618247] [0.44685420215183397, 0.3296397449460481] [[-0.012739999999999974, 0.18683000000000005], [0, 0], [-0.017260000000000053, 0.11091000000000006], [0, 0], [-0.013570000000000082, 0.1869900000000002], [-0.011160000000000059, 0.18779000000000012], [-0.012769999999999948, 0.18697000000000008], [0, 0], [0, 0], [0, 0], [-0.012590000000000101, 0.18701999999999996], [-0.012699999999999934, 0.18686999999999987], [-0.012890000000000068, 0.1863100000000002], [-0.3201099999999999, 0.43965999999999994], [-0.3234300000000001, -0.42513]]
9 266.814 [-0.01273648963713572, 0.18680326543268203] [0.44685420215183397, 0.3296397449460481] [[-0.012739999999999974, 0.18683000000000005], [0, 0], [-0.017260000000000053, 0.11091000000000006], [0, 0], [-0.013570000000000082, 0.1869900000000002], [-0.011160000000000059, 0.18779000000000012], [-0.012769999999999948, 0.18697000000000008], [0, 0], [0, 0], [-0.012729999999999908, 0.18681999999999999], [-0.012590000000000101, 0.18701999999999996], [-0.012699999999999934, 0.18686999999999987], [-0.012890000000000068, 0.1863100000000002], [-0.3201099999999999, 0.43965999999999994], [-0.3234300000000001, -0.42513]]
9 271.823 [-0.012733333324116875, 0.18680416666313165] [0.44685420215183397, 0.3296397449460481] [[-0.012739999999999974, 0.18683000000000005], [0, 0], [-0.017260000000000053, 0.11091000000000006], [0, 0], [-0.013570000000000082, 0.1869900000000002], [-0.011160000000000059, 0.18779000000000012], [-0.012769999999999948, 0.18697000000000008], [-0.012709999999999999, 0.18680999999999992], [0, 0], [-0.012729999999999908, 0.18681999999999999], [-0.012590000000000101, 0.18701999999999996], [-0.012699999999999934, 0.18686999999999987], [-0.012890000000000068, 0.1863100000000002], [-0.3201099999999999, 0.43965999999999994], [-0.3234300000000001, -0.42513]]
9 276.831 [-0.012755710856119491, 0.1867685734303791] [0.44685420215183397, 0.3296397449460481] [[-0.012739999999999974, 0.18683000000000005], [0, 0], [-0.017260000000000053, 0.11091000000000006], [0, 0], [-0.013570000000000082, 0.1869900000000002], [-0.011160000000000059, 0.18779000000000012], [-0.012769999999999948, 0.18697000000000008], [-0.012729999999999908, 0.18679999999999986], [0, 0], [-0.012729999999999908, 0.18681999999999999], [-0.012720000000000065, 0.1867899999999998], [-0.012709999999999999, 0.1868599999999998], [-0.012890000000000068, 0.1863100000000002], [-0.3201099999999999, 0.43965999999999994], [-0.3234300000000001, -0.42513]]
9 281.838 [-0.012755714285609603, 0.18676857142863248] [0.44685420215183397, 0.3296397449460481] [[-0.012739999999999974, 0.18683000000000005], [0, 0], [-0.017260000000000053, 0.11091000000000006], [0, 0], [-0.013570000000000082, 0.1869900000000002], [-0.011160000000000059, 0.18779000000000012], [-0.012769999999999948, 0.18697000000000008], [-0.012729999999999908, 0.18679999999999986], [0, 0], [-0.012729999999999908, 0.18681999999999999], [-0.012720000000000065, 0.1867899999999998], [-0.012709999999999999, 0.1868599999999998], [-0.012890000000000068, 0.1863100000000002], [-0.3201099999999999, 0.43965999999999994], [-0.3234300000000001, -0.42513]]
9 286.845 [-0.012755714285714264, 0.1867685714285714] [0.44685420215183397, 0.3296397449460481] [[-0.012739999999999974, 0.18683000000000005], [0, 0], [-0.017260000000000053, 0.11091000000000006], [0, 0], [-0.013570000000000082, 0.1869900000000002], [-0.011160000000000059, 0.18779000000000012], [-0.012769999999999948, 0.18697000000000008], [-0.012729999999999908, 0.18679999999999986], [0, 0], [-0.012729999999999908, 0.18681999999999999], [-0.012720000000000065, 0.1867899999999998], [-0.012709999999999999, 0.1868599999999998], [-0.012890000000000068, 0.1863100000000002], [-0.3201099999999999, 0.43965999999999994], [-0.3234300000000001, -0.42513]]
