ID TIME pos
5 5.107 [0.3019989530025341, -0.4101108368971562] []
5 10.16 [0.3019989530025341, -0.4101108368971562] []
5 15.188 [0.3019989530025341, -0.4101108368971562] []
5 20.199 [0.3019989530025341, -0.4101108368971562] []
5 25.202 [0.3019989530025341, -0.4101108368971562] []
5 30.279 [0.3019989530025341, -0.4101108368971562] []
5 35.293 [0.3019989530025341, -0.4101108368971562] []
5 40.297 [0.3019989530025341, -0.4101108368971562] []
5 45.344 [0.3019989530025341, -0.4101108368971562] []
5 50.437 [0.3019989530025341, -0.4101108368971562] []
5 55.526 [0.3019989530025341, -0.4101108368971562] []
5 60.589 [0.3019989530025341, -0.4101108368971562] []
5 65.683 [0.3019989530025341, -0.4101108368971562] []
5 70.688 [0.3019989530025341, -0.4101108368971562] []
5 95.891 [0.3019989530025341, -0.4101108368971562] [(12530, -68712, 1674735850, 0, 4, 40000000000000000000, 10000000000000000000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, 12919, -68084), (53537, -49542, 1674735856, 0, 1, 10000000000000000000, 10000000000000000000, 0, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 53537, -49542), (16639, -45387, 1674735870, 0, 1, 10000000000000000000, 10000000000000000000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0, 16639, -45387)]
5 117.089 [0.3019989530025341, -0.4101108368971562] [(12679, -68432, 1674735850, 0, 9, 90000000000000000000, 10000000000000000000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, 12919, -68084), (53687, -49607, 1674735856, 0, 2, 20000000000000000000, 10000000000000000000, 0, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 53537, -49542), (16639, -45387, 1674735870, 0, 1, 10000000000000000000, 10000000000000000000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0, 16639, -45387)]
5 156.007 [0.3019989530025341, -0.4101108368971562] [(12612, -68367, 1674735850, 0, 10, 100000000000000000000, 10000000000000000000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, 12919, -68084), (53476, -49739, 1674735856, 0, 4, 30000000000000000000, 10000000000000000000, 0, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 53537, -49542), (19037, -43568, 1674735870, 0, 3, 20000000000000000000, 15000000000000000000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0, 20119, -42959)]
5 161.053 [0.3019989530025341, -0.4101108368971562] [(12612, -68367, 1674735850, 0, 10, 100000000000000000000, 10000000000000000000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, 12919, -68084), (53476, -49739, 1674735856, 0, 4, 30000000000000000000, 10000000000000000000, 0, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 53537, -49542), (19175, -43165, 1674735870, 0, 4, 25000000000000000000, 15000000000000000000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0, 20119, -42959)]
5 166.09 [0.3019989530025341, -0.4101108368971562] [(12612, -68367, 1674735850, 0, 10, 100000000000000000000, 10000000000000000000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, 12919, -68084), (53476, -49739, 1674735856, 0, 4, 30000000000000000000, 10000000000000000000, 0, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 53537, -49542), (19175, -43165, 1674735870, 0, 4, 25000000000000000000, 15000000000000000000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0, 20119, -42959)]
5 171.218 [0.3019989530025341, -0.4101108368971562] [(12612, -68367, 1674735850, 0, 10, 100000000000000000000, 10000000000000000000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, 12919, -68084), (53476, -49739, 1674735856, 0, 4, 30000000000000000000, 10000000000000000000, 0, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 53537, -49542), (20358, -41569, 1674735870, 0, 5, 30000000000000000000, 20000000000000000000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0, 21657, -40616)]
5 176.279 [0.3019989530025341, -0.4101108368971562] [(12612, -68367, 1674735850, 0, 10, 100000000000000000000, 10000000000000000000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, 12919, -68084), (53564, -49760, 1674735856, 0, 5, 35000000000000000000, 10000000000000000000, 0, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 53537, -49542), (20358, -41569, 1674735870, 0, 5, 30000000000000000000, 20000000000000000000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0, 21657, -40616)]
5 194.418 [0.3019989530025341, -0.4101108368971562] [(12558, -68370, 1674735850, 0, 11, 105000000000000000000, 10000000000000000000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, 12919, -68084), (53753, -49574, 1674735856, 0, 7, 42500000000000000000, 10000000000000000000, 0, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 53537, -49542), (21258, -43271, 1674735870, 0, 8, 45000000000000000000, 30000000000000000000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0, 23242, -43122)]
5 219.846 [0.3019989530025341, -0.4101108368971562] [(12668, -68412, 1674735850, 0, 13, 117500000000000000000, 10000000000000000000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, 12919, -68084), (53760, -49527, 1674735856, 0, 8, 45000000000000000000, 10000000000000000000, 0, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 53537, -49542), (21258, -43271, 1674735870, 0, 8, 45000000000000000000, 30000000000000000000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0, 23242, -43122)]
5 225.041 [0.3019989530025341, -0.4101108368971562] [(12668, -68412, 1674735850, 0, 13, 117500000000000000000, 10000000000000000000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, 12919, -68084), (53760, -49527, 1674735856, 0, 8, 45000000000000000000, 10000000000000000000, 0, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 53537, -49542), (21258, -43271, 1674735870, 0, 8, 45000000000000000000, 30000000000000000000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0, 23242, -43122)]
5 230.131 [0.3019989530025341, -0.4101108368971562] [(12668, -68412, 1674735850, 0, 13, 117500000000000000000, 10000000000000000000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, 12919, -68084), (53760, -49527, 1674735856, 0, 8, 45000000000000000000, 10000000000000000000, 0, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 53537, -49542), (21258, -43271, 1674735870, 0, 8, 45000000000000000000, 30000000000000000000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0, 23242, -43122)]
5 235.199 [0.3019989530025341, -0.4101108368971562] [(12668, -68412, 1674735850, 0, 13, 117500000000000000000, 10000000000000000000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, 12919, -68084), (53814, -49500, 1674735856, 0, 9, 47500000000000000000, 10000000000000000000, 0, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 53537, -49542), (21707, -43038, 1674735870, 0, 9, 47500000000000000000, 32500000000000000000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0, 23747, -42793)]
5 240.358 [0.3019989530025341, -0.4101108368971562] [(12668, -68412, 1674735850, 0, 13, 117500000000000000000, 10000000000000000000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, 12919, -68084), (53814, -49500, 1674735856, 0, 9, 47500000000000000000, 10000000000000000000, 0, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 53537, -49542), (22169, -43457, 1674735870, 0, 11, 52500000000000000000, 37500000000000000000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0, 24122, -43412)]
5 245.529 [0.3019989530025341, -0.4101108368971562] [(12698, -68406, 1674735850, 0, 14, 120000000000000000000, 10000000000000000000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, 12919, -68084), (53835, -49439, 1674735856, 0, 10, 50000000000000000000, 10000000000000000000, 0, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 53537, -49542), (22169, -43457, 1674735870, 0, 11, 52500000000000000000, 37500000000000000000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0, 24122, -43412)]
5 250.723 [0.3019989530025341, -0.4101108368971562] [(12698, -68406, 1674735850, 0, 14, 120000000000000000000, 10000000000000000000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, 12919, -68084), (53835, -49439, 1674735856, 0, 10, 50000000000000000000, 10000000000000000000, 0, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 53537, -49542), (22169, -43457, 1674735870, 0, 11, 52500000000000000000, 37500000000000000000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0, 24122, -43412)]
5 255.809 [0.3019989530025341, -0.4101108368971562] [(12698, -68406, 1674735850, 0, 14, 120000000000000000000, 10000000000000000000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, 12919, -68084), (53835, -49439, 1674735856, 0, 10, 50000000000000000000, 10000000000000000000, 0, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 53537, -49542), (22169, -43457, 1674735870, 0, 11, 52500000000000000000, 37500000000000000000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0, 24122, -43412)]
5 260.817 [0.3019989530025341, -0.4101108368971562] [(12833, -68363, 1674735850, 2, 15, 130000000000000000000, 10000000000000000000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, 12919, -68084), (53835, -49439, 1674735856, 0, 10, 50000000000000000000, 10000000000000000000, 0, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 53537, -49542), (22169, -43457, 1674735870, 0, 11, 52500000000000000000, 37500000000000000000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0, 24122, -43412)]
5 265.92 [0.3019989530025341, -0.4101108368971562] [(12833, -68363, 1674735850, 2, 15, 130000000000000000000, 10000000000000000000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, 12919, -68084), (53835, -49439, 1674735856, 0, 10, 50000000000000000000, 10000000000000000000, 0, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 53537, -49542), (22169, -43457, 1674735870, 0, 11, 52500000000000000000, 37500000000000000000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0, 24122, -43412)]
5 271.007 [0.3019989530025341, -0.4101108368971562] [(12833, -68363, 1674735850, 2, 15, 130000000000000000000, 10000000000000000000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, 12919, -68084), (53781, -49463, 1674735856, 0, 11, 57857142857142857142, 10000000000000000000, 0, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 53537, -49542), (22169, -43457, 1674735870, 0, 11, 52500000000000000000, 37500000000000000000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0, 24122, -43412)]
5 276.042 [0.3019989530025341, -0.4101108368971562] [(12833, -68363, 1674735850, 2, 15, 130000000000000000000, 10000000000000000000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, 12919, -68084), (53781, -49463, 1674735856, 0, 11, 57857142857142857142, 10000000000000000000, 0, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 53537, -49542), (22307, -43417, 1674735870, 0, 12, 55000000000000000000, 40000000000000000000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0, 24190, -43360)]
5 281.107 [0.3019989530025341, -0.4101108368971562] [(12833, -68363, 1674735850, 2, 15, 130000000000000000000, 10000000000000000000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, 12919, -68084), (53809, -49416, 1674735856, 0, 12, 62857142857142857142, 10000000000000000000, 0, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 53537, -49542), (22307, -43417, 1674735870, 0, 12, 55000000000000000000, 40000000000000000000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0, 24190, -43360)]
5 286.15 [0.3019989530025341, -0.4101108368971562] [(12833, -68363, 1674735850, 2, 15, 130000000000000000000, 10000000000000000000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, 12919, -68084), (53809, -49416, 1674735856, 0, 12, 62857142857142857142, 10000000000000000000, 0, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 53537, -49542), (22307, -43417, 1674735870, 0, 12, 55000000000000000000, 40000000000000000000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0, 24190, -43360)]
