ID TIME pos
11 0.095 [0, 0] [0.2351847657052092, -0.39404647341442467]
11 5.104 [0, 0] [0.2351847657052092, -0.39404647341442467]
11 10.113 [0, 0] [0.2351847657052092, -0.39404647341442467]
11 15.117 [0, 0] [0.2351847657052092, -0.39404647341442467]
11 20.126 [0, 0] [0.2351847657052092, -0.39404647341442467]
11 25.132 [0, 0] [0.2351847657052092, -0.39404647341442467]
11 30.14 [0, 0] [0.2351847657052092, -0.39404647341442467]
11 35.145 [0, 0] [0.2351847657052092, -0.39404647341442467]
11 40.154 [0, 0] [0.2351847657052092, -0.39404647341442467]
11 45.156 [0, 0] [0.2351847657052092, -0.39404647341442467]
11 50.166 [0, 0] [0.2351847657052092, -0.39404647341442467]
11 55.173 [0, 0] [0.2351847657052092, -0.39404647341442467]
11 60.178 [0, 0] [0.2351847657052092, -0.39404647341442467]
11 65.187 [0, 0] [0.2351847657052092, -0.39404647341442467]
11 70.193 [0, 0] [0.2351847657052092, -0.39404647341442467]
11 75.202 [0, 0] [0.2351847657052092, -0.39404647341442467]
11 80.208 [0, 0] [0.2351847657052092, -0.39404647341442467]
11 85.218 [0, 0] [0.2351847657052092, -0.39404647341442467]
11 90.322 [0, 0] [0.2351847657052092, -0.39404647341442467]
11 95.328 [0, 0] [0.2351847657052092, -0.39404647341442467]
11 100.337 [0, 0] [0.2351847657052092, -0.39404647341442467]
11 105.344 [0, 0] [0.2351847657052092, -0.39404647341442467]
11 110.441 [0, 0] [0.2351847657052092, -0.39404647341442467]
11 115.448 [0, 0] [0.2351847657052092, -0.39404647341442467]
11 120.456 [0, 0] [0.2351847657052092, -0.39404647341442467]
11 125.463 [0, 0] [0.2351847657052092, -0.39404647341442467]
11 130.467 [0, 0] [0.2351847657052092, -0.39404647341442467]
11 135.481 [0, 0] [0.2351847657052092, -0.39404647341442467]
11 140.489 [0, 0] [0.2351847657052092, -0.39404647341442467]
11 145.59 [0, 0] [0.2351847657052092, -0.39404647341442467]
11 150.592 [0, 0] [0.2351847657052092, -0.39404647341442467]
11 155.597 [0.31766000000000005, 0.07425000000000015] [0.2351847657052092, -0.39404647341442467]
11 160.604 [0.30017000000000005, -0.15420499999999993] [0.2351847657052092, -0.39404647341442467]
11 165.625 [0.30010499999999984, -0.15508999999999995] [0.2351847657052092, -0.39404647341442467]
11 170.722 [0.30010499999999984, -0.15508999999999995] [0.2351847657052092, -0.39404647341442467]
11 175.729 [0.30010499999999984, -0.15508999999999995] [0.2351847657052092, -0.39404647341442467]
11 180.735 [0.30010499999999984, -0.15508999999999995] [0.2351847657052092, -0.39404647341442467]
11 185.744 [0.30010499999999984, -0.15508999999999995] [0.2351847657052092, -0.39404647341442467]
11 190.75 [0.30010499999999984, -0.15508999999999995] [0.2351847657052092, -0.39404647341442467]
11 195.754 [0.30010499999999984, -0.15508999999999995] [0.2351847657052092, -0.39404647341442467]
11 200.763 [0.30010499999999984, -0.15508999999999995] [0.2351847657052092, -0.39404647341442467]
11 205.768 [0.30010499999999984, -0.15508999999999995] [0.2351847657052092, -0.39404647341442467]
11 210.772 [0.30010499999999984, -0.15508999999999995] [0.2351847657052092, -0.39404647341442467]
11 215.779 [0.30010499999999984, -0.15508999999999995] [0.2351847657052092, -0.39404647341442467]
11 220.784 [0.30010499999999984, -0.15508999999999995] [0.2351847657052092, -0.39404647341442467]
11 225.791 [0.30010499999999984, -0.15508999999999995] [0.2351847657052092, -0.39404647341442467]
11 230.798 [0.30010499999999984, -0.15508999999999995] [0.2351847657052092, -0.39404647341442467]
11 235.805 [0.30010499999999984, -0.15508999999999995] [0.2351847657052092, -0.39404647341442467]
11 240.811 [0.30010499999999984, -0.15508999999999995] [0.2351847657052092, -0.39404647341442467]
11 245.814 [0.33273333333333327, 0.08946333333333338] [0.2351847657052092, -0.39404647341442467]
11 250.827 [0.33273333333333327, 0.08946333333333338] [0.2351847657052092, -0.39404647341442467]
11 255.835 [0.33273333333333327, 0.08946333333333338] [0.2351847657052092, -0.39404647341442467]
11 260.845 [0.33273333333333327, 0.08946333333333338] [0.2351847657052092, -0.39404647341442467]
11 265.846 [0.33273333333333327, 0.08946333333333338] [0.2351847657052092, -0.39404647341442467]
11 270.852 [0.33273333333333327, 0.08946333333333338] [0.2351847657052092, -0.39404647341442467]
11 275.859 [0.33273333333333327, 0.08946333333333338] [0.2351847657052092, -0.39404647341442467]
11 280.862 [0.33273333333333327, 0.08946333333333338] [0.2351847657052092, -0.39404647341442467]
11 285.873 [0.33273333333333327, 0.08946333333333338] [0.2351847657052092, -0.39404647341442467]
11 290.877 [0.33273333333333327, 0.08946333333333338] [0.2351847657052092, -0.39404647341442467]
11 295.882 [0.33273333333333327, 0.08946333333333338] [0.2351847657052092, -0.39404647341442467]
11 300.892 [0.33273333333333327, 0.08946333333333338] [0.2351847657052092, -0.39404647341442467]
11 305.897 [0.33273333333333327, 0.08946333333333338] [0.2351847657052092, -0.39404647341442467]
11 310.906 [0.33273333333333327, 0.08946333333333338] [0.2351847657052092, -0.39404647341442467]
11 315.913 [0.33273333333333327, 0.08946333333333338] [0.2351847657052092, -0.39404647341442467]
11 320.918 [0.31850999999999985, -0.02364999999999995] [0.2351847657052092, -0.39404647341442467]
11 325.923 [0.31850999999999985, -0.02364999999999995] [0.2351847657052092, -0.39404647341442467]
11 330.928 [0.31850999999999985, -0.02364999999999995] [0.2351847657052092, -0.39404647341442467]
11 335.936 [0.31850999999999985, -0.02364999999999995] [0.2351847657052092, -0.39404647341442467]
11 340.948 [0.31850999999999985, -0.02364999999999995] [0.2351847657052092, -0.39404647341442467]
11 345.949 [0.31850999999999985, -0.02364999999999995] [0.2351847657052092, -0.39404647341442467]
11 350.953 [0.31850999999999985, -0.02364999999999995] [0.2351847657052092, -0.39404647341442467]
11 355.961 [0.31850999999999985, -0.02364999999999995] [0.2351847657052092, -0.39404647341442467]
11 360.967 [0.31850999999999985, -0.02364999999999995] [0.2351847657052092, -0.39404647341442467]
11 365.972 [0.31850999999999985, -0.02364999999999995] [0.2351847657052092, -0.39404647341442467]
11 370.986 [0.31850999999999985, -0.02364999999999995] [0.2351847657052092, -0.39404647341442467]
11 375.992 [0.31850999999999985, -0.02364999999999995] [0.2351847657052092, -0.39404647341442467]
11 380.996 [0.31850999999999985, -0.02364999999999995] [0.2351847657052092, -0.39404647341442467]
