ID TIME pos
13 0.094 [0, 0] [0.35283777483355916, -0.12539184974878545]
13 5.11 [0.6304400000000001, -0.2140200000000001] [0.35283777483355916, -0.12539184974878545]
13 10.121 [0.44393499999999997, -0.17535] [0.35283777483355916, -0.12539184974878545]
13 15.217 [0.42450999999999994, -0.17132500000000006] [0.35283777483355916, -0.12539184974878545]
13 20.225 [0.423535, -0.17112000000000005] [0.35283777483355916, -0.12539184974878545]
13 25.234 [0.41023666666666675, -0.15785000000000005] [0.35283777483355916, -0.12539184974878545]
13 30.241 [0.40756333333333333, -0.15431000000000003] [0.35283777483355916, -0.12539184974878545]
13 35.249 [0.39605666666666667, -0.15582500000000007] [0.35283777483355916, -0.12539184974878545]
13 40.35 [0.39082000000000006, -0.15660285714285713] [0.35283777483355916, -0.12539184974878545]
13 45.358 [0.3903271428571428, -0.15728428571428577] [0.35283777483355916, -0.12539184974878545]
13 50.367 [0.3903357142857143, -0.1571814285714286] [0.35283777483355916, -0.12539184974878545]
13 55.371 [0.39000571428571423, -0.15725571428571433] [0.35283777483355916, -0.12539184974878545]
13 60.381 [0.38790624999999995, -0.15617125000000004] [0.35283777483355916, -0.12539184974878545]
13 65.384 [0.387338, -0.155526] [0.35283777483355916, -0.12539184974878545]
13 70.389 [0.38739899999999994, -0.15557100000000004] [0.35283777483355916, -0.12539184974878545]
13 75.396 [0.38989900000000005, -0.15239100000000003] [0.35283777483355916, -0.12539184974878545]
13 80.408 [0.38998800000000006, -0.15239800000000003] [0.35283777483355916, -0.12539184974878545]
13 85.508 [0.38998800000000006, -0.15239900000000003] [0.35283777483355916, -0.12539184974878545]
13 90.517 [0.39029400000000003, -0.15241500000000005] [0.35283777483355916, -0.12539184974878545]
13 95.523 [0.390271, -0.15242100000000006] [0.35283777483355916, -0.12539184974878545]
13 100.527 [0.39069454545454546, -0.15226272727272733] [0.35283777483355916, -0.12539184974878545]
13 105.535 [0.3905363636363637, -0.1523754545454546] [0.35283777483355916, -0.12539184974878545]
13 110.542 [0.3905363636363637, -0.1523745454545455] [0.35283777483355916, -0.12539184974878545]
13 115.549 [0.3832553223779068, -0.13155100500833858] [0.35283777483355916, -0.12539184974878545]
13 120.555 [0.38368630088604644, -0.13233160467444935] [0.35283777483355916, -0.12539184974878545]
13 125.563 [0.38337096755271305, -0.13136693800778268] [0.35283777483355916, -0.12539184974878545]
