ID TIME pos
8 1.209 [0, 0] [-0.3554782774143312, 0.38929623360888505] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
8 6.218 [0, 0] [-0.3554782774143312, 0.38929623360888505] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3647100000000001, -0.3453900000000001], [0, 0]]
8 11.324 [0, 0] [-0.3554782774143312, 0.38929623360888505] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3647100000000001, -0.3453900000000001], [0, 0]]
8 16.332 [0, 0] [-0.3554782774143312, 0.38929623360888505] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3647100000000001, -0.3453900000000001], [0, 0]]
8 21.339 [0, 0] [-0.3554782774143312, 0.38929623360888505] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3647100000000001, -0.3453900000000001], [0, 0]]
8 26.348 [0, 0] [-0.3554782774143312, 0.38929623360888505] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3647100000000001, -0.3453900000000001], [-0.3366199999999999, -0.40452]]
8 31.356 [0, 0] [-0.3554782774143312, 0.38929623360888505] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3647100000000001, -0.3453900000000001], [-0.3366199999999999, -0.40452]]
8 36.364 [0, 0] [-0.3554782774143312, 0.38929623360888505] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3647100000000001, -0.3453900000000001], [-0.3366199999999999, -0.40452]]
8 41.371 [0, 0] [-0.3554782774143312, 0.38929623360888505] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3647100000000001, -0.3453900000000001], [-0.3366199999999999, -0.40452]]
8 46.38 [0, 0] [-0.3554782774143312, 0.38929623360888505] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3647100000000001, -0.3453900000000001], [-0.3366199999999999, -0.40452]]
8 51.388 [0, 0] [-0.3554782774143312, 0.38929623360888505] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3647100000000001, -0.3453900000000001], [-0.3366199999999999, -0.40452]]
8 56.394 [0, 0] [-0.3554782774143312, 0.38929623360888505] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.4189099999999999, -0.40107000000000004], [0.3647100000000001, -0.3453900000000001], [-0.3366199999999999, -0.40452]]
8 61.402 [0, 0] [-0.3554782774143312, 0.38929623360888505] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.4189099999999999, -0.40107000000000004], [0.3647100000000001, -0.3453900000000001], [-0.3366199999999999, -0.40452]]
8 66.409 [0, 0] [-0.3554782774143312, 0.38929623360888505] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.4189099999999999, -0.40107000000000004], [0.3647100000000001, -0.3453900000000001], [-0.3366199999999999, -0.40452]]
8 71.417 [0, 0] [-0.3554782774143312, 0.38929623360888505] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.4189099999999999, -0.40107000000000004], [0.3647100000000001, -0.3453900000000001], [-0.3366199999999999, -0.40452]]
8 76.424 [0, 0] [-0.3554782774143312, 0.38929623360888505] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.4189099999999999, -0.40107000000000004], [0.3647100000000001, -0.3453900000000001], [-0.3366199999999999, -0.40452]]
8 81.431 [0, 0] [-0.3554782774143312, 0.38929623360888505] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.4189099999999999, -0.40107000000000004], [0.3647100000000001, -0.3453900000000001], [-0.3366199999999999, -0.40452]]
8 86.438 [0, 0] [-0.3554782774143312, 0.38929623360888505] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.4189099999999999, -0.40107000000000004], [0.3647100000000001, -0.3453900000000001], [-0.3366199999999999, -0.40452]]
8 91.446 [0, 0] [-0.3554782774143312, 0.38929623360888505] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.4189099999999999, -0.40107000000000004], [0.3647100000000001, -0.3453900000000001], [-0.3366199999999999, -0.40452]]
