ID TIME FPS
10 0.104 0.1
10 0.197 0.09
10 0.296 0.1
10 0.398 0.1
10 0.497 0.1
10 0.597 0.1
10 0.697 0.1
10 0.797 0.1
10 0.897 0.1
10 0.998 0.1
10 1.097 0.1
10 1.198 0.1
10 1.298 0.1
10 1.398 0.1
10 1.498 0.1
10 1.599 0.1
10 1.698 0.1
10 1.798 0.1
10 1.898 0.1
10 1.999 0.1
10 2.098 0.1
10 2.199 0.1
10 2.298 0.1
10 2.399 0.1
10 2.499 0.1
10 2.6 0.1
10 2.699 0.1
10 2.799 0.1
10 2.899 0.1
10 2.999 0.1
10 3.107 0.11
10 3.2 0.09
10 3.299 0.1
10 3.399 0.1
10 3.5 0.1
10 3.6 0.1
10 3.7 0.1
10 3.8 0.1
10 3.9 0.1
10 4.001 0.1
10 4.1 0.1
10 4.201 0.1
10 4.301 0.1
10 4.403 0.1
10 4.501 0.1
10 4.608 0.11
10 4.701 0.09
10 4.801 0.1
10 4.908 0.11
10 5.001 0.09
10 5.103 0.1
10 5.203 0.1
10 5.308 0.11
10 5.402 0.09
10 5.502 0.1
10 5.61 0.11
10 5.703 0.09
10 5.802 0.1
10 5.903 0.1
10 6.002 0.1
10 6.102 0.1
10 6.205 0.1
10 6.303 0.1
10 6.403 0.1
10 6.503 0.1
10 6.603 0.1
10 6.704 0.1
10 6.803 0.1
10 6.903 0.1
10 7.004 0.1
10 7.104 0.1
10 7.204 0.1
10 7.304 0.1
10 7.404 0.1
10 7.504 0.1
10 7.605 0.1
10 7.712 0.11
10 7.806 0.09
10 7.905 0.1
10 8.012 0.11
10 8.105 0.09
10 8.211 0.11
10 8.306 0.09
10 8.406 0.1
10 8.513 0.11
10 8.607 0.09
10 8.706 0.1
10 8.806 0.1
10 8.906 0.1
10 9.008 0.1
10 9.107 0.1
10 9.207 0.1
10 9.313 0.11
10 9.414 0.1
10 9.508 0.09
10 9.607 0.1
10 9.708 0.1
10 9.807 0.1
10 9.909 0.1
10 10.008 0.1
10 10.109 0.1
10 10.216 0.11
10 10.312 0.1
10 10.408 0.1
10 10.51 0.1
10 10.609 0.1
10 10.709 0.1
10 10.809 0.1
10 10.916 0.11
10 11.01 0.09
10 11.109 0.1
10 11.211 0.1
10 11.31 0.1
10 11.417 0.11
10 11.51 0.09
10 11.61 0.1
10 11.711 0.1
10 11.81 0.1
10 11.91 0.1
10 12.011 0.1
10 12.118 0.11
10 12.211 0.09
10 12.311 0.1
10 12.411 0.1
10 12.511 0.1
10 12.618 0.11
10 12.711 0.09
10 12.811 0.1
10 12.911 0.1
10 13.019 0.11
10 13.112 0.09
10 13.212 0.1
10 13.312 0.1
10 13.412 0.1
10 13.513 0.1
10 13.612 0.1
10 13.713 0.1
10 13.815 0.1
10 13.914 0.1
10 14.012 0.1
10 14.113 0.1
10 14.216 0.1
10 14.317 0.1
10 14.413 0.1
10 14.521 0.11
10 14.614 0.09
10 14.713 0.1
