ID TIME cluster
8 1660310481.001 (-1945, -58306, 1660282560, 2, 9, 55555555555555555550, 55555555555555555550, 1, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0) 1
8 1660310481.001 (52934, -53320, 1660282681, 2, 9, 55555555555555555550, 55555555555555555550, 1, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0) 1
8 1660310481.001 (-110, 56595, 1660282809, 2, 9, 54814814814814814810, 48148148148148148144, 1, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0) 1
8 1660310481.001 (-5030, -53677, 1660282955, 2, 9, 55679012345679012342, 55679012345679012342, 1, '0x27CbdbC500599A5da7a3E5a71A8ae141a7f5cA27', 0) 1
8 1660310481.001 (-6327, 66371, 1660283109, 2, 9, 59166666666666666662, 59166666666666666662, 1, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0) 1
8 1660310481.001 (45890, -42055, 1660283336, 2, 9, 59444444444444444440, 6666666666666666666, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0) 0
8 1660310481.002 (-8237, 71670, 1660283570, 2, 9, 57592592592592592588, 25555555555555555554, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0) 0
8 1660310481.002 (-7399, -53587, 1660283598, 2, 9, 51666666666666666663, 51666666666666666663, 1, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0) 1
8 1660310481.002 (2097, 55169, 1660283844, 2, 9, 48765432098765432094, 41543209876543209872, 1, '0x27CbdbC500599A5da7a3E5a71A8ae141a7f5cA27', 0) 1
8 1660310481.002 (54555, -46020, 1660283848, 2, 9, 49364197530864197527, 49364197530864197527, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0) 1
8 1660310481.002 (47643, 43177, 1660283850, 2, 9, 58436728395061728391, 7222222222222222222, 0, '0xc72B1b70e69D270544369132d53529e37Be87742', 0) 0
8 1660310481.002 (-2630, 64842, 1660284156, 2, 9, 60575617283950617276, 60575617283950617276, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0) 1
8 1660310481.003 (54384, -53986, 1660284360, 2, 9, 63120370370370370364, 63120370370370370364, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 0) 1
8 1660310481.003 (1597, 63900, 1660284638, 2, 9, 56276234567901234562, 56276234567901234562, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 0) 1
8 1660310481.003 (-3362, -57161, 1660284777, 2, 9, 55541666666666666662, 55541666666666666662, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0) 1
8 1660310481.003 (60901, -41072, 1660284912, 2, 9, 46108539094650205755, 25275205761316872424, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 0) 1
8 1660310481.003 (-2852, -58151, 1660285202, 2, 9, 66708333333333333324, 66708333333333333324, 1, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0) 1
8 1660310481.003 (2192, 63964, 1660285353, 2, 9, 53083333333333333327, 53083333333333333327, 1, '0x27CbdbC500599A5da7a3E5a71A8ae141a7f5cA27', 0) 1
8 1660310481.003 (55812, -48367, 1660285621, 2, 9, 57711419753086419745, 57711419753086419745, 1, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0) 1
8 1660310481.004 (-3924, 66110, 1660285728, 2, 9, 46547325102880658429, 46547325102880658429, 1, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0) 1
8 1660310481.004 (-3849, -54735, 1660285864, 2, 9, 60580589849108367620, 60580589849108367620, 1, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0) 1
8 1660310481.004 (53580, -50101, 1660285950, 2, 9, 55443758573388203012, 55443758573388203012, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0) 1
8 1660310481.004 (486, 62389, 1660286155, 2, 9, 54310185185185185178, 54310185185185185178, 1, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0) 1
8 1660310481.004 (54888, -48424, 1660286254, 2, 9, 52828703703703703697, 52828703703703703697, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0) 1
8 1660310481.004 (-6349, -52152, 1660286460, 2, 9, 38358024691358024687, 38358024691358024687, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0) 1
8 1660310481.004 (-7673, -52028, 1660286773, 2, 9, 53623456790123456784, 50413580246913580241, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0) 1
8 1660310481.004 (-2132, 63190, 1660286917, 2, 9, 49599794238683127566, 49599794238683127566, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0) 1
8 1660310481.005 (1310, -53251, 1660287131, 2, 9, 50758916323731138539, 43513545953360768169, 1, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0) 1
8 1660310481.005 (-2915, 62684, 1660287249, 2, 9, 59568029835390946493, 59568029835390946493, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0) 1
8 1660310481.005 (51437, -49729, 1660287309, 2, 9, 49388438786008230447, 49388438786008230447, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0) 1
8 1660310481.005 (-2948, -59207, 1660287657, 2, 9, 47455889917695473244, 47455889917695473244, 1, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0) 1
8 1660310481.005 (57197, -48110, 1660288044, 2, 9, 67969907407407407397, 67969907407407407397, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0) 1
8 1660310481.005 (1653, 60311, 1660288127, 2, 9, 64737847222222222212, 64737847222222222212, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0) 1
8 1660310481.005 (3526, 66101, 1660288460, 2, 9, 60928305041152263366, 60928305041152263366, 1, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0) 1
8 1660310481.006 (-7286, -59173, 1660288468, 2, 9, 43561599794238683122, 43561599794238683122, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0) 1
8 1660310481.006 (-8138, -52748, 1660288798, 2, 9, 52730645576131687235, 52730645576131687235, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0) 1
8 1660310481.006 (-5995, 73672, 1660289005, 2, 9, 52730645576131687235, 10494148662551440328, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0) 0
8 1660310481.006 (-2746, -61192, 1660289241, 2, 9, 54592178212162780055, 54592178212162780055, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0) 1
8 1660310481.006 (-7562, 63319, 1660289355, 2, 9, 43608618874790428281, 43608618874790428281, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0) 1
8 1660310481.006 (5061, 57606, 1660289656, 2, 9, 59578667981252857787, 54329182384545038858, 1, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0) 1
8 1660310481.006 (51570, -42602, 1660289896, 2, 9, 54261477623456790115, 54261477623456790115, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0) 1
8 1660310481.006 (469, 57812, 1660290167, 2, 9, 56784750800182898938, 56784750800182898938, 1, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0) 1
8 1660310481.007 (3949, -53150, 1660290304, 2, 9, 51078238121094345366, 33716144642584971798, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 0) 1
8 1660310481.007 (-13105, -57050, 1660290332, 2, 9, 55113297722019001159, 39558205566034141130, 1, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0) 1
8 1660310481.007 (51494, -41893, 1660290398, 2, 9, 40660346438974411074, 36308780366729326485, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0) 1
8 1660310481.007 (-9398, -56328, 1660290656, 2, 9, 61932892827632458584, 48627802771207870936, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 0) 1
8 1660310481.007 (56584, -46556, 1660290854, 2, 9, 57028166564405222744, 57028166564405222744, 1, '0x27CbdbC500599A5da7a3E5a71A8ae141a7f5cA27', 0) 1
8 1660310481.007 (-2768, 64628, 1660290876, 2, 9, 69131087426674681924, 62714329586314425398, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0) 1
8 1660310481.007 (-6718, -60387, 1660291137, 2, 9, 58363509017476811275, 58363509017476811275, 1, '0x27CbdbC500599A5da7a3E5a71A8ae141a7f5cA27', 0) 1
8 1660310481.008 (-1097, 61517, 1660291321, 2, 9, 57435127878427757688, 57435127878427757688, 1, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0) 1
8 1660310481.008 (-7179, -58463, 1660291464, 2, 9, 54744357113142926647, 54744357113142926647, 1, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0) 1
8 1660310481.008 (-7684, -53679, 1660291498, 2, 9, 47437572717849008117, 47437572717849008117, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0) 1
8 1660310481.008 (-11764, 66050, 1660291796, 2, 9, 61878161934499760036, 29325955558388649365, 0, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0) 0
8 1660310481.008 (48927, -48420, 1660291954, 2, 9, 44577350694552326596, 36202134855942264703, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 0) 1
8 1660310481.008 (-14107, -53959, 1660291956, 2, 9, 57099469937041732852, 6347735105952433287, 0, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0) 0
8 1660310481.008 (4210, -64367, 1660292279, 2, 9, 55407273610331259966, 29102494826368675542, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0) 0
8 1660310481.008 (56783, -47242, 1660292283, 2, 9, 60017834175160439509, 60017834175160439509, 1, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0) 1
8 1660310481.009 (-10462, 64127, 1660292423, 2, 9, 47801574482215225654, 32631908301169613448, 1, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0) 1
8 1660310481.009 (-1840, -52722, 1660292615, 2, 9, 54628215061164867626, 54628215061164867626, 1, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0) 1
8 1660310481.009 (-2526, 56737, 1660292882, 2, 9, 60085494464978757216, 41583774253611898606, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0) 1
8 1660310481.009 (-4010, -58501, 1660293081, 2, 9, 54997563690064366744, 54997563690064366744, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 0) 1
8 1660310481.009 (53561, -41540, 1660293087, 2, 9, 44543692014269794610, 44543692014269794610, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0) 1
8 1660310481.009 (-1042, 65526, 1660293466, 2, 9, 72670664542128229409, 72670664542128229409, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 0) 1
8 1660310481.009 (50790, -46171, 1660293836, 2, 9, 62226375889803127155, 62226375889803127155, 1, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0) 1
8 1660310481.009 (5836, 60741, 1660294107, 2, 9, 58465110794149266892, 51341822640556525136, 1, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0) 1
8 1660310481.01 (-2427, -54190, 1660294448, 2, 9, 58514833646408978802, 58514833646408978802, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 0) 1
8 1660310481.01 (6301, 60409, 1660294478, 2, 9, 42563288317034775796, 42563288317034775796, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0) 1
8 1660310481.01 (60608, -44380, 1660294518, 2, 9, 52970689528924141762, 52970689528924141762, 1, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0) 1
8 1660310481.01 (54753, -56596, 1660294722, 2, 9, 73753244925560641901, 64393048110989414538, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0) 1
8 1660310481.01 (-1427, 64201, 1660294928, 2, 9, 55835584406196936745, 55835584406196936745, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 0) 1
8 1660310481.01 (-4614, -60065, 1660295146, 2, 9, 42201119391364416369, 42201119391364416369, 1, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0) 1
8 1660310481.01 (-6958, -48782, 1660295530, 2, 9, 74347122313823984934, 45922738684652862216, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0) 1
8 1660310481.011 (-3236, 64739, 1660295700, 2, 9, 64233754718777895943, 64233754718777895943, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0) 1
8 1660310481.011 (51447, -48103, 1660295824, 2, 9, 46266156290661898510, 46266156290661898510, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 0) 1
8 1660310481.011 (-9573, -50113, 1660296034, 2, 9, 52414431235580463217, 27664764147367202518, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0) 1
8 1660310481.011 (-3211, 58798, 1660296213, 2, 9, 52649862349434044135, 52649862349434044135, 1, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0) 1
8 1660310481.011 (-9272, -58715, 1660296478, 2, 9, 59328762073299502663, 59328762073299502663, 1, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0) 1
8 1660310481.011 (112, 62500, 1660296756, 2, 9, 55356995918482145587, 55356995918482145587, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0) 1
8 1660310481.011 (60861, -41971, 1660296778, 2, 9, 49117083197443991969, 41780569473873102893, 1, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0) 1
8 1660310481.011 (53876, -49849, 1660297000, 2, 9, 78765497797583563383, 78765497797583563383, 1, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0) 1
8 1660310481.012 (-515, 62924, 1660297184, 2, 9, 53166459291548763773, 53166459291548763773, 1, '0x27CbdbC500599A5da7a3E5a71A8ae141a7f5cA27', 0) 1
8 1660310481.012 (-1639, -59484, 1660297422, 2, 9, 35416975736049939217, 35416975736049939217, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 0) 1
8 1660310481.012 (55839, -49774, 1660297518, 2, 9, 39908851492342868773, 39908851492342868773, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0) 1
8 1660310481.012 (-835, 59559, 1660297718, 2, 9, 44240830677288823042, 44240830677288823042, 1, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0) 1
8 1660310481.012 (-3786, -58035, 1660297848, 2, 9, 42751959891306714009, 42751959891306714009, 1, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0) 1
8 1660310481.012 (3410, -56784, 1660298262, 2, 9, 51938163386011433952, 45348674379936763850, 1, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0) 1
8 1660310481.012 (59656, -53011, 1660298462, 2, 9, 38795902714818143319, 38795902714818143319, 1, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0) 1
8 1660310481.012 (-306, 65129, 1660298648, 2, 9, 34659193847866718540, 34659193847866718540, 1, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0) 1
8 1660310481.013 (-54, 64389, 1660299034, 2, 9, 68054834780929447539, 68054834780929447539, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0) 1
8 1660310481.013 (61754, -45657, 1660299336, 2, 9, 60797333172366173299, 60797333172366173299, 1, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0) 1
8 1660310481.013 (-3775, -55996, 1660299682, 2, 9, 49081400244374340277, 49081400244374340277, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 0) 1
8 1660310481.013 (59552, -45242, 1660299898, 2, 9, 59001606693919683280, 59001606693919683280, 1, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0) 1
8 1660310481.013 (-2705, 62501, 1660299996, 2, 9, 48826992600822003596, 48826992600822003596, 1, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0) 1
8 1660310481.013 (-2304, -62441, 1660300190, 2, 9, 64190770788858396086, 57045392160761717412, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 0) 1
8 1660310481.013 (-330, 65764, 1660300326, 2, 9, 61257923578343649912, 61257923578343649912, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0) 1
8 1660310481.014 (53839, -47478, 1660300514, 2, 9, 62311092314313827832, 60807579764660999085, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 0) 1
8 1660310481.014 (-651, 61873, 1660300931, 2, 9, 77012620652924700587, 77012620652924700587, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 0) 1
8 1660310481.014 (55803, -48728, 1660301675, 2, 9, 75073615148844021961, 75073615148844021961, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 0) 1
8 1660310481.014 (-2696, -57852, 1660301705, 2, 9, 61793760065489421355, 61793760065489421355, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0) 1
8 1660310481.014 (-7208, 68456, 1660302080, 2, 9, 49662563010124823623, 49662563010124823623, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0) 1
8 1660310481.014 (3296, -64050, 1660302103, 2, 9, 61361371434935825025, 13407423733136827910, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0) 1
8 1660310481.014 (62928, -47705, 1660302539, 2, 9, 50760821068127076797, 50760821068127076797, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0) 1
8 1660310481.014 (1095, 64623, 1660302740, 2, 9, 40055849275832665374, 40055849275832665374, 1, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0) 1
8 1660310481.015 (-8679, -50441, 1660302990, 2, 9, 50040039191393841022, 46623267114169938006, 1, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0) 1
8 1660310481.015 (56545, -48024, 1660303252, 2, 9, 57664071969957014082, 57664071969957014082, 1, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0) 1
8 1660310481.015 (628, 68736, 1660303463, 2, 9, 50355454789505203091, 50355454789505203091, 1, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0) 1
8 1660310481.015 (-5230, -51056, 1660303494, 2, 9, 48218282122197618748, 37451248829534647681, 1, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0) 1
8 1660310481.015 (62829, -44924, 1660303836, 2, 9, 45651606062776630459, 45651606062776630459, 1, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0) 1
8 1660310481.015 (-5642, 62375, 1660303946, 2, 9, 36862899330304355189, 36862899330304355189, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 0) 1
8 1660310481.015 (7679, 63176, 1660304130, 2, 9, 42840982139191793440, 17692547467365057947, 1, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0) 1
8 1660310481.015 (63840, -52787, 1660304202, 2, 9, 40973137912879949809, 40973137912879949809, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0) 1
8 1660310481.016 (58706, -51546, 1660304626, 2, 9, 40698405138546239517, 40698405138546239517, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0) 1
8 1660310481.016 (-9826, -63834, 1660304826, 2, 9, 34902447442072091600, 34902447442072091600, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0) 1
8 1660310481.016 (-8720, 64877, 1660304834, 2, 9, 35929207584959204161, 35929207584959204161, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0) 1
8 1660310481.016 (59191, -51698, 1660305112, 2, 9, 50405080867662107442, 50405080867662107442, 1, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0) 1
8 1660310481.016 (-4619, 68359, 1660305592, 2, 9, 61417568336313126200, 41874088811956579904, 1, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0) 1
8 1660310481.016 (57678, -47695, 1660305836, 2, 9, 48524857077113425159, 48524857077113425159, 1, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0) 1
8 1660310481.016 (55877, -47407, 1660306198, 2, 9, 45314741162423939282, 45314741162423939282, 1, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0) 1
8 1660310481.016 (-1462, 60749, 1660306810, 2, 9, 34718361001769224360, 34718361001769224360, 1, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0) 1
8 1660310481.017 (-5269, -55031, 1660306954, 2, 10, 32455678566337436955, 32455678566337436955, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0) 1
8 1660310481.017 (-4832, -54273, 1660307639, 2, 9, 57467083515681002385, 57467083515681002385, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0) 1
8 1660310481.017 (1714, 70393, 1660307897, 2, 9, 47252386936409120469, 36648301451270317943, 1, '0x27CbdbC500599A5da7a3E5a71A8ae141a7f5cA27', 0) 1
8 1660310481.017 (-1715, 66078, 1660308294, 2, 9, 52577224412491328011, 52577224412491328011, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0) 1
8 1660310481.017 (58093, -41001, 1660308996, 2, 9, 79634219411589242410, 79634219411589242410, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0) 1
8 1660310481.017 (-936, 55754, 1660309918, 2, 9, 66407396627859957160, 66407396627859957160, 1, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0) 1
8 1660310481.017 (-3888, -51161, 1660310090, 2, 9, 54521295858628468652, 54521295858628468652, 1, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0) 1
8 1660310481.017 (52940, -46344, 1660310590, 0, 5, 33641350531550237853, 33641350531550237853, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 0) 1
