ID TIME pos
1 5.046 [0.4491111638869735, -0.4177785974369984] []
1 10.078 [0.4491111638869735, -0.4177785974369984] []
1 15.159 [0.4491111638869735, -0.4177785974369984] []
1 20.164 [0.4491111638869735, -0.4177785974369984] []
1 25.184 [0.4491111638869735, -0.4177785974369984] []
1 30.225 [0.4491111638869735, -0.4177785974369984] []
1 35.241 [0.4491111638869735, -0.4177785974369984] [(10698, -33400, 1676646178, 0, 1, 10000000000000000000, 10000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 10698, -33400)]
1 55.954 [0.4491111638869735, -0.4177785974369984] [(10698, -33400, 1676646197, 0, 1, 10000000000000000000, 10000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 10698, -33400)]
1 81.462 [0.4491111638869735, -0.4177785974369984] [(23840, -36271, 1676646197, 0, 5, 50000000000000000000, 30000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 32414, -38824)]
1 86.475 [0.4491111638869735, -0.4177785974369984] [(21801, -35619, 1676646197, 0, 6, 60000000000000000000, 30000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 32414, -38824)]
1 91.522 [0.4491111638869735, -0.4177785974369984] [(20442, -35319, 1676646197, 0, 7, 70000000000000000000, 30000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 32414, -38824)]
1 96.598 [0.4491111638869735, -0.4177785974369984] [(19398, -35194, 1676646197, 0, 8, 80000000000000000000, 30000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 32414, -38824)]
1 101.687 [0.4491111638869735, -0.4177785974369984] [(19398, -35194, 1676646197, 0, 8, 80000000000000000000, 30000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 32414, -38824)]
1 106.692 [0.4491111638869735, -0.4177785974369984] [(17546, -34781, 1676646197, 2, 10, 100000000000000000000, 30000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 32414, -38824)]
1 111.741 [0.4491111638869735, -0.4177785974369984] [(17546, -34781, 1676646197, 2, 10, 100000000000000000000, 30000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 32414, -38824)]
1 116.785 [0.4491111638869735, -0.4177785974369984] [(17546, -34781, 1676646197, 2, 10, 100000000000000000000, 30000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 32414, -38824), (64198, -87935, 1676646261, 0, 1, 12142857142857142000, 12142857142857142000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 64198, -87935)]
