ID TIME pos
5 0.098 [0, 0] [-0.3627042145495745, -0.3886294839370129]
5 5.111 [0, 0] [-0.3627042145495745, -0.3886294839370129]
5 10.111 [0, 0] [-0.3627042145495745, -0.3886294839370129]
5 15.117 [0, 0] [-0.3627042145495745, -0.3886294839370129]
5 20.121 [0, 0] [-0.3627042145495745, -0.3886294839370129]
5 25.132 [0, 0] [-0.3627042145495745, -0.3886294839370129]
5 30.133 [0, 0] [-0.3627042145495745, -0.3886294839370129]
5 35.142 [0, 0] [-0.3627042145495745, -0.3886294839370129]
5 40.151 [0, 0] [-0.3627042145495745, -0.3886294839370129]
5 45.16 [0, 0] [-0.3627042145495745, -0.3886294839370129]
5 50.164 [0, 0] [-0.3627042145495745, -0.3886294839370129]
5 55.172 [0, 0] [-0.3627042145495745, -0.3886294839370129]
5 60.177 [0, 0] [-0.3627042145495745, -0.3886294839370129]
5 65.185 [0, 0] [-0.3627042145495745, -0.3886294839370129]
5 70.186 [0, 0] [-0.3627042145495745, -0.3886294839370129]
5 75.195 [0, 0] [-0.3627042145495745, -0.3886294839370129]
5 80.202 [0, 0] [-0.3627042145495745, -0.3886294839370129]
5 85.209 [0, 0] [-0.3627042145495745, -0.3886294839370129]
5 90.215 [0, 0] [-0.3627042145495745, -0.3886294839370129]
5 95.218 [0, 0] [-0.3627042145495745, -0.3886294839370129]
5 100.227 [0, 0] [-0.3627042145495745, -0.3886294839370129]
5 105.234 [0, 0] [-0.3627042145495745, -0.3886294839370129]
5 110.242 [0, 0] [-0.3627042145495745, -0.3886294839370129]
5 115.244 [0, 0] [-0.3627042145495745, -0.3886294839370129]
5 120.25 [-0.3289200000000001, -0.27712000000000003] [-0.3627042145495745, -0.3886294839370129]
5 125.256 [-0.3289200000000001, -0.27712000000000003] [-0.3627042145495745, -0.3886294839370129]
5 130.262 [-0.3135733333333333, -0.30658666666666673] [-0.3627042145495745, -0.3886294839370129]
5 135.271 [-0.3136466666666667, -0.30678999999999995] [-0.3627042145495745, -0.3886294839370129]
5 140.279 [-0.30389731411448445, -0.36207078133195214] [-0.3627042145495745, -0.3886294839370129]
5 145.281 [-0.30331481411448447, -0.3637582813319521] [-0.3627042145495745, -0.3886294839370129]
5 150.288 [-0.30331231411448445, -0.3637582813319521] [-0.3627042145495745, -0.3886294839370129]
5 155.295 [-0.30331231411448445, -0.3637582813319521] [-0.3627042145495745, -0.3886294839370129]
5 160.301 [-0.30948385129158756, -0.35507462506556164] [-0.3627042145495745, -0.3886294839370129]
5 165.308 [-0.3092178512915876, -0.3539586250655617] [-0.3627042145495745, -0.3886294839370129]
5 170.316 [-0.31398132235113396, -0.33098473218968694] [-0.3627042145495745, -0.3886294839370129]
5 175.323 [-0.3152099070572423, -0.33012414066597606] [-0.3627042145495745, -0.3886294839370129]
5 180.327 [-0.3157074070572422, -0.328691640665976] [-0.3627042145495745, -0.3886294839370129]
5 185.334 [-0.3180974070572422, -0.32713289066597606] [-0.3627042145495745, -0.3886294839370129]
5 190.341 [-0.31803240705724223, -0.32724289066597606] [-0.3627042145495745, -0.3886294839370129]
5 195.349 [-0.31802490705724223, -0.32718039066597604] [-0.3627042145495745, -0.3886294839370129]
5 200.356 [-0.31802490705724223, -0.3271791406659761] [-0.3627042145495745, -0.3886294839370129]
5 205.361 [-0.3177349070572422, -0.32725914066597606] [-0.3627042145495745, -0.3886294839370129]
5 210.368 [-0.31773240705724226, -0.32726039066597606] [-0.3627042145495745, -0.3886294839370129]
5 215.374 [-0.31773240705724226, -0.32726039066597606] [-0.3627042145495745, -0.3886294839370129]
5 220.382 [-0.32128592564579384, -0.3218103125327808] [-0.3627042145495745, -0.3886294839370129]
5 225.389 [-0.3212869256457938, -0.3218103125327808] [-0.3627042145495745, -0.3886294839370129]
5 230.396 [-0.3212869256457938, -0.3218103125327808] [-0.3627042145495745, -0.3886294839370129]
5 235.4 [-0.3212869256457938, -0.3218103125327808] [-0.3627042145495745, -0.3886294839370129]
5 240.407 [-0.3217099324052671, -0.3197666477570735] [-0.3627042145495745, -0.3886294839370129]
5 245.415 [-0.3217099324052671, -0.3197666477570735] [-0.3627042145495745, -0.3886294839370129]
5 250.424 [-0.32200660470482817, -0.3209385937773173] [-0.3627042145495745, -0.3886294839370129]
5 255.429 [-0.3220841047048282, -0.3208969271106507] [-0.3627042145495745, -0.3886294839370129]
5 260.437 [-0.3220841047048282, -0.3208969271106507] [-0.3627042145495745, -0.3886294839370129]
5 265.444 [-0.3220841047048282, -0.3208969271106507] [-0.3627042145495745, -0.3886294839370129]
5 270.448 [-0.3220841047048282, -0.3208969271106507] [-0.3627042145495745, -0.3886294839370129]
5 275.452 [-0.3220841047048282, -0.3208969271106507] [-0.3627042145495745, -0.3886294839370129]
5 280.462 [-0.3220841047048282, -0.3208969271106507] [-0.3627042145495745, -0.3886294839370129]
5 285.466 [-0.3220841047048282, -0.3208969271106507] [-0.3627042145495745, -0.3886294839370129]
5 290.473 [-0.32208577137149486, -0.320902760443984] [-0.3627042145495745, -0.3886294839370129]
5 295.477 [-0.32202577137149485, -0.321002760443984] [-0.3627042145495745, -0.3886294839370129]
5 300.486 [-0.32245917357368753, -0.32031562502521604] [-0.3627042145495745, -0.3886294839370129]
5 305.492 [-0.3223122504967645, -0.32054793271752374] [-0.3627042145495745, -0.3886294839370129]
5 310.498 [-0.3223053274198414, -0.32055639425598526] [-0.3627042145495745, -0.3886294839370129]
5 315.504 [-0.32230532741984147, -0.32055331733290837] [-0.3627042145495745, -0.3886294839370129]
5 320.515 [-0.32230532741984147, -0.32055331733290837] [-0.3627042145495745, -0.3886294839370129]
5 325.519 [-0.32230532741984147, -0.32055331733290837] [-0.3627042145495745, -0.3886294839370129]
5 330.525 [-0.32230532741984147, -0.32055331733290837] [-0.3627042145495745, -0.3886294839370129]
5 335.532 [-0.32230532741984147, -0.32055331733290837] [-0.3627042145495745, -0.3886294839370129]
5 340.537 [-0.32230532741984147, -0.32055331733290837] [-0.3627042145495745, -0.3886294839370129]
5 345.543 [-0.322610712035226, -0.32065870194829293] [-0.3627042145495745, -0.3886294839370129]
5 350.55 [-0.3226199428044568, -0.32065331733290836] [-0.3627042145495745, -0.3886294839370129]
5 355.558 [-0.3226199428044568, -0.32065331733290836] [-0.3627042145495745, -0.3886294839370129]
5 360.566 [-0.32259455818907223, -0.32103793271752373] [-0.3627042145495745, -0.3886294839370129]
5 365.571 [-0.32259455818907223, -0.3210402404098315] [-0.3627042145495745, -0.3886294839370129]
5 370.577 [-0.3227276351121491, -0.3214702404098314] [-0.3627042145495745, -0.3886294839370129]
5 375.584 [-0.3227276351121491, -0.3214702404098314] [-0.3627042145495745, -0.3886294839370129]
5 380.591 [-0.32274840434291835, -0.3216148557944468] [-0.3627042145495745, -0.3886294839370129]
5 385.595 [-0.32274840434291835, -0.32161639425598526] [-0.3627042145495745, -0.3886294839370129]
