ID TIME pos
10 5.286 [-0.4015443078321023, 0.39337585988638324] []
10 10.302 [-0.4015443078321023, 0.39337585988638324] []
10 15.343 [-0.4015443078321023, 0.39337585988638324] []
10 20.485 [-0.4015443078321023, 0.39337585988638324] [(44367, -39127, 1676600535, 0, 1, 10000000000000000000, 10000000000000000000, 0, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 44367, -39127)]
10 47.01 [-0.4015443078321023, 0.39337585988638324] [(43851, -39309, 1676600535, 0, 3, 30000000000000000000, 10000000000000000000, 0, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 44367, -39127)]
10 72.571 [-0.4015443078321023, 0.39337585988638324] [(44499, -39169, 1676600535, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 44367, -39127)]
10 77.596 [-0.4015443078321023, 0.39337585988638324] [(44499, -39169, 1676600535, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 44367, -39127)]
10 82.696 [-0.4015443078321023, 0.39337585988638324] [(44499, -39169, 1676600535, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 44367, -39127)]
10 87.716 [-0.4015443078321023, 0.39337585988638324] [(44499, -39169, 1676600535, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 44367, -39127)]
10 92.815 [-0.4015443078321023, 0.39337585988638324] [(44499, -39169, 1676600535, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 44367, -39127)]
10 97.86 [-0.4015443078321023, 0.39337585988638324] [(44499, -39169, 1676600535, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 44367, -39127)]
10 102.946 [-0.4015443078321023, 0.39337585988638324] [(44499, -39169, 1676600535, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 44367, -39127)]
10 108.007 [-0.4015443078321023, 0.39337585988638324] [(44499, -39169, 1676600535, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 44367, -39127)]
10 113.031 [-0.4015443078321023, 0.39337585988638324] [(44499, -39169, 1676600535, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 44367, -39127)]
10 118.068 [-0.4015443078321023, 0.39337585988638324] [(44499, -39169, 1676600535, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 44367, -39127)]
10 123.118 [-0.4015443078321023, 0.39337585988638324] [(44499, -39169, 1676600535, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 44367, -39127)]
10 128.186 [-0.4015443078321023, 0.39337585988638324] [(44499, -39169, 1676600535, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 44367, -39127), (-33924, 44102, 1676600633, 0, 1, 10555555555555555000, 10555555555555555000, 1, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, -33924, 44102)]
10 174.143 [-0.4015443078321023, 0.39337585988638324] [(44499, -39169, 1676600535, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 44367, -39127), (-37270, 43702, 1676600633, 0, 7, 71666666666666665000, 50555555555555555000, 1, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, -38656, 43691)]
