[10 INFO main 30] Initialising Python Geth Console...
[10 INFO main 33] Initialising RandB board...
[10 INFO main 33] Initialising navigation...
[10 INFO main 34] Initialising random-walk...
[10 INFO main 34] Initialising odometry...
[10 INFO main 34] Initialising ground-sensors...
[10 INFO main 626] --//-- Starting Experiment --//--
[10 INFO main 1719] Idle.IDLE -> Scout.Query | Duration: 20.75
[10 INFO main 25549] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 28856] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 29661] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 30463] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 30663] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 32464] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 32863] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 33167] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 33959] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 34567] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 34964] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 37070] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 37967] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 39169] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 40063] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 43169] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 44278] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 44667] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 45368] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 45572] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 46374] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 47971] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 48472] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 49185] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 49478] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 49680] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 50483] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 51081] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 51485] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 53384] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 53687] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 54489] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 54690] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 54887] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 55693] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 56488] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 56694] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 57892] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 58701] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 58789] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 59704] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 65702] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 66103] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 67504] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 68207] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 68806] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 69208] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 69808] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 70209] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 74610] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 75520] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 77416] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 77718] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 79116] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 79726] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 80920] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 81828] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 82120] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 82830] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 83224] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 83831] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 86721] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 87028] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 90632] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 91038] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 91938] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 92139] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 94640] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 95244] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 96345] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 97346] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 98842] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 99454] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 99544] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 100547] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 104451] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 104746] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 105859] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 106753] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 107854] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 108954] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 110250] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 111060] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 113556] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 114259] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 115162] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 115261] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 117570] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 118270] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 119869] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 120273] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 121670] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 122278] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
