[10 INFO main 30] Initialising Python Geth Console...
[10 INFO main 33] Initialising RandB board...
[10 INFO main 33] Initialising navigation...
[10 INFO main 34] Initialising random-walk...
[10 INFO main 34] Initialising odometry...
[10 INFO main 34] Initialising ground-sensors...
[10 INFO main 626] --//-- Starting Experiment --//--
[10 INFO main 1719] Idle.IDLE -> Scout.Query | Duration: 20.75
[10 INFO main 124067] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 124282] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 124979] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 125283] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 130582] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 131687] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 135787] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 136783] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 140398] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 140900] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 141295] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 141998] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 142097] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 143000] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 144605] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 145106] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 147805] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 148305] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 149105] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 149310] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 149496] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 150310] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 151204] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 151205] Scout.Query -> Scout.Query | return to random walk
