ID TIME pos
1 0.101 [0, 0] [-0.5489664982619349, -0.40786683238381183]
1 5.107 [0, 0] [-0.5489664982619349, -0.40786683238381183]
1 10.113 [0, 0] [-0.5489664982619349, -0.40786683238381183]
1 15.12 [0, 0] [-0.5489664982619349, -0.40786683238381183]
1 20.127 [0, 0] [-0.5489664982619349, -0.40786683238381183]
1 25.134 [0, 0] [-0.5489664982619349, -0.40786683238381183]
1 30.141 [0, 0] [-0.5489664982619349, -0.40786683238381183]
1 35.148 [0, 0] [-0.5489664982619349, -0.40786683238381183]
1 40.154 [0, 0] [-0.5489664982619349, -0.40786683238381183]
1 45.161 [0, 0] [-0.5489664982619349, -0.40786683238381183]
1 50.166 [0, 0] [-0.5489664982619349, -0.40786683238381183]
1 55.173 [0, 0] [-0.5489664982619349, -0.40786683238381183]
1 60.18 [0, 0] [-0.5489664982619349, -0.40786683238381183]
1 65.187 [0, 0] [-0.5489664982619349, -0.40786683238381183]
1 70.192 [0, 0] [-0.5489664982619349, -0.40786683238381183]
1 75.199 [0, 0] [-0.5489664982619349, -0.40786683238381183]
1 80.206 [0, 0] [-0.5489664982619349, -0.40786683238381183]
1 85.212 [-0.41215, -0.27971999999999997] [-0.5489664982619349, -0.40786683238381183]
1 90.219 [-0.41215, -0.27971999999999997] [-0.5489664982619349, -0.40786683238381183]
1 95.226 [-0.38968, -0.346735] [-0.5489664982619349, -0.40786683238381183]
1 100.233 [-0.37327, -0.402215] [-0.5489664982619349, -0.40786683238381183]
1 105.24 [-0.37098999999999993, -0.41012499999999996] [-0.5489664982619349, -0.40786683238381183]
1 110.245 [-0.38355749999999994, -0.4268625] [-0.5489664982619349, -0.40786683238381183]
1 115.251 [-0.3833559999999999, -0.41910800000000004] [-0.5489664982619349, -0.40786683238381183]
1 120.257 [-0.40007315928926906, -0.41482670332659827] [-0.5489664982619349, -0.40786683238381183]
1 125.264 [-0.39899912389165376, -0.41561299147624303] [-0.5489664982619349, -0.40786683238381183]
1 130.271 [-0.39931801278054263, -0.41641743592068753] [-0.5489664982619349, -0.40786683238381183]
1 135.277 [-0.39942579055832034, -0.4174129914762431] [-0.5489664982619349, -0.40786683238381183]
1 140.283 [-0.3996880127805426, -0.41648743592068754] [-0.5489664982619349, -0.40786683238381183]
1 145.29 [-0.3996880127805426, -0.41648743592068754] [-0.5489664982619349, -0.40786683238381183]
1 150.296 [-0.3985892115024884, -0.41434169232861884] [-0.5489664982619349, -0.40786683238381183]
1 155.302 [-0.3985892115024884, -0.41434169232861884] [-0.5489664982619349, -0.40786683238381183]
