ID TIME BLOCK BALANCE UBI PAY #ROBOT MEAN #VOTES #OKVOTES #MYVOTES #MYOKVOTES R? C?
3 27.008 2 20.999999999999947306 40 0 3 0 0 0 None None False False
3 56.97 3 20.999999999999947306 40 0 4 0 0 0 None None False False
3 126.958 7 81.000001218604748482 0 0 8 0 1 0 None None False False
3 162.987 8 80.999999999999868595 20 0 8 0 1 0 None None False False
3 192.976 10 40.999999064510693043 20 0 8 0 9 0 None None True False
3 218.984 11 40.999999064510693043 20 0 8 0 11 0 None None True False
3 281.973 11 40.999999064510693043 20 0 8 0 9 0 None None True False
3 353.045 14 20.999998270579406017 0 40 8 2373669 13 8 None None False False
3 368.983 14 20.999998270579406017 0 40 8 2373669 13 8 None None False False
3 386.002 16 144.999998270579040516 0 0 8 2492747 16 13 None None False False
3 403.033 16 144.999998270579040516 0 0 8 2492747 16 13 None None False False
3 458.996 17 144.999998270579040516 0 0 8 2492747 16 13 None None False False
3 511.994 22 24.999995627384363666 0 135 8 2432033 26 20 None None False False
3 531.008 22 24.999995627384363666 0 135 8 2432033 26 20 None None False False
3 555.002 23 24.999995627384363666 0 135 8 2432033 30 20 None None False False
3 573.036 24 24.999995627384363666 0 135 8 2432033 31 20 None None False False
3 591.059 25 159.99999562738431713 0 0 8 2432033 33 20 None None True False
3 608.008 26 159.99999562738431713 0 0 8 2432033 39 20 None None True False
3 628.02 27 119.99999562738431713 0 53 8 2588564 40 34 None None False False
3 732.022 29 92.99999721524731482 0 0 8 2588564 44 34 None None False False
3 848.048 33 39.999992451658534612 20 0 8 2594554 46 34 None None False False
3 881.064 35 39.999992451658534612 20 120 8 2607033 49 42 None None False True
3 909.047 36 39.999992451658534612 20 120 8 2607033 53 42 None None False True
3 931.04 36 39.999992451658534612 20 120 8 2607033 52 42 None None True True
3 947.082 37 179.999992451658448183 0 0 8 2647441 58 50 None None False True
3 960.066 38 179.999993245589863735 0 0 8 2647441 58 50 None None False True
