ID TIME ETH
6 0.076 21
6 5.191 21
6 10.309 21
6 15.434 21
6 20.539 21
6 25.574 21
6 30.583 21
6 35.679 21
6 40.818 21
6 45.84 21
6 50.907 21
6 56.022 21
6 61.079 21
6 66.202 21
6 71.311 21
6 76.4 21
6 81.478 21
6 86.605 21
6 91.686 21
6 96.699 21
6 101.718 21
6 106.778 14.333333333333333334
6 111.854 14.333333333333333334
6 116.89 14.333333333333333334
6 121.984 14.333333333333333334
6 127.039 14.333333333333333334
6 132.059 14.333333333333333334
6 137.164 14.333333333333333334
6 142.262 14.333333333333333334
6 147.358 21
6 152.388 21
6 157.48 21
6 162.519 21
6 167.563 21
6 172.68 21
6 177.748 21
6 182.785 21
6 187.883 21
6 193.001 21
6 198.06 14.333333333333333334
6 203.116 21
6 208.173 21
6 213.25 21
6 218.284 21
6 223.315 21
6 228.353 21
6 233.445 21
6 238.465 21
6 243.501 21
6 248.549 21
6 253.584 21
6 258.65 21
6 263.679 21
6 268.773 21
6 273.886 21
6 278.985 21
6 284.057 21
6 289.085 21
6 294.224 21
6 299.272 21
6 304.379 21
6 309.464 21
6 314.561 21
6 319.68 21
6 324.732 21
6 329.781 21
6 334.846 21
6 339.964 21
6 345.027 21
6 350.073 21
6 355.101 21
6 360.171 21
6 365.268 21
6 370.324 21
6 375.367 21
6 380.47 21
6 385.576 21
6 390.673 21
6 395.776 21
6 400.874 21
6 406.018 21
6 411.055 21
6 416.181 21
6 421.331 21
6 426.379 21
6 431.479 21
6 436.558 21
6 441.585 21
6 446.653 21
6 451.845 21
6 456.889 21
6 461.978 21
6 467.029 21
6 472.059 21
6 477.264 21
6 482.286 21
6 487.35 21
6 492.38 21
6 497.504 21
6 502.568 21
6 507.709 21
6 512.776 21
6 517.882 21
6 522.981 21
6 528.083 21
6 533.159 21
6 538.191 21
6 543.251 21
6 548.283 21
6 553.368 21
6 558.429 21
6 563.473 21
6 568.546 21
6 573.581 21
6 578.653 21
6 583.774 21
6 588.898 21
6 593.971 21
6 599.067 21
6 604.171 21
6 609.258 21
6 614.373 21
6 619.473 21
6 624.576 21
6 629.679 21
6 634.806 21
6 639.873 21
6 644.989 21
6 650.064 21
6 655.157 21
6 660.196 21
6 665.354 21
6 670.379 21
6 675.476 21
6 680.506 21
6 685.57 21
6 690.672 21
6 695.75 21
6 700.868 21
6 705.957 21
6 711.071 21
6 716.172 21
6 721.269 21
6 726.396 21
6 731.471 21
6 736.558 21
6 741.67 21
6 746.785 21
6 751.87 21
6 756.981 21
6 762.079 21
6 767.176 21
6 772.208 21
6 777.28 21
6 782.38 21
6 787.391 21
6 792.483 21
6 797.552 21
6 802.585 21
6 807.681 21
6 812.779 21
6 817.879 21
6 822.972 21
6 828.082 21
6 833.182 21
6 838.268 21
6 843.286 21
6 848.379 21
6 853.48 21
6 858.551 21
6 863.685 21
6 868.78 21
6 873.855 21
6 878.956 21
6 883.976 21
6 889.05 21
6 894.082 21
6 899.152 21
6 904.185 21
6 909.283 21
6 914.351 21
6 919.381 21
6 924.451 21
6 929.487 21
6 934.564 21
6 939.658 21
6 944.661 21
6 949.689 21
6 954.787 21
6 959.886 21
6 964.988 21
6 970.005 21
6 975.08 21
6 980.248 21
6 985.287 21
6 990.351 21
6 995.476 21
6 1000.586 21
6 1005.681 21
6 1010.783 21
6 1015.887 21
6 1020.966 21
6 1026.08 21
6 1031.18 21
6 1036.281 21
6 1041.383 21
6 1046.45 21
6 1051.52 21
6 1056.55 21
6 1061.665 21
6 1066.784 21
6 1071.85 21
6 1076.984 21
6 1082.055 21
6 1087.192 21
6 1092.273 21
6 1097.426 21
6 1102.481 21
6 1107.55 21
6 1112.652 21
6 1117.762 21
6 1122.886 21
6 1128.004 21
6 1133.058 21
6 1138.156 21
6 1143.177 21
6 1148.279 21
6 1153.372 21
6 1158.47 21
6 1163.559 21
6 1168.673 21
6 1173.777 21
6 1178.877 21
6 1183.985 21
6 1189.071 21
6 1194.168 21
6 1199.207 21
6 1204.249 21
6 1209.276 21
6 1214.311 21
6 1219.372 21
6 1224.469 21
6 1229.48 21
6 1234.573 21
6 1239.669 21
6 1244.755 21
6 1249.836 21
6 1254.855 21
6 1260.018 21
6 1265.044 21
6 1270.062 21
6 1275.156 21
6 1280.265 21
6 1285.357 21
6 1290.46 21
6 1295.56 21
6 1300.657 21
6 1305.759 21
6 1310.857 21
6 1315.962 21
6 1321.043 21
6 1326.055 21
6 1331.162 21
6 1336.167 21
6 1341.251 21
6 1346.411 21
6 1351.472 21
6 1356.488 21
6 1361.563 21
6 1366.654 21
6 1371.691 21
6 1376.751 21
6 1381.889 21
6 1386.967 21
6 1392.084 21
6 1397.154 21
6 1402.191 21
6 1407.291 21
6 1412.435 21
6 1417.49 21
6 1422.654 21
6 1427.688 21
6 1432.781 21
6 1437.843 21
6 1442.891 21
6 1447.906 21
6 1452.987 21
6 1457.993 21
6 1463.086 21
6 1468.172 21
6 1473.194 21
6 1478.274 21
6 1483.38 21
6 1488.487 21
6 1493.551 21
6 1498.573 21
6 1503.679 21
6 1508.793 21
6 1513.89 21
6 1519.021 21
6 1524.088 21
6 1529.184 21
6 1534.199 21
6 1539.299 21
6 1544.375 21
6 1549.446 14.333333333333333334
6 1554.473 14.333333333333333334
6 1559.573 14.333333333333333334
6 1564.666 14.333333333333333334
6 1569.738 14.333333333333333334
6 1574.768 14.333333333333333334
6 1579.848 14.333333333333333334
6 1584.874 14.333333333333333334
6 1590.066 14.333333333333333334
6 1595.18 14.333333333333333334
6 1600.273 14.333333333333333334
6 1605.285 14.333333333333333334
6 1610.377 14.333333333333333334
6 1615.491 14.333333333333333334
6 1620.589 14.333333333333333334
6 1625.715 14.333333333333333334
6 1630.802 14.333333333333333334
6 1635.894 14.333333333333333334
6 1640.993 14.333333333333333334
6 1646.094 14.333333333333333334
6 1651.195 14.333333333333333334
6 1656.288 14.333333333333333334
6 1661.386 14.333333333333333334
6 1666.495 21
6 1671.559 21
6 1676.593 21
6 1681.685 21
6 1686.777 21
6 1691.881 21
6 1696.896 21
6 1701.95 21
6 1707.05 21
6 1712.174 21
6 1717.286 21
6 1722.383 21
6 1727.445 21
6 1732.477 21
6 1737.55 21
6 1742.699 21
6 1747.777 21
6 1752.852 21
6 1757.967 21
6 1763.072 21
6 1768.181 21
6 1773.291 21
6 1778.386 21
6 1783.427 21
6 1788.464 21
6 1793.565 21
6 1798.704 21
6 1803.761 21
6 1808.845 21
6 1813.862 21
6 1818.959 21
6 1824.133 21
6 1829.149 21
6 1834.259 21
6 1839.355 21
6 1844.455 21
6 1849.555 21
6 1854.657 21
6 1859.749 21
6 1864.786 21
6 1869.857 21
6 1874.956 21
6 1880.042 21
6 1885.057 21
6 1890.158 21
6 1895.255 21
6 1900.36 21
6 1905.461 21
6 1910.543 21
6 1915.557 21
6 1920.625 21
6 1925.647 21
6 1930.662 21
6 1935.758 21
6 1940.858 21
6 1945.96 21
6 1951.051 21
6 1956.159 21
6 1961.248 21
6 1966.272 21
6 1971.385 21
6 1976.532 21
6 1981.569 21
6 1986.74 21
6 1991.801 21
6 1996.878 21
6 2001.975 21
6 2007.081 21
6 2012.174 21
6 2017.271 21
6 2022.283 21
6 2027.435 21
6 2032.472 21
6 2037.588 21
6 2042.655 21
6 2047.674 21
6 2052.763 21
6 2057.873 21
6 2062.892 21
6 2067.973 21
6 2073.073 21
6 2078.166 21
6 2083.274 21
6 2088.362 21
6 2093.462 21
6 2098.543 21
6 2103.644 21
6 2108.651 21
6 2113.675 21
6 2118.748 21
6 2123.768 21
6 2128.868 21
6 2133.97 21
