ID TIME ETH
2 0.176 21 21.0
2 5.26 21 21.0
2 10.392 21 21.0
2 15.438 21 21.0
2 20.479 21 21.0
2 25.62 21 21.0
2 30.661 21 21.0
2 35.93 21 21.0
2 40.996 21 21.0
2 46.189 21 21.0
2 51.253 21 21.0
2 56.366 21 21.0
2 61.497 21 21.0
2 66.632 21 21.0
2 71.696 21 21.0
2 76.848 21 21.0
2 81.917 21 21.0
2 87.054 21 21.0
2 92.216 21 21.0
2 97.335 21 21.0
2 102.418 21 21.0
2 107.527 21 21.0
2 112.673 21 21.0
2 117.806 21 21.0
2 122.88 21 21.0
2 127.984 21 21.0
2 133.155 21 21.0
2 138.278 21 21.0
2 143.367 21 21.0
2 148.478 21 21.0
2 153.592 21 21.0
2 158.839 16 21.0
2 163.951 16 21.0
2 169.043 16 21.0
2 174.165 16 21.0
2 179.293 16 21.0
2 184.395 16 21.0
2 189.603 16 21.0
2 194.738 16 21.0
2 199.841 22.25 22.25
2 204.918 22.25 22.25
2 210.142 22.25 22.25
2 215.236 22.25 22.25
2 220.479 16.9375 22.25
2 225.585 16.9375 22.25
2 230.69 16.9375 22.25
2 235.805 16.9375 22.25
2 240.945 16.9375 22.25
2 246.099 16.9375 22.25
2 251.251 16.9375 22.25
2 256.522 16.9375 22.25
2 261.616 16.9375 22.25
2 266.786 16.9375 22.25
2 271.966 16.9375 22.25
2 277.13 16.9375 22.25
2 282.24 16.9375 22.25
2 287.365 16.9375 22.25
2 292.559 22.805555555555555555 22.805555555555557
2 297.657 22.805555555555555555 22.805555555555557
2 302.867 22.805555555555555555 22.805555555555557
2 308.007 23.36111111111111111 23.36111111111111
2 313.105 23.36111111111111111 23.36111111111111
2 318.209 23.36111111111111111 23.36111111111111
2 323.359 23.36111111111111111 23.36111111111111
2 328.458 23.36111111111111111 23.36111111111111
2 333.518 23.36111111111111111 23.36111111111111
2 338.68 23.36111111111111111 23.36111111111111
2 343.857 23.36111111111111111 23.36111111111111
2 348.97 23.36111111111111111 23.36111111111111
2 354.075 23.36111111111111111 23.36111111111111
2 359.256 23.36111111111111111 23.36111111111111
2 364.311 17.77083333333333311 23.36111111111111
2 369.41 17.77083333333333311 23.36111111111111
2 374.519 17.77083333333333311 23.36111111111111
2 379.686 17.77083333333333311 23.36111111111111
2 384.821 17.77083333333333311 23.36111111111111
2 389.966 17.77083333333333311 23.36111111111111
2 395.03 17.77083333333333311 23.36111111111111
2 400.372 17.77083333333333311 23.36111111111111
2 405.466 17.77083333333333311 23.36111111111111
2 410.566 17.77083333333333311 23.36111111111111
2 415.688 17.77083333333333311 23.36111111111111
2 420.848 17.77083333333333311 23.36111111111111
2 426.01 12.18055555555555511 23.36111111111111
2 431.113 12.18055555555555511 23.36111111111111
2 436.211 17.77083333333333311 23.36111111111111
2 441.38 17.77083333333333311 23.36111111111111
2 446.581 17.77083333333333311 23.36111111111111
2 451.759 17.77083333333333311 23.36111111111111
2 456.937 17.77083333333333311 23.36111111111111
2 462.045 17.77083333333333311 23.36111111111111
2 467.218 17.77083333333333311 23.36111111111111
2 472.448 17.77083333333333311 23.36111111111111
2 477.644 17.77083333333333311 23.36111111111111
2 482.753 17.77083333333333311 23.36111111111111
2 487.831 17.77083333333333311 23.36111111111111
2 492.962 12.18055555555555511 23.36111111111111
2 498.142 12.18055555555555511 23.36111111111111
2 503.408 12.18055555555555511 23.36111111111111
2 508.517 19.898809523809523681 25.4890873015873
2 513.758 19.898809523809523681 25.4890873015873
2 518.908 19.898809523809523681 25.4890873015873
2 524.098 19.898809523809523681 25.4890873015873
2 529.379 19.898809523809523681 25.4890873015873
2 534.519 19.898809523809523681 25.4890873015873
2 539.627 19.898809523809523681 25.4890873015873
2 544.731 19.898809523809523681 25.4890873015873
2 549.908 19.898809523809523681 25.4890873015873
2 555.005 19.898809523809523681 25.4890873015873
2 560.126 19.898809523809523681 25.4890873015873
2 565.302 19.898809523809523681 25.4890873015873
2 570.449 19.898809523809523681 25.4890873015873
2 575.537 19.898809523809523681 25.4890873015873
2 580.72 13.776537698412698681 25.489087301587304
2 585.854 13.776537698412698681 25.489087301587304
2 591.019 13.776537698412698681 25.489087301587304
2 596.2 13.776537698412698681 25.489087301587304
2 601.332 13.776537698412698681 25.489087301587304
2 606.48 13.776537698412698681 25.489087301587304
2 611.655 13.776537698412698681 25.489087301587304
2 616.788 21.281498015873016352 27.403769841269842
2 621.97 21.281498015873016352 27.403769841269842
2 627.113 21.281498015873016352 27.403769841269842
2 632.274 21.281498015873016352 27.403769841269842
2 637.419 21.281498015873016352 27.403769841269842
2 642.633 14.680555555555555852 27.403769841269842
2 647.792 14.680555555555555852 27.403769841269842
2 652.879 21.898781966490300352 28.021053791887127
2 657.983 21.898781966490300352 28.021053791887127
2 663.063 21.898781966490300352 28.021053791887127
2 668.182 21.898781966490300352 28.021053791887127
2 673.368 21.898781966490300352 28.021053791887127
2 678.609 21.898781966490300352 28.021053791887127
2 683.742 21.898781966490300352 28.021053791887127
2 688.833 21.898781966490300352 28.021053791887127
2 693.9 21.898781966490300352 28.021053791887127
2 699.004 21.898781966490300352 28.021053791887127
2 704.076 21.898781966490300352 28.021053791887127
2 709.23 21.898781966490300352 28.021053791887127
2 714.374 21.898781966490300352 28.021053791887127
2 719.517 21.898781966490300352 28.021053791887127
2 724.713 21.898781966490300352 28.021053791887127
2 729.839 21.898781966490300352 28.021053791887127
2 734.923 21.898781966490300352 28.021053791887127
2 740.121 21.898781966490300352 28.021053791887127
2 745.287 21.898781966490300352 28.021053791887127
2 750.481 21.898781966490300352 28.021053791887127
2 755.585 21.898781966490300352 28.021053791887127
2 760.679 21.898781966490300352 28.021053791887127
2 765.824 21.898781966490300352 28.021053791887127
2 770.938 21.898781966490300352 28.021053791887127
2 776.093 21.898781966490300352 28.021053791887127
2 781.194 15.143518518518518352 28.021053791887127
2 786.313 15.143518518518518352 28.021053791887127
2 791.717 15.143518518518518352 28.021053791887127
2 796.868 15.143518518518518352 28.021053791887127
2 801.99 15.143518518518518352 28.021053791887127
2 807.12 15.143518518518518352 28.021053791887127
2 812.299 15.143518518518518352 28.021053791887127
2 817.383 21.724895282186948352 28.48015873015873
2 822.492 21.724895282186948352 28.48015873015873
2 827.664 28.896825396825397018 28.896825396825395
2 832.74 28.896825396825397018 28.896825396825395
2 837.877 28.896825396825397018 28.896825396825395
2 842.961 28.896825396825397018 28.896825396825395
2 848.044 28.896825396825397018 28.896825396825395
2 853.167 28.896825396825397018 28.896825396825395
2 858.226 28.896825396825397018 28.896825396825395
2 863.308 28.896825396825397018 28.896825396825395
2 868.404 28.896825396825397018 28.896825396825395
2 873.548 28.896825396825397018 28.896825396825395
2 878.626 28.896825396825397018 28.896825396825395
2 883.711 28.896825396825397018 28.896825396825395
2 888.793 28.896825396825397018 28.896825396825395
2 893.936 28.896825396825397018 28.896825396825395
2 899.02 28.896825396825397018 28.896825396825395
2 904.089 28.896825396825397018 28.896825396825395
2 909.178 28.896825396825397018 28.896825396825395
2 914.326 28.896825396825397018 28.896825396825395
2 919.477 28.896825396825397018 28.896825396825395
2 924.575 28.896825396825397018 28.896825396825395
2 929.634 28.896825396825397018 28.896825396825395
2 934.857 21.922619047619048018 28.896825396825395
2 940.029 21.922619047619048018 28.896825396825395
2 945.1 21.922619047619048018 28.896825396825395
2 950.177 21.922619047619048018 28.896825396825395
