ID TIME pos
8 5.149 [0.3019989530025341, -0.4101108368971562] []
8 10.203 [0.3019989530025341, -0.4101108368971562] []
8 15.216 [0.3019989530025341, -0.4101108368971562] []
8 20.314 [0.3019989530025341, -0.4101108368971562] []
8 25.413 [0.3019989530025341, -0.4101108368971562] []
8 30.415 [0.3019989530025341, -0.4101108368971562] []
8 35.479 [0.3019989530025341, -0.4101108368971562] []
8 40.493 [0.3019989530025341, -0.4101108368971562] []
8 45.537 [0.3019989530025341, -0.4101108368971562] [(26355, -36561, 1674829959, 0, 1, 10000000000000000000, 10000000000000000000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 26355, -36561)]
8 69.637 [0.3019989530025341, -0.4101108368971562] [(26355, -36561, 1674829959, 0, 1, 10000000000000000000, 10000000000000000000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 26355, -36561)]
8 96.796 [0.3019989530025341, -0.4101108368971562] [(25381, -41267, 1674829959, 0, 6, 60000000000000000000, 50000000000000000000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 25192, -41873)]
8 101.817 [0.3019989530025341, -0.4101108368971562] [(25758, -41773, 1674829959, 0, 8, 80000000000000000000, 70000000000000000000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 25677, -42278)]
8 108.587 [0.3019989530025341, -0.4101108368971562] [(25758, -41773, 1674829959, 0, 8, 80000000000000000000, 70000000000000000000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 25677, -42278)]
8 113.621 [0.3019989530025341, -0.4101108368971562] [(25758, -41773, 1674829959, 0, 8, 80000000000000000000, 70000000000000000000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 25677, -42278)]
8 118.706 [0.3019989530025341, -0.4101108368971562] [(25758, -41773, 1674829959, 0, 8, 80000000000000000000, 70000000000000000000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 25677, -42278)]
8 128.689 [0.3019989530025341, -0.4101108368971562] [(25758, -41773, 1674829959, 0, 8, 80000000000000000000, 70000000000000000000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 25677, -42278)]
8 133.751 [0.3019989530025341, -0.4101108368971562] [(25697, -41264, 1674829959, 0, 9, 90000000000000000000, 70000000000000000000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 25677, -42278)]
8 138.866 [0.3019989530025341, -0.4101108368971562] [(25697, -41264, 1674829959, 0, 9, 90000000000000000000, 70000000000000000000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 25677, -42278)]
8 143.887 [0.3019989530025341, -0.4101108368971562] [(26202, -41084, 1674829959, 0, 11, 110000000000000000000, 80000000000000000000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 26280, -41897)]
8 148.926 [0.3019989530025341, -0.4101108368971562] [(26202, -41084, 1674829959, 0, 11, 110000000000000000000, 80000000000000000000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 26280, -41897)]
8 154.018 [0.3019989530025341, -0.4101108368971562] [(26202, -41084, 1674829959, 0, 11, 110000000000000000000, 80000000000000000000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 26280, -41897)]
