ID TIME VOTE
18 130.939 2013274
18 133.965 2063829
18 239.902 2573891
18 275.95 2574152
18 504.889 2759216
18 508.958 2774599
18 530.914 2828004
18 591.988 2831027
18 718.969 2650651
18 722.897 2679870
18 750.997 2766536
18 830.018 2628793
18 890.995 Value Error
18 1016.993 2618360
18 1021.963 2643843
18 1061.961 2608093
18 1207.019 2629647
18 1211.961 2632732
18 1264.016 2564162
18 1581.069 2493492
18 1584.094 2487940
18 1688.059 2461618
18 1694.116 2471304
18 1717.053 2478529
18 1744.053 2498308
18 1749.001 2490725
18 1854.049 2417564
18 1934.085 Value Error
18 1978.081 2454087
18 1983.166 2458604
18 1989.071 2457976
18 2039.099 2435971
18 2211.216 2379374
18 2233.181 2371525
18 2286.2 2373206
18 2297.12 2373248
18 2311.176 2360618
18 2378.142 2347515
18 2412.115 2352157
18 2585.119 2388009
18 2591.142 2385414
18 2625.14 2396482
18 2630.189 2399955
18 2636.098 2393569
18 2891.162 2392755
18 2908.253 2385791
18 2943.214 2381756
18 3042.143 2395733
18 3050.133 2390762
18 3083.2 2376303
18 3109.243 2378220
18 3117.228 2373405
18 3173.249 2343030
18 3177.283 2340445
18 3418.182 2313139
18 3423.201 2318112
18 3428.187 2320851
18 3445.284 2319220
18 3491.294 2314567
18 3675.229 2351214
18 3681.253 2352614
18 3708.304 2356412
18 3755.276 2362944
18 3791.281 2359144
18 3849.236 2354056
18 3855.314 2354321
18 3998.316 2367807
18 4106.321 2362489
18 4112.298 2365553
18 4139.267 2359432
18 4144.279 2357854
18 4395.406 2323626
18 4420.279 2326973
18 4484.281 2358319
18 4544.283 2351175
18 4626.355 2350100
18 4632.318 2356221
18 4640.403 2364307
18 4739.366 2372352
18 4812.446 2373341
18 4818.334 2373177
18 4862.446 2380582
18 4868.423 2381605
18 5169.376 2400471
18 5242.39 2406834
18 5322.491 2404118
18 5353.411 2403356
18 5393.407 2400279
18 5510.605 2391441
18 5515.586 2389180
18 5566.472 Value Error
18 5583.41 2379593
18 5587.455 2381520
18 5633.442 2373134
18 6087.565 2443225
18 6092.474 2442082
18 6108.457 2439360
18 6119.525 2442787
18 6185.596 2462370
18 6197.533 2458208
18 6245.513 2466884
18 6265.545 2471162
18 6432.527 2453695
18 6439.525 2451691
18 6541.497 2455756
18 6587.577 2456927
18 6592.563 2456739
18 6678.584 2470851
18 6683.534 2470006
18 6734.6 2485003
18 6758.655 2484404
18 6771.577 2487895
18 6797.552 2479975
18 7053.564 2467375
18 7154.64 2480540
18 7158.64 2481778
18 7196.676 2480446
18 7202.622 2482699
18 7223.62 2476256
18 7306.664 Value Error
18 7371.669 2466390
18 7375.626 2467806
18 7438.746 2472605
18 7443.708 2471436
18 7525.669 2467051
18 7531.63 2465321
18 7566.759 2465280
18 7580.678 2463594
18 7590.672 2465779
18 7668.69 Value Error
18 7748.725 2474801
18 7832.691 2462686
18 7936.778 2456679
18 7967.733 2454813
18 7982.657 2454157
18 8026.698 2457521
18 8074.745 2461420
18 8101.753 2468432
18 8190.823 2470567
18 8196.746 2469689
18 8339.745 2479190
18 8344.817 2477093
18 8416.748 2479561
18 8490.821 2488222
18 8505.783 2490316
18 8604.755 2481714
18 8644.754 2484858
18 8659.808 2481312
18 8672.839 2480664
18 8693.828 2480035
18 8753.844 2480508
18 8759.797 2483038
18 8803.863 2487799
18 8884.778 2487580
18 8888.836 2486760
18 9119.883 2481156
18 9172.817 2481272
18 9188.856 2478269
18 9310.808 2480309
18 9336.907 2475972
18 9341.966 2476456
18 9391.919 2480487
18 9459.055 2476134
18 9462.047 2475213
18 9551.863 2483128
18 9555.938 2482215
18 9691.916 2473563
18 9695.907 2472666
18 9792.892 2455757
18 9807.917 2456417
18 9813.861 2455098
18 9827.008 2454724
18 9853.894 2459294
18 9868.915 2459069
18 9927.928 2453714
18 9956.966 2449885
