ID TIME FPS
18 0.917 0.92
18 1.926 1.01
18 2.893 0.97
18 3.948 1.05
18 5.001 1.05
18 5.94 0.94
18 6.933 0.99
18 7.897 0.96
18 8.943 1.05
18 9.896 0.95
18 10.896 1.0
18 11.89 0.99
18 12.906 1.02
18 13.923 1.02
18 14.922 1.0
18 15.91 0.99
18 16.928 1.02
18 17.893 0.96
18 18.927 1.03
18 19.964 1.04
18 20.917 0.95
18 21.908 0.99
18 22.887 0.98
18 23.91 1.02
18 24.906 0.99
18 25.94 1.03
18 26.919 0.98
18 27.931 1.01
18 28.916 0.98
18 29.94 1.02
18 30.909 0.97
18 31.937 1.03
18 32.894 0.96
18 33.927 1.03
18 34.911 0.98
18 35.922 1.01
18 36.897 0.97
18 37.927 1.03
18 38.885 0.96
18 39.915 1.03
18 40.898 0.98
18 41.922 1.02
18 42.89 0.97
18 43.942 1.05
18 44.897 0.95
18 45.919 1.02
18 46.939 1.02
18 47.897 0.96
18 48.933 1.04
18 49.889 0.95
18 50.919 1.03
18 51.908 0.99
18 52.94 1.03
18 53.906 0.97
18 54.922 1.01
18 55.907 0.98
18 56.929 1.02
18 57.897 0.97
18 58.919 1.02
18 59.905 0.99
18 60.936 1.03
18 61.909 0.97
18 62.933 1.02
18 63.899 0.97
18 64.941 1.04
18 65.914 0.97
18 66.937 1.02
18 67.897 0.96
18 68.922 1.02
18 69.937 1.01
18 70.895 0.96
18 71.936 1.04
18 72.899 0.96
18 73.934 1.03
18 74.923 0.99
18 75.906 0.98
18 76.927 1.02
18 77.911 0.98
18 78.873 0.96
18 79.934 1.06
18 80.948 1.01
18 81.915 0.97
18 82.916 1.0
18 83.934 1.02
18 84.918 0.98
18 85.948 1.03
18 86.908 0.96
18 87.921 1.01
18 88.934 1.01
18 89.906 0.97
18 90.951 1.04
18 92.128 1.18
18 92.906 0.78
18 93.911 1.0
18 94.991 1.08
18 95.893 0.9
18 96.928 1.04
18 97.891 0.96
18 98.942 1.05
18 99.88 0.94
18 100.919 1.04
18 101.936 1.02
18 102.861 0.92
18 103.941 1.08
18 104.913 0.97
18 105.926 1.01
18 106.916 0.99
18 107.94 1.02
18 108.91 0.97
18 109.96 1.05
18 110.912 0.95
18 111.928 1.02
18 112.941 1.01
18 113.911 0.97
18 114.945 1.03
18 115.906 0.96
18 116.936 1.03
18 117.909 0.97
18 118.936 1.03
18 119.908 0.97
18 120.942 1.03
18 121.906 0.96
18 122.932 1.03
18 123.925 0.99
18 124.909 0.98
18 125.939 1.03
18 126.912 0.97
18 127.936 1.02
18 128.959 1.02
18 129.921 0.96
18 130.958 1.04
18 131.989 1.03
18 132.942 0.95
18 133.935 0.99
18 134.909 0.97
18 135.939 1.03
18 136.918 0.98
18 137.935 1.02
18 138.887 0.95
18 139.905 1.02
18 140.919 1.01
18 141.911 0.99
18 142.927 1.02
18 143.908 0.98
18 144.91 1.0
18 145.896 0.99
18 146.925 1.03
18 147.859 0.93
18 148.926 1.07
18 149.923 1.0
18 150.937 1.01
18 151.919 0.98
18 152.953 1.03
18 153.886 0.93
18 154.956 1.07
18 155.911 0.95
18 156.96 1.05
18 157.927 0.97
18 158.976 1.05
18 159.901 0.92
18 160.954 1.05
18 161.922 0.97
18 162.939 1.02
18 163.919 0.98
18 164.947 1.03
18 165.927 0.98
18 166.937 1.01
18 167.918 0.98
18 168.963 1.04
18 169.881 0.92
18 170.949 1.07
18 171.914 0.96
18 172.924 1.01
18 173.91 0.98
18 174.948 1.04
18 175.918 0.97
18 176.948 1.03
18 177.92 0.97
18 178.959 1.04
18 179.902 0.94
18 180.902 1.0
18 181.896 0.99
18 182.947 1.05
18 183.917 0.97
18 184.963 1.05
18 185.917 0.95
18 186.918 1.0
18 187.931 1.01
18 188.928 1.0
18 189.93 1.0
18 190.892 0.96
18 191.91 1.02
18 192.951 1.04
18 193.937 0.99
18 194.934 1.0
18 195.952 1.02
18 196.912 0.96
18 197.922 1.01
18 198.882 0.96
18 200.002 1.12
18 200.911 0.91
18 201.933 1.02
18 202.909 0.97
18 203.955 1.04
18 204.916 0.96
18 205.937 1.02
18 206.914 0.98
18 207.902 0.99
18 208.953 1.05
18 209.925 0.97
18 210.953 1.03
18 211.919 0.97
18 212.951 1.03
18 213.919 0.97
18 214.965 1.04
18 215.903 0.94
18 216.914 1.01
18 217.935 1.02
18 218.956 1.02
18 219.874 0.92
18 220.945 1.07
18 221.922 0.98
18 222.944 1.02
18 223.907 0.96
18 224.954 1.05
18 225.943 0.99
18 227.099 1.16
18 228.059 0.96
18 228.961 0.9
18 229.948 0.99
18 230.936 0.99
18 231.926 0.99
18 232.923 1.0
18 233.941 1.02
18 234.89 0.95
18 235.924 1.03
18 237.055 1.13
18 237.926 0.87
18 238.95 1.02
18 239.915 0.97
18 240.96 1.04
18 241.937 0.98
18 243.026 1.08
18 243.924 0.9
18 244.938 1.01
18 245.903 0.96
18 247.04 1.14
18 247.924 0.88
18 248.925 1.0
18 249.938 1.01
18 250.962 1.02
18 251.891 0.93
18 252.909 1.02
18 253.917 1.01
18 254.894 0.98
18 255.925 1.03
18 256.882 0.96
18 257.906 1.02
18 258.887 0.98
18 259.916 1.03
18 260.931 1.01
18 261.879 0.95
18 262.939 1.06
18 263.949 1.01
18 264.922 0.97
18 265.949 1.03
18 266.908 0.96
18 267.928 1.02
18 268.892 0.96
18 269.917 1.02
18 270.909 0.99
18 271.897 0.99
18 272.919 1.02
18 273.95 1.03
18 274.908 0.96
18 275.916 1.01
18 276.997 1.08
18 277.974 0.98
18 279.009 1.03
18 280.04 1.03
18 281.008 0.97
18 281.975 0.97
18 283.001 1.03
18 284.075 1.07
18 285.001 0.93
18 285.958 0.96
