[4 INFO main 30] Initialising Python Geth Console...
[4 INFO main 34] Initialising RandB board...
[4 INFO main 34] Initialising navigation...
[4 INFO main 34] Initialising random-walk...
[4 INFO main 34] Initialising odometry...
[4 INFO main 34] Initialising ground-sensors...
[4 INFO main 1168] --//-- Starting Experiment --//--
[4 INFO main 2270] Idle.IDLE -> Scout.Query | Duration: 19.41
[4 INFO main 10484] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[4 INFO main 15788] Scout.GotoCenter -> Scout.Query | return to random walk
[4 INFO main 16591] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[4 INFO main 17187] Scout.GotoCenter -> Scout.Query | return to random walk
[4 INFO main 17593] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[4 INFO main 19794] Scout.GotoCenter -> Scout.Query | return to random walk
[4 INFO main 20596] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[4 INFO main 20693] Scout.GotoCenter -> Scout.Query | return to random walk
[4 INFO main 21598] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[4 INFO main 21895] Scout.GotoCenter -> Scout.Query | return to random walk
[4 INFO main 22599] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[4 INFO main 24101] Scout.GotoCenter -> Scout.Query | return to random walk
[4 INFO main 24602] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[4 INFO main 24799] Scout.GotoCenter -> Scout.Query | return to random walk
[4 INFO main 25602] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[4 INFO main 26002] Scout.GotoCenter -> Scout.Query | return to random walk
[4 INFO main 26604] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[4 INFO main 27202] Scout.GotoCenter -> Scout.Query | return to random walk
[4 INFO main 27705] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[4 INFO main 28707] Scout.GotoCenter -> Scout.Query | return to random walk
[4 INFO main 29807] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[4 INFO main 30007] Scout.GotoCenter -> Scout.Query | return to random walk
[4 INFO main 30808] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[4 INFO main 30908] Scout.GotoCenter -> Scout.Query | return to random walk
[4 INFO main 30909] Scout.Query -> Scout.Query | return to random walk
