ID TIME pos
4 0.099 [0, 0] [-0.15595537058831346, 0.1024752092600966]
4 5.109 [0, 0] [-0.15595537058831346, 0.1024752092600966]
4 10.115 [-0.08266000000000007, 0.19578000000000007] [-0.15595537058831346, 0.1024752092600966]
4 15.12 [-0.0954625, 0.20911500000000005] [-0.15595537058831346, 0.1024752092600966]
4 20.127 [-0.1040933333333333, 0.205315] [-0.15595537058831346, 0.1024752092600966]
4 25.133 [-0.1023142857142857, 0.20547142857142855] [-0.15595537058831346, 0.1024752092600966]
4 30.141 [-0.11514318319638389, 0.20351894537767037] [-0.15595537058831346, 0.1024752092600966]
4 35.147 [-0.12083943319638388, 0.19987519537767037] [-0.15595537058831346, 0.1024752092600966]
4 40.154 [-0.11935727395234122, 0.19954461811348476] [-0.15595537058831346, 0.1024752092600966]
4 45.161 [-0.11925727395234123, 0.19955906255792924] [-0.15595537058831346, 0.1024752092600966]
4 50.168 [-0.11963171839678569, 0.19882128478015143] [-0.15595537058831346, 0.1024752092600966]
4 55.174 [-0.11956949617456347, 0.19880239589126256] [-0.15595537058831346, 0.1024752092600966]
4 60.176 [-0.11981949617456346, 0.19869239589126253] [-0.15595537058831346, 0.1024752092600966]
4 65.185 [-0.11981949617456346, 0.19869239589126253] [-0.15595537058831346, 0.1024752092600966]
4 70.192 [-0.1198728295078968, 0.19886017366904032] [-0.15595537058831346, 0.1024752092600966]
4 75.198 [-0.12246054655710711, 0.1979161563021363] [-0.15595537058831346, 0.1024752092600966]
4 80.205 [-0.1230355465571071, 0.19753315630213628] [-0.15595537058831346, 0.1024752092600966]
4 85.211 [-0.12344554655710711, 0.1980931563021363] [-0.15595537058831346, 0.1024752092600966]
4 90.221 [-0.12465454655710713, 0.19634015630213633] [-0.15595537058831346, 0.1024752092600966]
4 95.227 [-0.1272695877791883, 0.19336105118376026] [-0.15595537058831346, 0.1024752092600966]
4 100.232 [-0.12809045546425593, 0.19197679691844693] [-0.15595537058831346, 0.1024752092600966]
4 105.238 [-0.12809295546425595, 0.1919317969184469] [-0.15595537058831346, 0.1024752092600966]
4 110.241 [-0.1281596221309226, 0.19188763025178024] [-0.15595537058831346, 0.1024752092600966]
4 115.247 [-0.1287562887975893, 0.1914517969184469] [-0.15595537058831346, 0.1024752092600966]
4 120.256 [-0.1285842665823901, 0.1910070433093356] [-0.15595537058831346, 0.1024752092600966]
