ID TIME pos
3 0.1 [0, 0] [0.4514688196983951, 0.4391248372732914]
3 5.109 [0, 0] [0.4514688196983951, 0.4391248372732914]
3 10.113 [0, 0] [0.4514688196983951, 0.4391248372732914]
3 15.119 [0, 0] [0.4514688196983951, 0.4391248372732914]
3 20.123 [0, 0] [0.4514688196983951, 0.4391248372732914]
3 25.134 [0, 0] [0.4514688196983951, 0.4391248372732914]
3 30.14 [0, 0] [0.4514688196983951, 0.4391248372732914]
3 35.147 [0, 0] [0.4514688196983951, 0.4391248372732914]
3 40.152 [0.5455100000000002, 0.2721399999999998] [0.4514688196983951, 0.4391248372732914]
3 45.158 [0.48404500000000006, 0.34590999999999994] [0.4514688196983951, 0.4391248372732914]
3 50.164 [0.5364466666666666, 0.38867333333333337] [0.4514688196983951, 0.4391248372732914]
3 55.17 [0.5364466666666666, 0.38867333333333337] [0.4514688196983951, 0.4391248372732914]
3 60.177 [0.5364466666666666, 0.38867333333333337] [0.4514688196983951, 0.4391248372732914]
3 65.183 [0.5364466666666666, 0.38867333333333337] [0.4514688196983951, 0.4391248372732914]
3 70.189 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 75.195 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 80.203 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 85.211 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 90.217 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 95.224 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 100.228 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 105.235 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 110.24 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 115.245 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 120.251 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 125.257 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 130.264 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 135.27 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 140.276 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 145.282 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 150.29 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 155.295 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 160.301 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 165.305 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 170.314 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 175.322 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 180.328 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 185.336 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 190.343 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 195.35 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 200.356 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 205.363 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 210.37 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 215.376 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 220.382 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 225.389 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 230.394 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 235.402 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 240.405 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 245.415 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 250.419 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 255.426 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 260.435 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 265.441 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 270.448 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 275.454 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 280.461 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 285.466 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 290.474 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 295.48 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 300.487 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 305.494 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 310.5 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 315.507 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 320.515 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 325.522 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 330.53 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 335.531 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 340.538 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 345.546 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 350.55 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 355.559 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 360.565 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 365.572 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 370.58 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 375.585 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 380.591 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 385.597 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 390.604 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 395.61 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 400.617 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 405.623 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 410.631 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 415.635 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 420.644 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 425.65 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 430.658 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 435.663 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 440.67 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 445.677 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 450.682 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 455.689 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 460.695 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 465.702 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 470.707 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 475.717 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 480.724 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 485.728 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 490.735 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 495.738 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 500.747 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 505.754 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 510.76 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 515.766 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 520.773 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 525.779 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 530.786 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 535.792 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 540.799 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 545.806 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 550.813 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 555.82 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 560.826 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 565.833 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 570.839 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
3 575.846 [0.627545, 0.39164] [0.4514688196983951, 0.4391248372732914]
