ID TIME #RESOURCES
0 28.843 1
0 32.35 2
0 40.257 3
0 41.262 4
0 41.377 5
0 45.164 6
0 46.767 7
0 50.595 8
0 50.898 9
0 54.379 10
0 54.476 11
0 55.281 12
0 56.583 13
0 60.886 14
0 74.201 15
0 77.706 16
0 77.808 17
0 81.309 18
0 86.819 19
0 89.621 20
0 96.829 21
0 98.631 22
0 102.043 23
0 103.339 24
0 109.846 25
0 110.048 26
0 111.648 27
0 113.35 28
0 118.658 29
0 120.858 30
0 122.163 31
0 131.473 32
0 131.773 33
0 137.18 34
0 137.581 35
0 139.384 36
0 145.492 37
0 146.492 38
0 147.092 39
0 148.794 40
0 149.596 41
0 156.703 42
0 157.504 43
0 161.51 44
0 164.316 45
0 165.016 46
0 169.32 47
0 173.629 48
0 180.84 49
0 181.942 50
0 182.038 51
0 185.245 52
0 185.341 53
0 186.945 54
0 206.071 55
0 209.372 56
0 209.476 57
0 217.991 58
0 218.386 59
0 225.296 60
0 225.9 61
0 228.499 62
0 229.198 63
0 237.51 64
0 239.213 65
0 241.013 66
0 241.914 67
0 246.422 68
0 250.127 69
0 251.229 70
0 253.33 71
0 261.941 72
0 262.741 73
0 262.843 74
0 274.456 75
0 287.374 76
0 289.377 77
0 295.782 78
0 296.484 79
0 297.383 80
0 302.988 81
0 302.991 82
0 303.691 83
0 304.194 84
0 312.1 85
0 324.419 86
0 329.323 87
0 330.424 88
0 331.027 89
0 331.325 90
0 332.327 91
0 335.931 92
0 345.743 93
0 347.745 94
0 349.449 95
0 349.953 96
0 350.948 97
0 353.253 98
0 356.06 99
0 357.16 100
0 360.761 101
0 364.465 102
0 370.177 103
0 372.38 104
0 374.982 105
0 378.988 106
0 385.096 107
0 385.519 108
0 385.797 109
0 387.397 110
0 391.203 111
0 396.708 112
0 396.709 113
0 399.212 114
0 400.214 115
0 402.917 116
0 404.216 117
0 412.632 118
0 417.337 119
0 433.357 120
0 440.086 121
0 441.767 122
0 442.973 123
0 445.17 124
0 448.27 125
0 452.275 126
0 457.084 127
0 461.186 128
0 463.693 129
0 464.091 130
0 466.199 131
0 471.1 132
0 476.103 133
0 477.408 134
0 478.906 135
0 487.422 136
0 489.422 137
0 508.743 138
0 511.551 139
0 511.747 140
0 516.156 141
0 524.562 142
0 532.273 143
0 534.678 144
0 543.487 145
0 545.709 146
0 546.69 147
0 549.194 148
0 552.799 149
0 559.006 150
0 565.633 151
0 574.824 152
0 580.034 153
0 583.836 154
0 587.844 155
0 591.646 156
0 594.05 157
