ID TIME pos
3 0.1 [0, 0] [-0.43451622031517956, 0.31748955140006374]
3 5.108 [0, 0] [-0.43451622031517956, 0.31748955140006374]
3 10.114 [0, 0] [-0.43451622031517956, 0.31748955140006374]
3 15.12 [0, 0] [-0.43451622031517956, 0.31748955140006374]
3 20.127 [0, 0] [-0.43451622031517956, 0.31748955140006374]
3 25.133 [0, 0] [-0.43451622031517956, 0.31748955140006374]
3 30.139 [0, 0] [-0.43451622031517956, 0.31748955140006374]
3 35.146 [0, 0] [-0.43451622031517956, 0.31748955140006374]
3 40.153 [0, 0] [-0.43451622031517956, 0.31748955140006374]
3 45.16 [0, 0] [-0.43451622031517956, 0.31748955140006374]
3 50.167 [0, 0] [-0.43451622031517956, 0.31748955140006374]
3 55.174 [0, 0] [-0.43451622031517956, 0.31748955140006374]
3 60.181 [0, 0] [-0.43451622031517956, 0.31748955140006374]
3 65.188 [0, 0] [-0.43451622031517956, 0.31748955140006374]
3 70.194 [0, 0] [-0.43451622031517956, 0.31748955140006374]
3 75.201 [0, 0] [-0.43451622031517956, 0.31748955140006374]
3 80.207 [0, 0] [-0.43451622031517956, 0.31748955140006374]
3 85.214 [0, 0] [-0.43451622031517956, 0.31748955140006374]
3 90.219 [0, 0] [-0.43451622031517956, 0.31748955140006374]
3 95.225 [0, 0] [-0.43451622031517956, 0.31748955140006374]
3 100.231 [0, 0] [-0.43451622031517956, 0.31748955140006374]
3 105.238 [0, 0] [-0.43451622031517956, 0.31748955140006374]
3 110.243 [-0.4422299999999999, 0.29976] [-0.43451622031517956, 0.31748955140006374]
3 115.248 [-0.4422299999999999, 0.29976] [-0.43451622031517956, 0.31748955140006374]
3 120.255 [-0.4422299999999999, 0.29976] [-0.43451622031517956, 0.31748955140006374]
3 125.262 [-0.4422299999999999, 0.29976] [-0.43451622031517956, 0.31748955140006374]
3 130.268 [-0.4422299999999999, 0.29976] [-0.43451622031517956, 0.31748955140006374]
3 135.277 [-0.4422299999999999, 0.29976] [-0.43451622031517956, 0.31748955140006374]
3 140.283 [-0.4422299999999999, 0.29976] [-0.43451622031517956, 0.31748955140006374]
3 145.289 [-0.4422299999999999, 0.29976] [-0.43451622031517956, 0.31748955140006374]
3 150.296 [-0.4422299999999999, 0.29976] [-0.43451622031517956, 0.31748955140006374]
3 155.303 [-0.4422299999999999, 0.29976] [-0.43451622031517956, 0.31748955140006374]
3 160.31 [-0.4328433333333333, 0.28746] [-0.43451622031517956, 0.31748955140006374]
3 165.315 [-0.43283, 0.2879266666666667] [-0.43451622031517956, 0.31748955140006374]
3 170.321 [-0.42577800000000005, 0.2971800000000001] [-0.43451622031517956, 0.31748955140006374]
3 175.329 [-0.418676314617378, 0.29356203354220506] [-0.43451622031517956, 0.31748955140006374]
3 180.336 [-0.41934868315564017, 0.2940368301879846] [-0.43451622031517956, 0.31748955140006374]
3 185.342 [-0.41904768315564017, 0.2943048301879846] [-0.43451622031517956, 0.31748955140006374]
