ID TIME FPS
12 0.063 0.06
12 0.163 0.1
12 0.273 0.11
12 0.373 0.1
12 0.478 0.11
12 0.582 0.1
12 0.692 0.11
12 0.79 0.1
12 0.891 0.1
12 0.999 0.11
12 1.091 0.09
12 1.191 0.1
12 1.291 0.1
12 1.397 0.11
12 1.49 0.09
12 1.591 0.1
12 1.698 0.11
12 1.791 0.09
12 1.891 0.1
12 1.995 0.1
12 2.091 0.1
12 2.198 0.11
12 2.296 0.1
12 2.391 0.09
12 2.49 0.1
12 2.597 0.11
12 2.691 0.09
12 2.796 0.11
12 2.891 0.09
12 2.99 0.1
12 3.097 0.11
12 3.191 0.09
12 3.291 0.1
12 3.397 0.11
12 3.491 0.09
12 3.591 0.1
12 3.697 0.11
12 3.792 0.09
12 3.897 0.11
12 3.991 0.09
12 4.098 0.11
12 4.191 0.09
12 4.291 0.1
12 4.39 0.1
12 4.498 0.11
12 4.594 0.1
12 4.69 0.1
12 4.791 0.1
12 4.898 0.11
12 4.991 0.09
12 5.091 0.1
12 5.195 0.1
12 5.292 0.1
12 5.397 0.1
12 5.49 0.09
12 5.593 0.1
12 5.692 0.1
12 5.79 0.1
12 5.891 0.1
12 5.997 0.11
12 6.09 0.09
12 6.191 0.1
12 6.29 0.1
12 6.39 0.1
12 6.497 0.11
12 6.591 0.09
12 6.698 0.11
12 6.791 0.09
12 6.891 0.1
12 6.996 0.1
12 7.091 0.09
12 7.197 0.11
12 7.291 0.09
12 7.392 0.1
12 7.498 0.11
12 7.591 0.09
12 7.691 0.1
12 7.797 0.11
12 7.896 0.1
12 7.991 0.09
12 8.09 0.1
12 8.198 0.11
12 8.291 0.09
12 8.391 0.1
12 8.497 0.11
12 8.591 0.09
12 8.698 0.11
12 8.791 0.09
12 8.898 0.11
12 8.99 0.09
12 9.092 0.1
12 9.198 0.11
12 9.291 0.09
12 9.391 0.1
12 9.497 0.11
12 9.592 0.09
12 9.699 0.11
12 9.791 0.09
12 9.891 0.1
12 10.001 0.11
12 10.091 0.09
12 10.192 0.1
12 10.292 0.1
12 10.39 0.1
12 10.497 0.11
12 10.596 0.1
12 10.69 0.09
12 10.791 0.1
12 10.897 0.11
12 10.991 0.09
12 11.091 0.1
12 11.198 0.11
12 11.295 0.1
12 11.391 0.1
