ID TIME pos
14 5.31 [-0.4057186585664292, -0.3045636854713136] []
14 10.414 [-0.4057186585664292, -0.3045636854713136] []
14 15.439 [-0.4057186585664292, -0.3045636854713136] []
14 25.572 [-0.4057186585664292, -0.3045636854713136] []
14 30.624 [-0.4057186585664292, -0.3045636854713136] []
14 35.679 [-0.4057186585664292, -0.3045636854713136] []
14 40.728 [-0.4057186585664292, -0.3045636854713136] []
14 45.831 [-0.4057186585664292, -0.3045636854713136] []
14 50.969 [-0.4057186585664292, -0.3045636854713136] []
14 56.073 [-0.4057186585664292, -0.3045636854713136] []
14 61.313 [-0.4057186585664292, -0.3045636854713136] [(43897, 30339, 1676603495, 0, 1, 10000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 43897, 30339), (-43382, -27741, 1676603497, 0, 2, 20000000000000000000, 20000000000000000000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -43382, -27741)]
14 91.201 [-0.4057186585664292, -0.3045636854713136] [(43733, 30287, 1676603495, 0, 4, 40000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 43897, 30339), (-43080, -28650, 1676603497, 0, 3, 30000000000000000000, 30000000000000000000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -43080, -28650)]
14 116.771 [-0.4057186585664292, -0.3045636854713136] [(43759, 30441, 1676603495, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 43897, 30339), (-43080, -28650, 1676603497, 0, 3, 30000000000000000000, 30000000000000000000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -43080, -28650)]
14 179.644 [-0.4057186585664292, -0.3045636854713136] [(43759, 30441, 1676603495, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 43897, 30339), (-43561, -32070, 1676603636, 1, 10, 103888888888888885000, 93333333333333330000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -43508, -32513)]
14 210.231 [-0.4057186585664292, -0.3045636854713136] [(43759, 30441, 1676603495, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 43897, 30339), (-43561, -32070, 1676603668, 1, 10, 103888888888888885000, 93333333333333330000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -43508, -32513), (-44204, -37483, 1676603648, 0, 5, 47530864197530863000, 47530864197530863000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, -44204, -37483), (43897, 30339, 1676603664, 0, 1, 5000000000000000000, 5000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 43897, 30339)]
14 266.364 [-0.4057186585664292, -0.3045636854713136] [(43759, 30441, 1676603495, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 43897, 30339), (-43561, -32070, 1676603714, 1, 10, 103888888888888885000, 93333333333333330000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -43508, -32513), (-44712, -33731, 1676603714, 1, 10, 102685185185185183000, 102685185185185183000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, -44712, -33731), (43466, 29780, 1676603664, 0, 2, 10277777777777778000, 5000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 43897, 30339), (-43587, -40796, 1676603712, 0, 2, 20586419753086420000, 20586419753086420000, 1, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 1, -43587, -40796)]
14 296.894 [-0.4057186585664292, -0.3045636854713136] [(43759, 30441, 1676603495, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 43897, 30339), (-43561, -32070, 1676603750, 1, 10, 103888888888888885000, 93333333333333330000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -43508, -32513), (-44712, -33731, 1676603750, 1, 10, 102685185185185183000, 102685185185185183000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, -44712, -33731), (43614, 30492, 1676603664, 0, 7, 64259259259259258000, 5000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 43897, 30339), (-43587, -40796, 1676603712, 0, 2, 20586419753086420000, 20586419753086420000, 1, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 1, -43587, -40796)]
14 388.782 [-0.4057186585664292, -0.3045636854713136] [(43759, 30441, 1676603495, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 43897, 30339), (-43561, -32070, 1676603834, 1, 10, 103888888888888885000, 93333333333333330000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -43508, -32513), (-44712, -33731, 1676603834, 1, 10, 102685185185185183000, 102685185185185183000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, -44712, -33731), (43895, 30471, 1676603664, 2, 10, 96543209876543208000, 5000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 43897, 30339), (-43064, -37837, 1676603712, 0, 8, 81820987654320989000, 59537037037037038000, 1, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 1, -43084, -36641)]
14 424.289 [-0.4057186585664292, -0.3045636854713136] [(43759, 30441, 1676603495, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 43897, 30339), (-43561, -32070, 1676603878, 1, 10, 103888888888888885000, 93333333333333330000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -43508, -32513), (-44712, -33731, 1676603878, 1, 10, 102685185185185183000, 102685185185185183000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, -44712, -33731), (43895, 30471, 1676603664, 2, 10, 96543209876543208000, 5000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 43897, 30339), (-42954, -37296, 1676603878, 1, 10, 103827160493827162000, 81543209876543211000, 1, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 1, -42940, -36274), (-45028, -32522, 1676603868, 0, 3, 32561728395061729000, 32561728395061729000, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 1, -45028, -32522)]
14 533.737 [-0.4057186585664292, -0.3045636854713136] [(43759, 30441, 1676603495, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 43897, 30339), (-43561, -32070, 1676603990, 1, 10, 103888888888888885000, 93333333333333330000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -43508, -32513), (-44712, -33731, 1676603990, 1, 10, 102685185185185183000, 102685185185185183000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, -44712, -33731), (43895, 30471, 1676603664, 2, 10, 96543209876543208000, 5000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 43897, 30339), (-42954, -37296, 1676603990, 1, 10, 103827160493827162000, 81543209876543211000, 1, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 1, -42940, -36274), (-41641, -33559, 1676603990, 1, 9, 95050154320987655000, 95050154320987655000, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 1, -41641, -33559), (-34948, -25473, 1676603990, 1, 10, 99787808641975307000, 70709876543209875000, 0, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0, -40350, -28326), (-47404, -24017, 1676603980, 0, 2, 18927469135802469000, 18927469135802469000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, -47404, -24017)]
14 574.845 [-0.4057186585664292, -0.3045636854713136] [(43759, 30441, 1676603495, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 43897, 30339), (-43561, -32070, 1676604028, 1, 10, 103888888888888885000, 93333333333333330000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -43508, -32513), (-44712, -33731, 1676604028, 1, 10, 102685185185185183000, 102685185185185183000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, -44712, -33731), (43895, 30471, 1676603664, 2, 10, 96543209876543208000, 5000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 43897, 30339), (-42954, -37296, 1676604028, 1, 10, 103827160493827162000, 81543209876543211000, 1, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 1, -42940, -36274), (-41641, -33559, 1676604028, 1, 9, 95050154320987655000, 95050154320987655000, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 1, -41641, -33559), (-34948, -25473, 1676604028, 1, 10, 99787808641975307000, 70709876543209875000, 0, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0, -40350, -28326), (-51945, -20376, 1676603980, 2, 8, 98207671957671956000, 42573302469135803000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, -44173, -25844), (-50335, -35530, 1676604024, 0, 2, 13080081569664902500, 13080081569664902500, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -50335, -35530)]
