ID TIME pos
13 3.35 [0.4006143604262324, -0.32890141458225675] []
13 30.568 [0.4006143604262324, -0.32890141458225675] [(15326, -40973, 1676585902, 0, 1, 10000000000000000000, 10000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, 15326, -40973)]
13 35.63 [0.4006143604262324, -0.32890141458225675] [(15727, -40919, 1676585902, 0, 2, 20000000000000000000, 10000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, 15326, -40973)]
13 40.661 [0.4006143604262324, -0.32890141458225675] [(15900, -41096, 1676585902, 0, 3, 30000000000000000000, 10000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, 15326, -40973)]
13 45.783 [0.4006143604262324, -0.32890141458225675] [(15512, -40709, 1676585902, 0, 6, 60000000000000000000, 10000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, 15326, -40973)]
13 78.278 [0.4006143604262324, -0.32890141458225675] [(15713, -40860, 1676585902, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, 15326, -40973)]
13 83.297 [0.4006143604262324, -0.32890141458225675] [(15713, -40860, 1676585902, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, 15326, -40973)]
13 88.309 [0.4006143604262324, -0.32890141458225675] [(15713, -40860, 1676585902, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, 15326, -40973)]
13 93.335 [0.4006143604262324, -0.32890141458225675] [(15713, -40860, 1676585902, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, 15326, -40973)]
13 98.363 [0.4006143604262324, -0.32890141458225675] [(15713, -40860, 1676585902, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, 15326, -40973), (31708, 39319, 1676585986, 0, 1, 10000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 31708, 39319)]
13 191.153 [0.4006143604262324, -0.32890141458225675] [(15713, -40860, 1676585902, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, 15326, -40973), (42876, -35672, 1676586072, 1, 10, 104444444444444440000, 104444444444444440000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 42876, -35672), (31803, 38464, 1676585994, 0, 3, 31111111111111110000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 31708, 39319)]
13 228.434 [0.4006143604262324, -0.32890141458225675] [(15713, -40860, 1676585902, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, 15326, -40973), (42876, -35672, 1676586116, 1, 10, 104444444444444440000, 104444444444444440000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 42876, -35672), (32065, 38683, 1676585994, 2, 10, 98888888888888885000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 31708, 39319), (42504, -30248, 1676586096, 0, 1, 10555555555555555000, 10555555555555555000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 42504, -30248)]
13 233.507 [0.4006143604262324, -0.32890141458225675] [(15713, -40860, 1676585902, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, 15326, -40973), (42876, -35672, 1676586116, 1, 10, 104444444444444440000, 104444444444444440000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 42876, -35672), (32065, 38683, 1676585994, 2, 10, 98888888888888885000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 31708, 39319), (42504, -30248, 1676586096, 0, 1, 10555555555555555000, 10555555555555555000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 42504, -30248)]
