ID TIME pos
15 0.093 [0, 0] [-0.15595537058831346, 0.1024752092600966]
15 5.107 [-0.12596000000000007, 0.12144000000000021] [-0.15595537058831346, 0.1024752092600966]
15 10.123 [-0.012292425576837032, 0.3165818015121294] [-0.15595537058831346, 0.1024752092600966]
15 15.222 [-0.08689097023073485, 0.24011272060485175] [-0.15595537058831346, 0.1024752092600966]
15 20.228 [-0.08501897023073483, 0.2410147206048517] [-0.15595537058831346, 0.1024752092600966]
15 25.231 [-0.08490697023073486, 0.24098072060485176] [-0.15595537058831346, 0.1024752092600966]
15 30.237 [-0.08490697023073486, 0.24098072060485176] [-0.15595537058831346, 0.1024752092600966]
15 35.248 [-0.0908958085256124, 0.2341289338373765] [-0.15595537058831346, 0.1024752092600966]
15 40.251 [-0.09312497873623916, 0.2282719432891798] [-0.15595537058831346, 0.1024752092600966]
15 45.264 [-0.09310640730766774, 0.2282719432891798] [-0.15595537058831346, 0.1024752092600966]
15 50.369 [-0.09394310639420929, 0.22645545037803233] [-0.15595537058831346, 0.1024752092600966]
15 55.372 [-0.09586720568374157, 0.22183040033602877] [-0.15595537058831346, 0.1024752092600966]
15 60.377 [-0.09643609457263047, 0.2215437336693621] [-0.15595537058831346, 0.1024752092600966]
15 65.382 [-0.09630720568374157, 0.2222181781138065] [-0.15595537058831346, 0.1024752092600966]
15 70.393 [-0.09637720568374157, 0.22219928922491766] [-0.15595537058831346, 0.1024752092600966]
15 75.397 [-0.09643831679485268, 0.22215817811380653] [-0.15595537058831346, 0.1024752092600966]
15 80.403 [-0.09643831679485268, 0.22215817811380653] [-0.15595537058831346, 0.1024752092600966]
15 85.416 [-0.096711650128186, 0.22204484478047318] [-0.15595537058831346, 0.1024752092600966]
15 90.518 [-0.09671387235040824, 0.22204373366936206] [-0.15595537058831346, 0.1024752092600966]
15 95.52 [-0.09671387235040824, 0.22204373366936206] [-0.15595537058831346, 0.1024752092600966]
15 100.526 [-0.10104276123929712, 0.22062373366936205] [-0.15595537058831346, 0.1024752092600966]
15 105.535 [-0.10104276123929712, 0.22062373366936205] [-0.15595537058831346, 0.1024752092600966]
15 110.537 [-0.10108609457263046, 0.22057595589158424] [-0.15595537058831346, 0.1024752092600966]
15 115.545 [-0.1013405390170749, 0.22031040033602872] [-0.15595537058831346, 0.1024752092600966]
