ID TIME pos
12 0.095 [0, 0] [0.35283777483355916, -0.12539184974878545]
12 5.11 [0, 0] [0.35283777483355916, -0.12539184974878545]
12 10.12 [0, 0] [0.35283777483355916, -0.12539184974878545]
12 15.121 [0, 0] [0.35283777483355916, -0.12539184974878545]
12 20.128 [0, 0] [0.35283777483355916, -0.12539184974878545]
12 25.137 [0, 0] [0.35283777483355916, -0.12539184974878545]
12 30.138 [0, 0] [0.35283777483355916, -0.12539184974878545]
12 35.144 [0, 0] [0.35283777483355916, -0.12539184974878545]
12 40.152 [0, 0] [0.35283777483355916, -0.12539184974878545]
12 45.159 [0, 0] [0.35283777483355916, -0.12539184974878545]
12 50.165 [0, 0] [0.35283777483355916, -0.12539184974878545]
12 55.172 [0, 0] [0.35283777483355916, -0.12539184974878545]
12 60.185 [0, 0] [0.35283777483355916, -0.12539184974878545]
12 65.189 [0, 0] [0.35283777483355916, -0.12539184974878545]
12 70.197 [0.43678000000000017, -0.16840999999999995] [0.35283777483355916, -0.12539184974878545]
12 75.199 [0.43678000000000017, -0.16840999999999995] [0.35283777483355916, -0.12539184974878545]
12 80.205 [0.43678000000000017, -0.16840999999999995] [0.35283777483355916, -0.12539184974878545]
12 85.217 [0.40993500000000016, -0.15237] [0.35283777483355916, -0.12539184974878545]
12 90.218 [0.39530000000000004, -0.15060166666666666] [0.35283777483355916, -0.12539184974878545]
12 95.224 [0.3948633333333334, -0.15084] [0.35283777483355916, -0.12539184974878545]
12 100.234 [0.39261857142857143, -0.1505342857142857] [0.35283777483355916, -0.12539184974878545]
12 105.238 [0.39151874999999997, -0.15033875] [0.35283777483355916, -0.12539184974878545]
12 110.238 [0.39150250000000003, -0.1503375] [0.35283777483355916, -0.12539184974878545]
12 115.252 [0.3910675, -0.15022000000000002] [0.35283777483355916, -0.12539184974878545]
12 120.258 [0.38907111111111115, -0.14686666666666667] [0.35283777483355916, -0.12539184974878545]
12 125.26 [0.3889588888888889, -0.1465188888888889] [0.35283777483355916, -0.12539184974878545]
12 130.268 [0.38895111111111114, -0.14649333333333334] [0.35283777483355916, -0.12539184974878545]
12 135.274 [0.3889144444444445, -0.14646777777777775] [0.35283777483355916, -0.12539184974878545]
12 140.285 [0.3952033333333334, -0.14361000000000002] [0.35283777483355916, -0.12539184974878545]
12 145.287 [0.4060560231221392, -0.13213936786830255] [0.35283777483355916, -0.12539184974878545]
12 150.3 [0.4064600231221392, -0.13174736786830255] [0.35283777483355916, -0.12539184974878545]
12 155.3 [0.40723502312213916, -0.13154636786830257] [0.35283777483355916, -0.12539184974878545]
12 160.314 [0.40463093011103557, -0.1328294253348205] [0.35283777483355916, -0.12539184974878545]
12 165.404 [0.40428002102012656, -0.13251851624391142] [0.35283777483355916, -0.12539184974878545]
12 170.419 [0.404114566474672, -0.1325003344257296] [0.35283777483355916, -0.12539184974878545]
12 175.425 [0.4043772937473993, -0.13197124351663866] [0.35283777483355916, -0.12539184974878545]
12 180.444 [0.40455365738376287, -0.13185124351663868] [0.35283777483355916, -0.12539184974878545]
12 185.538 [0.4020750192684494, -0.13441197322358545] [0.35283777483355916, -0.12539184974878545]
12 190.546 [0.402084185935116, -0.13440197322358544] [0.35283777483355916, -0.12539184974878545]
12 195.554 [0.40169540240164553, -0.13422951374484812] [0.35283777483355916, -0.12539184974878545]
12 200.568 [0.4017869408631841, -0.13416797528330965] [0.35283777483355916, -0.12539184974878545]
12 205.665 [0.3993315562477994, -0.1324510522063866] [0.35283777483355916, -0.12539184974878545]
12 210.675 [0.3993023254785687, -0.13242028297561734] [0.35283777483355916, -0.12539184974878545]
12 215.678 [0.3992654024016456, -0.13242105220638659] [0.35283777483355916, -0.12539184974878545]
12 220.687 [0.3990707870170302, -0.13216566759100196] [0.35283777483355916, -0.12539184974878545]
12 225.692 [0.3990707870170302, -0.13216566759100196] [0.35283777483355916, -0.12539184974878545]
12 230.7 [0.39914617163241484, -0.13218335989869426] [0.35283777483355916, -0.12539184974878545]
