ID TIME pos
14 1.746 [0.4424617472495039, -0.24709488887064923] []
14 51.148 [0.4424617472495039, -0.24709488887064923] [(35990, -4168, 1676643510, 0, 3, 30000000000000000000, 30000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 35990, -4168)]
14 56.196 [0.4424617472495039, -0.24709488887064923] [(32422, -5131, 1676643510, 0, 4, 40000000000000000000, 30000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 35990, -4168)]
14 61.224 [0.4424617472495039, -0.24709488887064923] [(30350, -5562, 1676643510, 0, 5, 50000000000000000000, 30000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 35990, -4168)]
14 66.265 [0.4424617472495039, -0.24709488887064923] [(29458, -5767, 1676643510, 0, 7, 70000000000000000000, 30000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 35990, -4168)]
14 71.319 [0.4424617472495039, -0.24709488887064923] [(30723, -7945, 1676643510, 0, 9, 90000000000000000000, 40000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 39090, -8712)]
14 81.387 [0.4424617472495039, -0.24709488887064923] [(31304, -7689, 1676643510, 2, 10, 100000000000000000000, 40000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 39090, -8712)]
14 86.387 [0.4424617472495039, -0.24709488887064923] [(31304, -7689, 1676643510, 2, 10, 100000000000000000000, 40000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 39090, -8712)]
14 91.526 [0.4424617472495039, -0.24709488887064923] [(31304, -7689, 1676643510, 2, 10, 100000000000000000000, 40000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 39090, -8712), (44764, -26343, 1676643570, 0, 1, 13333333333333334000, 13333333333333334000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 44764, -26343)]
14 97.903 [0.4424617472495039, -0.24709488887064923] [(31304, -7689, 1676643510, 2, 10, 100000000000000000000, 40000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 39090, -8712), (35548, -17018, 1676643570, 0, 3, 28333333333333334000, 18333333333333334000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 43770, -22143)]
14 143.515 [0.4424617472495039, -0.24709488887064923] [(31304, -7689, 1676643510, 2, 10, 100000000000000000000, 40000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 39090, -8712), (30057, -13593, 1676643570, 0, 6, 58333333333333334000, 18333333333333334000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 43770, -22143), (47306, -23838, 1676643588, 0, 5, 41666666666666668000, 36666666666666668000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 47532, -23451)]
14 175.894 [0.4424617472495039, -0.24709488887064923] [(31304, -7689, 1676643510, 2, 10, 100000000000000000000, 40000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 39090, -8712), (30057, -13593, 1676643570, 0, 6, 58333333333333334000, 18333333333333334000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 43770, -22143), (46301, -23939, 1676643638, 1, 10, 93333333333333334000, 88333333333333334000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 46338, -23786), (47305, -40306, 1676643638, 0, 1, 13333333333333334000, 13333333333333334000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, 47305, -40306)]
14 231.717 [0.4424617472495039, -0.24709488887064923] [(31304, -7689, 1676643510, 2, 10, 100000000000000000000, 40000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 39090, -8712), (31288, -14360, 1676643570, 2, 10, 92777777777777779000, 28888888888888890000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 42137, -21165), (46301, -23939, 1676643706, 1, 10, 93333333333333334000, 88333333333333334000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 46338, -23786), (49378, -32557, 1676643638, 0, 7, 74907407407407407000, 56018518518518519000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, 49809, -30259), (36237, -11111, 1676643702, 0, 2, 26944444444444444000, 26944444444444444000, 0, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 1, 36237, -11111)]
14 261.232 [0.4424617472495039, -0.24709488887064923] [(31304, -7689, 1676643510, 2, 10, 100000000000000000000, 40000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 39090, -8712), (31288, -14360, 1676643570, 2, 10, 92777777777777779000, 28888888888888890000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 42137, -21165), (46301, -23939, 1676643744, 1, 10, 93333333333333334000, 88333333333333334000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 46338, -23786), (48339, -31806, 1676643744, 1, 10, 104768518518518516000, 72268518518518518000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, 48564, -29682), (38095, -15281, 1676643702, 0, 5, 68055555555555557000, 55648148148148149000, 0, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 1, 39097, -17790)]
