ID TIME ETH
9 0.085 21
9 5.215 21
9 10.319 21
9 15.444 21
9 20.548 21
9 25.595 21
9 30.667 21
9 35.706 21
9 40.844 21
9 45.862 21
9 50.93 21
9 56.034 21
9 61.111 21
9 66.222 21
9 71.32 21
9 76.428 21
9 81.487 21
9 86.614 21
9 91.706 21
9 96.731 21
9 101.75 21
9 106.787 21
9 112.004 21
9 117.081 14.333333333333333334
9 122.117 14.333333333333333334
9 127.163 14.333333333333333334
9 132.347 14.333333333333333334
9 137.391 14.333333333333333334
9 142.487 14.333333333333333334
9 147.577 14.333333333333333334
9 152.653 14.333333333333333334
9 157.687 14.333333333333333334
9 162.706 14.333333333333333334
9 167.784 14.333333333333333334
9 172.804 14.333333333333333334
9 177.879 14.333333333333333334
9 183.012 14.333333333333333334
9 188.055 14.333333333333333334
9 193.17 14.333333333333333334
9 198.301 14.333333333333333334
9 203.366 21
9 208.401 21
9 213.493 21
9 218.55 21
9 223.581 21
9 228.617 21
9 233.673 21
9 238.788 21
9 243.888 21
9 248.939 21
9 253.979 21
9 259.048 21
9 264.173 21
9 269.29 21
9 274.298 21
9 279.397 21
9 284.532 21
9 289.583 21
9 294.721 21
9 299.783 21
9 304.89 21
9 309.92 21
9 314.973 21
9 320.091 21
9 325.169 21
9 330.278 21
9 335.416 21
9 340.47 21
9 345.61 21
9 350.65 21
9 355.69 21
9 360.703 21
9 365.827 21
9 370.882 21
9 376.015 21
9 381.049 21
9 386.088 21
9 391.145 21
9 396.246 21
9 401.269 21
9 406.363 21
9 411.493 21
9 416.582 21
9 421.677 21
9 426.794 21
9 431.86 21
9 436.869 21
9 441.976 21
9 447.068 21
9 452.188 21
9 457.262 21
9 462.383 21
9 467.478 21
9 472.555 21
9 477.665 21
9 482.683 21
9 487.784 21
9 492.79 21
9 497.886 21
9 502.903 21
9 507.98 21
9 513.052 21
9 518.075 21
9 523.087 21
9 528.104 21
9 533.174 21
9 538.203 21
9 543.261 21
9 548.323 21
9 553.385 21
9 558.437 21
9 563.506 21
9 568.573 21
9 573.601 21
9 578.678 21
9 583.813 21
9 588.907 21
9 594.01 21
9 599.1 21
9 604.2 21
9 609.266 21
9 614.407 21
9 619.512 21
9 624.608 21
9 629.775 21
9 634.82 21
9 639.906 21
9 645.001 21
9 650.074 21
9 655.182 21
9 660.228 21
9 665.378 21
9 670.412 21
9 675.502 21
9 680.519 21
9 685.607 21
9 690.712 21
9 695.782 21
9 700.899 21
9 705.986 21
9 711.16 21
9 716.202 21
9 721.286 21
9 726.421 21
9 731.506 21
9 736.577 21
9 741.703 21
9 746.805 21
9 751.879 21
9 757.014 21
9 762.103 21
9 767.2 21
9 772.218 21
9 777.313 21
9 782.415 21
9 787.455 21
9 792.516 21
9 797.576 21
9 802.617 21
9 807.715 21
9 812.806 21
9 817.908 21
9 822.996 21
9 828.113 21
9 833.214 21
9 838.303 21
9 843.319 21
9 848.408 21
9 853.509 21
9 858.559 21
9 863.716 21
9 868.809 21
9 873.876 21
9 878.98 14.333333333333333334
9 884.006 14.333333333333333334
9 889.059 14.333333333333333334
9 894.095 14.333333333333333334
9 899.164 14.333333333333333334
9 904.204 14.333333333333333334
9 909.316 14.333333333333333334
9 914.359 14.333333333333333334
