ID TIME #RESOURCES
0 35.551 1
0 43.779 2
0 47.261 3
0 48.364 4
0 59.782 5
0 64.308 6
0 64.784 7
0 67.687 8
0 69.589 9
0 73.293 10
0 74.093 11
0 77.599 12
0 79.299 13
0 81.102 14
0 87.411 15
0 88.109 16
0 96.719 17
0 98.424 18
0 102.146 19
0 108.732 20
0 113.542 21
0 116.043 22
0 117.343 23
0 117.645 24
0 120.848 25
0 125.355 26
0 126.172 27
0 130.758 28
0 131.359 29
0 133.061 30
0 146.777 31
0 152.787 32
0 152.985 33
0 156.091 34
0 156.911 35
0 159.702 36
0 162.294 37
0 167.123 38
0 168.603 39
0 176.437 40
0 179.337 41
0 184.249 42
0 185.222 43
0 194.332 44
0 208.047 45
0 209.951 46
0 211.154 47
0 212.652 48
0 216.157 49
0 217.559 50
0 220.967 51
0 224.765 52
0 224.966 53
0 229.673 54
0 236.581 55
0 239.201 56
0 241.084 57
0 241.586 58
0 243.113 59
0 244.7 60
0 244.789 61
0 251.418 62
0 251.996 63
0 254.198 64
0 256.304 65
0 257.301 66
0 258.503 67
0 258.704 68
0 260.507 69
0 261.809 70
0 266.515 71
0 267.216 72
0 268.116 73
0 271.525 74
0 275.623 75
0 276.525 76
0 280.026 77
0 281.932 78
0 285.036 79
0 287.943 80
0 294.645 81
0 295.948 82
0 296.65 83
0 309.259 84
0 311.068 85
0 311.162 86
0 319.069 87
0 319.37 88
0 323.677 89
0 329.085 90
0 330.185 91
0 333.589 92
0 344.822 93
0 345.101 94
0 345.2 95
0 345.4 96
0 350.905 97
0 360.331 98
0 363.322 99
0 373.732 100
0 376.034 101
0 376.835 102
0 380.14 103
0 382.843 104
0 388.547 105
0 394.28 106
0 395.655 107
0 401.861 108
0 402.767 109
0 411.174 110
0 417.78 111
0 422.291 112
0 429.295 113
0 431.795 114
0 437.401 115
0 439.804 116
0 442.529 117
0 442.608 118
0 446.115 119
0 448.816 120
0 450.421 121
0 452.822 122
0 463.531 123
0 464.434 124
0 465.734 125
0 465.937 126
0 466.737 127
0 467.837 128
0 474.742 129
0 477.448 130
0 481.351 131
0 483.155 132
0 486.557 133
0 496.368 134
0 501.672 135
0 505.18 136
0 515.989 137
0 516.688 138
0 523.597 139
0 525.018 140
0 532.707 141
0 535.911 142
0 538.132 143
0 539.332 144
0 542.818 145
0 554.432 146
0 561.852 147
0 565.343 148
0 570.546 149
0 577.757 150
0 594.874 151
