ID TIME pos
1 0.101 [0, 0] [0.0625990228316881, -0.3801812478121904]
1 5.107 [0.10320000000000018, -0.25540000000000007] [0.0625990228316881, -0.3801812478121904]
1 10.112 [0.10197500000000015, -0.22607500000000003] [0.0625990228316881, -0.3801812478121904]
1 15.118 [0.08710666666666667, -0.22796000000000002] [0.0625990228316881, -0.3801812478121904]
1 20.125 [0.08440999999999994, -0.23479999999999998] [0.0625990228316881, -0.3801812478121904]
1 25.13 [0.08949750000000001, -0.2337475] [0.0625990228316881, -0.3801812478121904]
1 30.137 [0.08851500000000001, -0.23413999999999996] [0.0625990228316881, -0.3801812478121904]
1 35.144 [0.08851500000000001, -0.23413999999999996] [0.0625990228316881, -0.3801812478121904]
1 40.15 [0.08851500000000001, -0.23413999999999996] [0.0625990228316881, -0.3801812478121904]
1 45.157 [0.08846500000000002, -0.234145] [0.0625990228316881, -0.3801812478121904]
1 50.163 [0.08783249999999998, -0.23459999999999998] [0.0625990228316881, -0.3801812478121904]
1 55.17 [0.09872666666666663, -0.22695500000000002] [0.0625990228316881, -0.3801812478121904]
1 60.177 [0.0994657142857143, -0.22570571428571426] [0.0625990228316881, -0.3801812478121904]
1 65.183 [0.09553749999999994, -0.23227625000000002] [0.0625990228316881, -0.3801812478121904]
1 70.19 [0.09271777777777773, -0.2363688888888889] [0.0625990228316881, -0.3801812478121904]
1 75.196 [0.09233333333333328, -0.23681444444444447] [0.0625990228316881, -0.3801812478121904]
1 80.203 [0.09272888888888886, -0.23637666666666668] [0.0625990228316881, -0.3801812478121904]
1 85.209 [0.09263666666666663, -0.23646] [0.0625990228316881, -0.3801812478121904]
1 90.215 [0.09240111111111106, -0.23664222222222225] [0.0625990228316881, -0.3801812478121904]
1 95.221 [0.09240111111111106, -0.23664222222222225] [0.0625990228316881, -0.3801812478121904]
1 100.226 [0.09240111111111106, -0.23664222222222225] [0.0625990228316881, -0.3801812478121904]
1 105.233 [0.09240111111111106, -0.23664222222222225] [0.0625990228316881, -0.3801812478121904]
1 110.237 [0.09240111111111106, -0.23664222222222225] [0.0625990228316881, -0.3801812478121904]
1 115.242 [0.09240111111111106, -0.23664222222222225] [0.0625990228316881, -0.3801812478121904]
1 120.249 [0.09240111111111106, -0.23664222222222225] [0.0625990228316881, -0.3801812478121904]
1 125.256 [0.09240111111111106, -0.23664222222222225] [0.0625990228316881, -0.3801812478121904]
1 130.263 [0.09240111111111106, -0.23664222222222225] [0.0625990228316881, -0.3801812478121904]
1 135.27 [0.08979818181818176, -0.23646363636363643] [0.0625990228316881, -0.3801812478121904]
1 140.275 [0.09260818181818181, -0.2331263636363636] [0.0625990228316881, -0.3801812478121904]
1 145.282 [0.09260818181818181, -0.2331263636363636] [0.0625990228316881, -0.3801812478121904]
1 150.289 [0.08927369896127761, -0.24368891390411038] [0.0625990228316881, -0.3801812478121904]
1 155.296 [0.088641106733487, -0.24433361283456348] [0.0625990228316881, -0.3801812478121904]
1 160.301 [0.088641106733487, -0.24433361283456348] [0.0625990228316881, -0.3801812478121904]
1 165.307 [0.088641106733487, -0.24433361283456348] [0.0625990228316881, -0.3801812478121904]
1 170.314 [0.088641106733487, -0.24433361283456348] [0.0625990228316881, -0.3801812478121904]
1 175.32 [0.088641106733487, -0.24433361283456348] [0.0625990228316881, -0.3801812478121904]
1 180.326 [0.0886603375027178, -0.24435361283456347] [0.0625990228316881, -0.3801812478121904]
1 185.333 [0.08865726057964089, -0.24435130514225578] [0.0625990228316881, -0.3801812478121904]
1 190.339 [0.08865572211810242, -0.24434592052687118] [0.0625990228316881, -0.3801812478121904]
1 195.346 [0.0886149528873332, -0.2443251512961019] [0.0625990228316881, -0.3801812478121904]
1 200.352 [0.08862264519502548, -0.24432130514225575] [0.0625990228316881, -0.3801812478121904]
1 205.359 [0.08862264519502548, -0.24432130514225575] [0.0625990228316881, -0.3801812478121904]
1 210.366 [0.08838495288733315, -0.2445259205268711] [0.0625990228316881, -0.3801812478121904]
1 215.372 [0.08586187596425623, -0.24681438206533265] [0.0625990228316881, -0.3801812478121904]
1 220.378 [0.08585726057964085, -0.24682053591148648] [0.0625990228316881, -0.3801812478121904]
1 225.385 [0.08586187596425623, -0.2468243820653327] [0.0625990228316881, -0.3801812478121904]
1 230.39 [0.08560033750271777, -0.24727515129610186] [0.0625990228316881, -0.3801812478121904]
1 235.396 [0.085391106733487, -0.24937053591148656] [0.0625990228316881, -0.3801812478121904]
1 240.402 [0.085391106733487, -0.24937053591148656] [0.0625990228316881, -0.3801812478121904]
1 245.407 [0.085391106733487, -0.24937053591148656] [0.0625990228316881, -0.3801812478121904]
1 250.414 [0.085391106733487, -0.24937053591148656] [0.0625990228316881, -0.3801812478121904]
1 255.421 [0.085391106733487, -0.24937053591148656] [0.0625990228316881, -0.3801812478121904]
1 260.426 [0.085391106733487, -0.24937053591148656] [0.0625990228316881, -0.3801812478121904]
1 265.432 [0.085391106733487, -0.24937053591148656] [0.0625990228316881, -0.3801812478121904]
1 270.438 [0.085391106733487, -0.24937053591148656] [0.0625990228316881, -0.3801812478121904]
1 275.444 [0.085391106733487, -0.24937053591148656] [0.0625990228316881, -0.3801812478121904]
1 280.451 [0.08557033750271775, -0.2499259205268711] [0.0625990228316881, -0.3801812478121904]
1 285.457 [0.08318956827194854, -0.25216822821917884] [0.0625990228316881, -0.3801812478121904]
1 290.464 [0.08318726057964082, -0.2521713051422557] [0.0625990228316881, -0.3801812478121904]
