ID TIME pos
7 5.137 [0.3019989530025341, -0.4101108368971562] []
7 10.181 [0.3019989530025341, -0.4101108368971562] []
7 15.207 [0.3019989530025341, -0.4101108368971562] []
7 20.262 [0.3019989530025341, -0.4101108368971562] []
7 25.336 [0.3019989530025341, -0.4101108368971562] [(24918, -43848, 1674779258, 0, 1, 10000000000000000000, 10000000000000000000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 24918, -43848)]
7 70.696 [0.3019989530025341, -0.4101108368971562] [(26873, -42630, 1674779258, 0, 6, 60000000000000000000, 40000000000000000000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 27931, -42046)]
7 101.167 [0.3019989530025341, -0.4101108368971562] [(27376, -42464, 1674779258, 0, 10, 100000000000000000000, 70000000000000000000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 27981, -42041)]
7 106.193 [0.3019989530025341, -0.4101108368971562] [(27384, -41978, 1674779258, 0, 12, 120000000000000000000, 80000000000000000000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 28317, -41261)]
7 111.22 [0.3019989530025341, -0.4101108368971562] [(27384, -41978, 1674779258, 0, 12, 120000000000000000000, 80000000000000000000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 28317, -41261)]
7 116.265 [0.3019989530025341, -0.4101108368971562] [(27384, -41978, 1674779258, 0, 12, 120000000000000000000, 80000000000000000000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 28317, -41261)]
7 121.308 [0.3019989530025341, -0.4101108368971562] [(27754, -42134, 1674779258, 0, 13, 130000000000000000000, 90000000000000000000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 28748, -41566)]
7 126.348 [0.3019989530025341, -0.4101108368971562] [(27754, -42134, 1674779258, 0, 13, 130000000000000000000, 90000000000000000000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 28748, -41566)]
7 131.437 [0.3019989530025341, -0.4101108368971562] [(27754, -42134, 1674779258, 0, 13, 130000000000000000000, 90000000000000000000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 28748, -41566)]
7 136.531 [0.3019989530025341, -0.4101108368971562] [(27514, -42358, 1674779258, 0, 14, 140000000000000000000, 90000000000000000000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 28748, -41566)]
7 141.573 [0.3019989530025341, -0.4101108368971562] [(27514, -42358, 1674779258, 0, 14, 140000000000000000000, 90000000000000000000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 28748, -41566)]
7 146.579 [0.3019989530025341, -0.4101108368971562] [(27514, -42358, 1674779258, 0, 14, 140000000000000000000, 90000000000000000000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 28748, -41566)]
7 151.669 [0.3019989530025341, -0.4101108368971562] [(27514, -42358, 1674779258, 0, 14, 140000000000000000000, 90000000000000000000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 28748, -41566)]
7 156.711 [0.3019989530025341, -0.4101108368971562] [(27514, -42358, 1674779258, 0, 14, 140000000000000000000, 90000000000000000000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 28748, -41566)]
7 161.81 [0.3019989530025341, -0.4101108368971562] [(27514, -42358, 1674779258, 0, 14, 140000000000000000000, 90000000000000000000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 28748, -41566)]
7 166.875 [0.3019989530025341, -0.4101108368971562] [(27514, -42358, 1674779258, 0, 14, 140000000000000000000, 90000000000000000000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 28748, -41566)]
7 171.89 [0.3019989530025341, -0.4101108368971562] [(27514, -42358, 1674779258, 0, 14, 140000000000000000000, 90000000000000000000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 28748, -41566)]
7 176.917 [0.3019989530025341, -0.4101108368971562] [(27514, -42358, 1674779258, 0, 14, 140000000000000000000, 90000000000000000000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 28748, -41566)]
7 181.943 [0.3019989530025341, -0.4101108368971562] [(27514, -42358, 1674779258, 0, 14, 140000000000000000000, 90000000000000000000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 28748, -41566)]
7 187.004 [0.3019989530025341, -0.4101108368971562] [(27514, -42358, 1674779258, 0, 14, 140000000000000000000, 90000000000000000000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 28748, -41566)]
7 192.074 [0.3019989530025341, -0.4101108368971562] [(27514, -42358, 1674779258, 0, 14, 140000000000000000000, 90000000000000000000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 28748, -41566)]
