ID TIME ETH
3 0.344 21
3 5.404 21
3 10.498 21
3 15.599 21
3 20.699 21
3 25.802 21
3 30.901 21
3 35.978 21
3 41.102 21
3 46.201 21
3 51.295 21
3 56.403 21
3 61.503 21
3 66.604 21
3 71.697 21
3 76.798 21
3 81.903 21
3 86.973 21
3 92.099 21
3 97.2 21
3 102.302 21
3 107.381 21
3 112.474 21
3 117.603 21
3 122.703 21
3 127.801 21
3 132.898 21
3 138.001 21
3 143.104 21
3 148.201 21
3 153.282 21
3 158.396 21
3 163.499 21
3 168.578 21
3 173.7 21
3 178.804 21
3 183.9 21
3 189.003 21
3 194.076 21
3 199.204 21
3 204.304 21
3 209.396 21
3 214.504 21
3 219.602 21
3 224.701 21
3 229.806 21
3 234.891 21
3 239.975 21
3 245.102 21
3 250.202 21
3 255.304 21
3 260.396 21
3 265.502 21
3 270.605 21
3 275.694 21
3 280.8 21
3 285.878 21
3 290.999 21
3 296.083 21
3 301.202 21
3 306.3 21
3 311.405 21
3 316.496 21
3 321.601 21
3 326.701 21
3 331.797 21
3 336.885 21
3 342.006 21
3 347.099 21
3 352.177 21
3 357.299 21
3 362.399 21
3 367.493 21
3 372.576 21
3 377.702 21
3 382.802 21
3 387.905 21
3 393.001 21
3 398.1 21
3 403.201 21
3 408.299 21
3 413.388 21
3 418.504 21
3 423.599 21
3 428.691 21
3 433.803 21
3 438.903 21
3 444.001 21
3 449.102 21
3 454.177 21
3 459.303 21
