ID TIME pos
3 5.067 [0, 0] [-0.46688828404979016, -0.4360642591606199]
3 35.565 [0, 0] [-0.46688828404979016, -0.4360642591606199]
3 65.969 [0, 0] [-0.46688828404979016, -0.4360642591606199]
3 100.167 [-0.5223525, -0.24644] [-0.46688828404979016, -0.4360642591606199]
3 130.466 [-0.5084242857142857, -0.25443714285714286] [-0.46688828404979016, -0.4360642591606199]
3 161.767 [-0.5036314285714286, -0.26009714285714286] [-0.46688828404979016, -0.4360642591606199]
3 196.666 [-0.49436599999999997, -0.27450399999999997] [-0.46688828404979016, -0.4360642591606199]
3 226.97 [-0.49194454545454536, -0.2804081818181818] [-0.46688828404979016, -0.4360642591606199]
3 257.266 [-0.47301209531521504, -0.30903361715978156] [-0.46688828404979016, -0.4360642591606199]
3 287.567 [-0.4726870953152151, -0.3097669504931149] [-0.46688828404979016, -0.4360642591606199]
3 317.866 [-0.4705395953152151, -0.3110869504931149] [-0.46688828404979016, -0.4360642591606199]
3 348.266 [-0.4695545953152151, -0.3124669504931149] [-0.46688828404979016, -0.4360642591606199]
3 378.566 [-0.4693829286485484, -0.3126402838264482] [-0.46688828404979016, -0.4360642591606199]
3 408.97 [-0.4687295953152149, -0.3133369504931148] [-0.46688828404979016, -0.4360642591606199]
3 439.27 [-0.4655219341371215, -0.3162464158397983] [-0.46688828404979016, -0.4360642591606199]
