ID TIME pos
1 5.04 [-0.4411076302668614, 0.39179316232373923] []
1 10.076 [-0.4411076302668614, 0.39179316232373923] []
1 15.112 [-0.4411076302668614, 0.39179316232373923] []
1 20.186 [-0.4411076302668614, 0.39179316232373923] []
1 25.261 [-0.4411076302668614, 0.39179316232373923] []
1 30.338 [-0.4411076302668614, 0.39179316232373923] []
1 35.393 [-0.4411076302668614, 0.39179316232373923] []
1 45.457 [-0.4411076302668614, 0.39179316232373923] []
1 50.552 [-0.4411076302668614, 0.39179316232373923] []
1 55.604 [-0.4411076302668614, 0.39179316232373923] []
1 60.686 [-0.4411076302668614, 0.39179316232373923] []
1 65.718 [-0.4411076302668614, 0.39179316232373923] []
1 70.747 [-0.4411076302668614, 0.39179316232373923] []
1 75.782 [-0.4411076302668614, 0.39179316232373923] []
1 80.892 [-0.4411076302668614, 0.39179316232373923] []
1 85.92 [-0.4411076302668614, 0.39179316232373923] [(-45289, 47046, 1676648204, 0, 4, 40000000000000000000, 30000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -47828, 43976)]
1 96.814 [-0.4411076302668614, 0.39179316232373923] [(-44032, 48248, 1676648204, 0, 7, 70000000000000000000, 40000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -48221, 42602)]
1 122.184 [-0.4411076302668614, 0.39179316232373923] [(-43093, 48968, 1676648268, 1, 10, 100000000000000000000, 50000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -48078, 42167), (-42554, 37551, 1676648262, 0, 3, 30000000000000000000, 30000000000000000000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 1, -42554, 37551)]
1 132.826 [-0.4411076302668614, 0.39179316232373923] [(-43093, 48968, 1676648280, 1, 10, 100000000000000000000, 50000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -48078, 42167), (-44059, 40351, 1676648262, 0, 5, 45000000000000000000, 35000000000000000000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 1, -45645, 36108)]
1 163.414 [-0.4411076302668614, 0.39179316232373923] [(-43093, 48968, 1676648314, 1, 10, 100000000000000000000, 50000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -48078, 42167), (-44493, 40315, 1676648314, 1, 10, 105000000000000000000, 80000000000000000000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 1, -45609, 37879), (-30436, 26404, 1676648308, 0, 2, 15000000000000000000, 15000000000000000000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, -30436, 26404)]
1 170.899 [-0.4411076302668614, 0.39179316232373923] [(-43093, 48968, 1676648322, 1, 10, 100000000000000000000, 50000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -48078, 42167), (-44493, 40315, 1676648322, 1, 10, 105000000000000000000, 80000000000000000000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 1, -45609, 37879), (-45074, 41386, 1676648308, 0, 6, 68125000000000000000, 58125000000000000000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, -45253, 39940)]
1 221.556 [-0.4411076302668614, 0.39179316232373923] [(-43093, 48968, 1676648363, 1, 10, 100000000000000000000, 50000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -48078, 42167), (-44493, 40315, 1676648363, 1, 10, 105000000000000000000, 80000000000000000000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 1, -45609, 37879), (-41187, 36604, 1676648363, 1, 10, 111250000000000000000, 68125000000000000000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, -46524, 40257), (-38740, 28267, 1676648341, 0, 5, 49330357142857142000, 49330357142857142000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 1, -38740, 28267)]
1 265.919 [-0.4411076302668614, 0.39179316232373923] [(-43093, 48968, 1676648415, 1, 10, 100000000000000000000, 50000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -48078, 42167), (-44493, 40315, 1676648415, 1, 10, 105000000000000000000, 80000000000000000000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 1, -45609, 37879), (-41187, 36604, 1676648415, 1, 10, 111250000000000000000, 68125000000000000000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, -46524, 40257), (-38680, 30603, 1676648415, 1, 10, 99776785714285710000, 80133928571428568000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 1, -43202, 32394)]
1 316.873 [-0.4411076302668614, 0.39179316232373923] [(-43093, 48968, 1676648467, 1, 10, 100000000000000000000, 50000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -48078, 42167), (-44493, 40315, 1676648467, 1, 10, 105000000000000000000, 80000000000000000000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 1, -45609, 37879), (-41187, 36604, 1676648467, 1, 10, 111250000000000000000, 68125000000000000000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, -46524, 40257), (-38680, 30603, 1676648467, 1, 10, 99776785714285710000, 80133928571428568000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 1, -43202, 32394), (-45051, 37662, 1676648467, 1, 10, 105803571428571428000, 96495535714285714000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 1, -45270, 37942)]
1 321.967 [-0.4411076302668614, 0.39179316232373923] [(-43093, 48968, 1676648473, 1, 10, 100000000000000000000, 50000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -48078, 42167), (-44493, 40315, 1676648473, 1, 10, 105000000000000000000, 80000000000000000000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 1, -45609, 37879), (-41187, 36604, 1676648473, 1, 10, 111250000000000000000, 68125000000000000000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, -46524, 40257), (-38680, 30603, 1676648473, 1, 10, 99776785714285710000, 80133928571428568000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 1, -43202, 32394), (-45051, 37662, 1676648473, 1, 10, 105803571428571428000, 96495535714285714000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 1, -45270, 37942), (-50217, 45151, 1676648471, 0, 2, 18370535714285715000, 18370535714285715000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 1, -50217, 45151)]
1 358.137 [-0.4411076302668614, 0.39179316232373923] [(-43093, 48968, 1676648501, 1, 10, 100000000000000000000, 50000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -48078, 42167), (-44493, 40315, 1676648501, 1, 10, 105000000000000000000, 80000000000000000000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 1, -45609, 37879), (-41187, 36604, 1676648501, 1, 10, 111250000000000000000, 68125000000000000000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, -46524, 40257), (-38680, 30603, 1676648501, 1, 10, 99776785714285710000, 80133928571428568000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 1, -43202, 32394), (-45051, 37662, 1676648501, 1, 10, 105803571428571428000, 96495535714285714000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 1, -45270, 37942), (-49643, 42616, 1676648471, 0, 5, 54114583333333334000, 54114583333333334000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 1, -49643, 42616)]
1 403.909 [-0.4411076302668614, 0.39179316232373923] [(-43093, 48968, 1676648545, 1, 10, 100000000000000000000, 50000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -48078, 42167), (-44493, 40315, 1676648545, 1, 10, 105000000000000000000, 80000000000000000000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 1, -45609, 37879), (-41187, 36604, 1676648545, 1, 10, 111250000000000000000, 68125000000000000000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, -46524, 40257), (-38680, 30603, 1676648545, 1, 10, 99776785714285710000, 80133928571428568000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 1, -43202, 32394), (-45051, 37662, 1676648545, 1, 10, 105803571428571428000, 96495535714285714000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 1, -45270, 37942), (-49125, 40353, 1676648545, 1, 10, 93690476190476190000, 93690476190476190000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 1, -49125, 40353), (-40431, 33883, 1676648533, 0, 5, 38549107142857141000, 38549107142857141000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -40431, 33883)]
1 408.946 [-0.4411076302668614, 0.39179316232373923] [(-43093, 48968, 1676648559, 1, 10, 100000000000000000000, 50000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -48078, 42167), (-44493, 40315, 1676648559, 1, 10, 105000000000000000000, 80000000000000000000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 1, -45609, 37879), (-41187, 36604, 1676648559, 1, 10, 111250000000000000000, 68125000000000000000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, -46524, 40257), (-38680, 30603, 1676648559, 1, 10, 99776785714285710000, 80133928571428568000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 1, -43202, 32394), (-45051, 37662, 1676648559, 1, 10, 105803571428571428000, 96495535714285714000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 1, -45270, 37942), (-49125, 40353, 1676648559, 1, 10, 93690476190476190000, 93690476190476190000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 1, -49125, 40353), (-44430, 36437, 1676648533, 0, 7, 78534226190476188000, 78534226190476188000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -44430, 36437)]
1 437.72 [-0.4411076302668614, 0.39179316232373923] [(-43093, 48968, 1676648583, 1, 10, 100000000000000000000, 50000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -48078, 42167), (-44493, 40315, 1676648583, 1, 10, 105000000000000000000, 80000000000000000000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 1, -45609, 37879), (-41187, 36604, 1676648583, 1, 10, 111250000000000000000, 68125000000000000000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, -46524, 40257), (-38680, 30603, 1676648583, 1, 10, 99776785714285710000, 80133928571428568000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 1, -43202, 32394), (-45051, 37662, 1676648583, 1, 10, 105803571428571428000, 96495535714285714000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 1, -45270, 37942), (-49125, 40353, 1676648583, 1, 10, 93690476190476190000, 93690476190476190000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 1, -49125, 40353), (-45094, 35838, 1676648583, 1, 10, 107987351190476188000, 100148809523809520000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -45335, 36228), (-42282, 39059, 1676648583, 0, 1, 9825148809523810000, 9825148809523810000, 1, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 1, -42282, 39059)]
