ID TIME POS
11 0.088 -0.161801i + 0.238343j
11 10.148 -0.276883i + 0.231648j
11 20.247 -0.561525i + 0.370496j
11 30.295 -0.800527i + 0.624333j
11 40.347 -0.844322i + 0.879038j
11 50.368 -0.575105i + 0.768008j
11 60.413 -0.323282i + 0.59116j
11 70.427 -0.130276i + 0.30555j
11 80.437 -0.0382317i + 0.0334436j
11 90.501 0.182697i + -0.199698j
11 100.541 0.145544i + -0.2184j
11 110.691 0.370504i + -0.399669j
11 120.692 0.594149i + -0.484759j
11 130.825 0.570853i + -0.397715j
11 140.923 0.384191i + -0.283327j
11 150.986 0.183268i + -0.121006j
11 161.058 0.0515083i + -0.296363j
11 171.147 -0.0277489i + -0.448636j
11 181.247 0.042589i + -0.503524j
11 191.253 0.099408i + -0.569506j
11 201.422 0.0157794i + -0.562148j
11 211.452 0.000265825i + -0.519288j
11 221.453 0.0121733i + -0.503369j
11 231.547 0.0556295i + -0.506937j
11 241.554 -0.000860687i + -0.516984j
11 251.558 0.0663431i + -0.518738j
11 261.658 0.0835667i + -0.544662j
11 271.744 0.0460347i + -0.474477j
11 281.75 -0.0185321i + -0.525189j
11 291.851 0.0291502i + -0.596013j
11 301.946 -0.0119275i + -0.532939j
11 312.019 -0.00891113i + -0.556132j
11 322.037 -0.118451i + -0.494373j
11 332.043 -0.0855807i + -0.27644j
11 342.148 -0.0092419i + 0.0529045j
11 352.251 0.113854i + 0.220141j
11 362.354 0.34027i + 0.170751j
11 372.392 0.475368i + -0.0558519j
11 382.448 0.604994i + -0.0302617j
11 392.461 0.656594i + 0.285772j
11 402.537 0.424987i + 0.418786j
11 412.634 0.14742i + 0.532833j
11 422.737 0.0915795i + 0.599556j
11 432.747 0.12635i + 0.6455j
11 442.752 0.0600391i + 0.724189j
11 452.757 0.0452857i + 0.726534j
11 462.853 0.00421205i + 0.730737j
11 472.95 -0.00190498i + 0.730804j
11 483.053 0.0323505i + 0.688321j
11 493.069 -0.0201269i + 0.749822j
11 503.151 -0.0903936i + 0.698038j
11 513.243 -0.0476381i + 0.719578j
11 523.252 -0.0479196i + 0.744182j
11 533.312 -0.0803945i + 0.771515j
11 543.385 -0.0918412i + 0.723713j
11 553.389 -0.0910306i + 0.761577j
11 563.518 -0.0334063i + 0.754184j
11 573.609 -0.0953483i + 0.698778j
11 583.635 -0.076031i + 0.570227j
11 593.646 -0.0867775i + 0.499569j
11 603.649 -0.0487747i + 0.262372j
11 613.758 0.0695355i + -0.121305j
11 623.769 0.132649i + -0.305823j
11 633.868 0.0311917i + -0.455922j
11 643.949 -0.0630337i + -0.400421j
11 654.039 -0.0469593i + -0.120524j
11 664.04 -0.278089i + -0.235859j
11 674.049 -0.53587i + -0.406468j
11 684.152 -0.525135i + -0.506202j
11 694.18 -0.22085i + -0.505502j
11 704.24 0.139768i + -0.483361j
11 714.249 0.45484i + -0.54134j
11 724.32 0.505476i + -0.544966j
11 734.345 0.459441i + -0.295391j
11 744.381 0.189726i + -0.15249j
11 754.387 0.00816304i + -0.032267j
11 764.407 -0.00481075i + -0.271491j
11 774.451 -0.190596i + -0.212877j
11 784.537 -0.139721i + 0.0357506j
11 794.543 -0.10169i + -0.0502699j
11 804.548 -0.00591872i + -0.371764j
11 814.648 0.024832i + -0.513059j
11 824.748 0.0835986i + -0.555331j
11 834.781 0.0706414i + -0.537167j
11 844.845 0.0568989i + -0.542676j
11 854.848 0.022844i + -0.464213j
11 864.983 0.000994672i + -0.495721j
11 875.037 0.0212957i + -0.456823j
11 885.186 0.0715435i + -0.153271j
11 895.237 0.0402258i + 0.0570449j
11 905.299 -0.204344i + 0.324834j
11 915.353 -0.0606006i + 0.451775j
11 925.375 0.252749i + 0.432854j
11 935.453 0.372324i + 0.319757j
11 945.536 0.506932i + -0.0318883j
11 955.551 0.588791i + -0.272584j
11 965.638 0.628999i + -0.432604j
11 975.753 0.625622i + -0.427944j
11 985.761 0.519351i + -0.448245j
11 995.847 0.521427i + -0.438347j
11 1005.873 0.284168i + -0.326796j
11 1015.936 0.22806i + -0.137005j
11 1025.952 0.0229997i + 0.0391644j
11 1036.08 -0.0802242i + 0.336713j
11 1046.221 -0.209736i + 0.489263j
11 1056.284 -0.0501646i + 0.38675j
11 1066.286 0.182622i + 0.445673j
11 1076.347 0.117443i + 0.493056j
11 1086.349 0.262856i + 0.66494j
11 1096.355 0.290538i + 0.390105j
11 1106.448 0.410703i + 0.146845j
11 1116.49 0.67789i + -0.0494363j
11 1126.542 0.894641i + -0.282861j
11 1136.576 0.769756i + -0.437749j
11 1146.641 0.856784i + -0.749576j
11 1156.746 0.749593i + -0.901918j
11 1166.787 0.699147i + -0.66877j
11 1176.849 0.817662i + -0.658287j
11 1186.851 0.888864i + -0.860892j
11 1196.953 0.828164i + -0.801719j
11 1207.049 0.840726i + -0.878731j
11 1217.154 0.482399i + -0.939374j
11 1227.176 0.243584i + -0.91718j
11 1237.212 0.124878i + -0.699807j
11 1247.244 0.141334i + -0.386463j
11 1257.272 0.10133i + -0.0152186j
11 1267.349 0.034355i + 0.263795j
11 1277.456 0.0268727i + 0.501282j
11 1287.551 0.0650839i + 0.516012j
11 1297.551 0.0278064i + 0.620783j
11 1307.69 0.0641697i + 0.67129j
11 1317.745 0.0156479i + 0.672286j
11 1327.759 -0.0291367i + 0.732858j
11 1337.853 0.0203114i + 0.643456j
11 1347.867 -0.0702699i + 0.63802j
11 1357.953 -0.129292i + 0.472362j
11 1367.956 0.015399i + 0.209559j
11 1377.976 -0.174587i + -0.101998j
11 1388.065 -0.350984i + -0.39571j
11 1398.225 -0.267036i + -0.643442j
11 1408.257 -0.184032i + -0.917133j
11 1418.263 -0.404609i + -0.857123j
11 1428.349 -0.0700524i + -0.725025j
11 1438.454 0.280498i + -0.633634j
11 1448.537 0.49367i + -0.532752j
11 1458.551 0.410284i + -0.342174j
11 1468.587 0.154355i + -0.14135j
11 1478.629 0.113238i + 0.0527703j
11 1488.663 0.312038i + 0.185734j
11 1498.751 0.44559i + 0.479373j
11 1508.812 0.588041i + 0.61441j
11 1518.846 0.775442i + 0.871697j
11 1528.899 0.912529i + 0.851269j
11 1538.937 0.892455i + 0.59684j
11 1548.956 0.917602i + 0.29015j
11 1559.056 0.646294i + 0.401541j
11 1569.056 0.352382i + 0.496612j
11 1579.063 0.0772776i + 0.54894j
11 1589.162 0.00973177i + 0.56409j
11 1599.249 0.00773491i + 0.490365j
11 1609.259 0.0221009i + 0.283783j
11 1619.275 -0.0636332i + -0.037625j
11 1629.294 -0.164345i + -0.196689j
11 1639.353 -0.165645i + -0.323173j
11 1649.36 0.164808i + -0.412447j
11 1659.451 0.45052i + -0.482019j
11 1669.538 0.4778i + -0.561383j
11 1679.56 0.536241i + -0.605095j
11 1689.664 0.595324i + -0.565502j
11 1699.691 0.651504i + -0.488181j
11 1709.705 0.678002i + -0.460378j
