ID TIME POS
2 0.169 -0.268566i + -0.101228j
2 10.19 -0.142741i + -0.198283j
2 20.191 -0.44614i + -0.214121j
2 30.218 -0.694649i + -0.237458j
2 40.29 -0.405047i + -0.668623j
2 50.389 -0.330981i + -0.489439j
2 60.72 -0.0823999i + -0.0929593j
2 70.789 0.220208i + -0.252772j
2 80.897 0.401363i + -0.336167j
2 90.913 0.295674i + -0.303072j
2 100.989 0.417027i + -0.46965j
2 110.989 0.311652i + -0.627562j
2 121.104 -0.0456917i + -0.685075j
2 131.218 -0.251064i + -0.888192j
2 141.289 -0.431868i + -0.636299j
