ID TIME pos
3 5.072 [0.41277346035984325, 0.31621046222471344] []
3 10.075 [0.41277346035984325, 0.31621046222471344] []
3 15.095 [0.41277346035984325, 0.31621046222471344] []
3 20.195 [0.41277346035984325, 0.31621046222471344] []
3 25.23 [0.41277346035984325, 0.31621046222471344] []
3 30.3 [0.41277346035984325, 0.31621046222471344] []
3 35.444 [0.41277346035984325, 0.31621046222471344] []
3 40.491 [0.41277346035984325, 0.31621046222471344] []
3 45.556 [0.41277346035984325, 0.31621046222471344] []
3 50.645 [0.41277346035984325, 0.31621046222471344] [(40327, 28393, 1676644575, 0, 2, 20000000000000000000, 20000000000000000000, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 0, 40327, 28393)]
3 112.172 [0.41277346035984325, 0.31621046222471344] [(47428, 23711, 1676644637, 1, 10, 100000000000000000000, 50000000000000000000, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 0, 47837, 24848), (48506, 31044, 1676644629, 0, 5, 60000000000000000000, 50000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 45811, 33600)]
3 168.638 [0.41277346035984325, 0.31621046222471344] [(47428, 23711, 1676644705, 1, 10, 100000000000000000000, 50000000000000000000, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 0, 47837, 24848), (48604, 32087, 1676644705, 1, 10, 110000000000000000000, 85000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 46401, 34209), (42698, 32642, 1676644685, 0, 6, 74687500000000000000, 74687500000000000000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, 42698, 32642)]
3 173.671 [0.41277346035984325, 0.31621046222471344] [(47428, 23711, 1676644711, 1, 10, 100000000000000000000, 50000000000000000000, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 0, 47837, 24848), (48604, 32087, 1676644711, 1, 10, 110000000000000000000, 85000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 46401, 34209), (42489, 32685, 1676644685, 0, 7, 79687500000000000000, 79687500000000000000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, 42489, 32685)]
3 178.739 [0.41277346035984325, 0.31621046222471344] [(47428, 23711, 1676644711, 1, 10, 100000000000000000000, 50000000000000000000, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 0, 47837, 24848), (48604, 32087, 1676644711, 1, 10, 110000000000000000000, 85000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 46401, 34209), (42489, 32685, 1676644685, 0, 7, 79687500000000000000, 79687500000000000000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, 42489, 32685)]
3 183.74 [0.41277346035984325, 0.31621046222471344] [(47428, 23711, 1676644711, 1, 10, 100000000000000000000, 50000000000000000000, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 0, 47837, 24848), (48604, 32087, 1676644711, 1, 10, 110000000000000000000, 85000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 46401, 34209), (42489, 32685, 1676644685, 0, 7, 79687500000000000000, 79687500000000000000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, 42489, 32685)]
3 188.789 [0.41277346035984325, 0.31621046222471344] [(47428, 23711, 1676644725, 1, 10, 100000000000000000000, 50000000000000000000, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 0, 47837, 24848), (48604, 32087, 1676644725, 1, 10, 110000000000000000000, 85000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 46401, 34209), (42890, 27908, 1676644685, 0, 8, 96250000000000000000, 96250000000000000000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, 42890, 27908)]
