ID TIME DIST RECRUIT_DIST SCOUT_DIST red green blue yellow TOTAL VALUE
0 0.021 0.04725003717329626 0.04725003717329626 0 0 0 0 0 0 0
0 0.484 0.14140103264711323 0.14140103264711323 0 0 0 0 0 0 0
0 0.486 0.28105317217931053 0.28105317217931053 0 0 0 0 0 0 0
0 0.604 0.4662069237702987 0.4662069237702987 0 0 0 0 0 0 0
0 0.69 0.6968627920322048 0.6968627920322048 0 0 0 0 0 0 0
0 0.792 0.9730212528836482 0.9730212528836482 0 0 0 0 0 0 0
0 0.892 1.2934465283363097 1.2934465283363097 0 0 0 0 0 0 0
0 0.987 1.6574633963000274 1.6574633963000274 0 0 0 0 0 0 0
0 1.089 2.0652157761289764 2.0652157761289764 0 0 0 0 0 0 0
0 1.197 2.516811729484419 2.516811729484419 0 0 0 0 0 0 0
0 1.292 3.0123339756805847 3.0123339756805847 0 0 0 0 0 0 0
0 1.52 3.5518470514284806 3.5518470514284806 0 0 0 0 0 0 0
0 1.711 4.135402300817128 4.135402300817128 0 0 0 0 0 0 0
0 1.722 4.751017045292574 4.751017045292574 0 0 0 0 0 0 0
0 1.822 5.3974377044431625 5.3974377044431625 0 0 0 0 0 0 0
0 1.933 6.074810700734848 6.074810700734848 0 0 0 0 0 0 0
0 2.022 6.774609054109455 6.774609054109455 0 0 0 0 0 0 0
0 2.122 7.496290251718578 7.496290251718578 0 0 0 0 0 0 0
0 2.236 8.236960881059419 8.236960881059419 0 0 0 0 0 0 0
0 2.323 8.995015609437136 8.995015609437136 0 0 0 0 0 0 0
0 2.422 9.774046907627984 9.774046907627984 0 0 0 0 0 0 0
0 2.524 10.574723204905382 10.574723204905382 0 0 0 0 0 0 0
0 2.878 11.397201477903522 11.397201477903522 0 0 0 0 0 0 0
0 2.889 12.244970426569488 12.244970426569488 0 0 0 0 0 0 0
0 2.985 13.116278311911383 13.116278311911383 0 0 0 0 0 0 0
0 3.085 14.012296270194721 14.012296270194721 0 0 0 0 0 0 0
0 3.186 14.933393531424782 14.933393531424782 0 0 0 0 0 0 0
0 3.293 15.879822675469585 15.879822675469585 0 0 0 0 0 0 0
0 3.401 16.84865870106411 16.84865870106411 0 0 0 0 0 0 0
0 3.489 17.838344983986325 17.838344983986325 0 0 0 0 0 0 0
0 3.588 18.84550573230819 18.84550573230819 0 0 0 0 0 0 0
0 3.93 19.87599580522256 19.87599580522256 0 0 0 0 0 0 0
0 3.943 20.932342190249255 20.932342190249255 0 0 0 0 0 0 0
0 4.038 22.02093572925199 22.02093572925199 0 0 0 0 0 0 0
0 4.14 23.143297767346592 23.143297767346592 0 0 0 0 0 0 0
0 4.239 24.29439317568263 24.29439317568263 0 0 0 0 0 0 0
0 4.346 25.467874896501947 25.467874896501947 0 0 0 0 0 0 0
0 4.449 26.665826395187498 26.665826395187498 0 0 0 0 0 0 0
0 4.577 27.889214261570757 27.889214261570757 0 0 0 0 0 0 0
0 4.641 29.138658494810695 29.138658494810695 0 0 0 0 0 0 0
0 4.948 30.41638660579316 30.41638660579316 0 0 0 0 0 0 0
0 4.961 31.72329893206749 31.72329893206749 0 0 0 0 0 0 0
0 5.061 33.05478732324272 33.05478732324272 0 0 0 0 0 0 0
0 5.549 34.41107073778343 34.41107073778343 0 0 0 0 0 0 0
0 5.56 35.79514748020149 35.79514748020149 0 0 0 0 0 0 0
0 5.664 37.21196599180776 37.21196599180776 0 0 0 0 0 0 0
