ID TIME pos
1 5.043 [0.3019989530025341, -0.4101108368971562] []
1 15.099 [0.3019989530025341, -0.4101108368971562] []
1 20.107 [0.3019989530025341, -0.4101108368971562] []
1 25.195 [0.3019989530025341, -0.4101108368971562] []
1 30.267 [0.3019989530025341, -0.4101108368971562] []
1 35.348 [0.3019989530025341, -0.4101108368971562] []
1 40.376 [0.3019989530025341, -0.4101108368971562] []
1 45.397 [0.3019989530025341, -0.4101108368971562] []
1 50.505 [0.3019989530025341, -0.4101108368971562] [(19553, -54449, 1674743077, 0, 1, 10000000000000000000, 10000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 19553, -54449)]
1 71.732 [0.3019989530025341, -0.4101108368971562] [(19553, -54449, 1674743077, 0, 1, 10000000000000000000, 10000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 19553, -54449), (-2980, -30763, 1674743083, 0, 1, 10000000000000000000, 10000000000000000000, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, -2980, -30763)]
1 117.393 [0.3019989530025341, -0.4101108368971562] [(20976, -53595, 1674743077, 0, 8, 75000000000000000000, 30000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 23478, -53925), (-2932, -30721, 1674743083, 0, 2, 15000000000000000000, 10000000000000000000, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, -2980, -30763)]
1 143.286 [0.3019989530025341, -0.4101108368971562] [(20429, -53583, 1674743077, 0, 11, 105000000000000000000, 30000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 23478, -53925), (-2927, -30528, 1674743083, 0, 3, 20000000000000000000, 10000000000000000000, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, -2980, -30763)]
1 172.002 [0.3019989530025341, -0.4101108368971562] [(21068, -52967, 1674743077, 0, 12, 115000000000000000000, 40000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 24553, -52069), (-2550, -30438, 1674743083, 0, 5, 30000000000000000000, 10000000000000000000, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, -2980, -30763)]
1 181.403 [0.3019989530025341, -0.4101108368971562] [(21068, -52967, 1674743077, 0, 12, 115000000000000000000, 40000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 24553, -52069), (-2393, -30282, 1674743083, 0, 6, 40000000000000000000, 10000000000000000000, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, -2980, -30763)]
1 186.433 [0.3019989530025341, -0.4101108368971562] [(21068, -52967, 1674743077, 0, 12, 115000000000000000000, 40000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 24553, -52069), (-2393, -30282, 1674743083, 0, 6, 40000000000000000000, 10000000000000000000, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, -2980, -30763)]
1 191.472 [0.3019989530025341, -0.4101108368971562] [(21068, -52967, 1674743077, 0, 12, 115000000000000000000, 40000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 24553, -52069), (-2558, -30179, 1674743083, 0, 7, 45000000000000000000, 10000000000000000000, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, -2980, -30763)]
1 196.477 [0.3019989530025341, -0.4101108368971562] [(21068, -52967, 1674743077, 0, 12, 115000000000000000000, 40000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 24553, -52069), (-2523, -30279, 1674743083, 0, 8, 50000000000000000000, 10000000000000000000, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, -2980, -30763)]
1 201.541 [0.3019989530025341, -0.4101108368971562] [(21068, -52967, 1674743077, 0, 12, 115000000000000000000, 40000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 24553, -52069), (-2523, -30279, 1674743083, 0, 8, 50000000000000000000, 10000000000000000000, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, -2980, -30763)]
1 206.551 [0.3019989530025341, -0.4101108368971562] [(21068, -52967, 1674743077, 0, 12, 115000000000000000000, 40000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 24553, -52069), (-2523, -30279, 1674743083, 0, 8, 50000000000000000000, 10000000000000000000, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, -2980, -30763)]
1 211.601 [0.3019989530025341, -0.4101108368971562] [(21068, -52967, 1674743077, 0, 12, 115000000000000000000, 40000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 24553, -52069), (-2452, -30202, 1674743083, 0, 9, 55000000000000000000, 10000000000000000000, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, -2980, -30763)]
1 219.506 [0.3019989530025341, -0.4101108368971562] [(21068, -52967, 1674743077, 0, 12, 115000000000000000000, 40000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 24553, -52069), (-2523, -30279, 1674743083, 0, 8, 50000000000000000000, 10000000000000000000, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, -2980, -30763)]
1 224.626 [0.3019989530025341, -0.4101108368971562] [(21068, -52967, 1674743077, 0, 12, 115000000000000000000, 40000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 24553, -52069), (-2452, -30202, 1674743083, 0, 9, 55000000000000000000, 10000000000000000000, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, -2980, -30763)]
1 229.728 [0.3019989530025341, -0.4101108368971562] [(21068, -52967, 1674743077, 0, 12, 115000000000000000000, 40000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 24553, -52069), (-2452, -30202, 1674743083, 0, 9, 55000000000000000000, 10000000000000000000, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, -2980, -30763)]
1 234.789 [0.3019989530025341, -0.4101108368971562] [(21068, -52967, 1674743077, 0, 12, 115000000000000000000, 40000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 24553, -52069), (-2452, -30202, 1674743083, 0, 9, 55000000000000000000, 10000000000000000000, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, -2980, -30763)]
1 239.883 [0.3019989530025341, -0.4101108368971562] [(21068, -52967, 1674743077, 0, 12, 115000000000000000000, 40000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 24553, -52069), (-2452, -30202, 1674743083, 0, 9, 55000000000000000000, 10000000000000000000, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, -2980, -30763)]
1 244.979 [0.3019989530025341, -0.4101108368971562] [(21078, -53032, 1674743077, 0, 13, 120000000000000000000, 40000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 24553, -52069), (-2413, -30184, 1674743083, 0, 11, 70000000000000000000, 10000000000000000000, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, -2980, -30763)]
1 254.118 [0.3019989530025341, -0.4101108368971562] [(21078, -53032, 1674743077, 0, 13, 120000000000000000000, 40000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 24553, -52069), (-2413, -30184, 1674743083, 0, 11, 70000000000000000000, 10000000000000000000, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, -2980, -30763)]
