ID TIME pos
9 5.286 [-0.2944833697192148, 0.4089485170622933] []
9 10.293 [-0.2944833697192148, 0.4089485170622933] []
9 15.329 [-0.2944833697192148, 0.4089485170622933] []
9 20.331 [-0.2944833697192148, 0.4089485170622933] []
9 25.336 [-0.2944833697192148, 0.4089485170622933] []
9 30.365 [-0.2944833697192148, 0.4089485170622933] []
9 35.449 [-0.2944833697192148, 0.4089485170622933] []
9 40.519 [-0.2944833697192148, 0.4089485170622933] [(-32096, 40431, 1676645033, 0, 1, 10000000000000000000, 10000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, -32096, 40431)]
9 51.308 [-0.2944833697192148, 0.4089485170622933] [(-31219, 35356, 1676645033, 0, 2, 20000000000000000000, 20000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, -31219, 35356)]
9 76.894 [-0.2944833697192148, 0.4089485170622933] [(-29732, 41476, 1676645033, 0, 6, 60000000000000000000, 50000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, -29307, 41462)]
9 81.911 [-0.2944833697192148, 0.4089485170622933] [(-30286, 41364, 1676645033, 0, 7, 70000000000000000000, 50000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, -29307, 41462)]
9 86.922 [-0.2944833697192148, 0.4089485170622933] [(-30125, 40570, 1676645033, 0, 8, 80000000000000000000, 60000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, -29256, 40388)]
9 91.954 [-0.2944833697192148, 0.4089485170622933] [(-30125, 40570, 1676645033, 0, 8, 80000000000000000000, 60000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, -29256, 40388)]
9 96.983 [-0.2944833697192148, 0.4089485170622933] [(-30430, 41335, 1676645033, 0, 9, 90000000000000000000, 70000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, -29773, 41398)]
9 101.998 [-0.2944833697192148, 0.4089485170622933] [(-29990, 40645, 1676645091, 1, 10, 100000000000000000000, 80000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, -29305, 40528)]
9 107.028 [-0.2944833697192148, 0.4089485170622933] [(-29990, 40645, 1676645099, 1, 10, 100000000000000000000, 80000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, -29305, 40528), (-26188, 30709, 1676645095, 0, 2, 20000000000000000000, 20000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -26188, 30709)]
9 151.38 [-0.2944833697192148, 0.4089485170622933] [(-29990, 40645, 1676645129, 1, 10, 100000000000000000000, 80000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, -29305, 40528), (-28177, 37358, 1676645129, 1, 10, 105000000000000000000, 82500000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -29450, 40761)]
9 197.088 [-0.2944833697192148, 0.4089485170622933] [(-29990, 40645, 1676645187, 1, 10, 100000000000000000000, 80000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, -29305, 40528), (-28177, 37358, 1676645187, 1, 10, 105000000000000000000, 82500000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -29450, 40761), (-36770, 53421, 1676645145, 0, 8, 86875000000000000000, 64062500000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -36088, 48136), (1703, 20096, 1676645187, 0, 1, 11250000000000000000, 11250000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 1703, 20096)]
