ID TIME pos
3 5.129 [0.40811379777054757, -0.31350952598956244] []
3 10.159 [0.40811379777054757, -0.31350952598956244] []
3 15.222 [0.40811379777054757, -0.31350952598956244] []
3 20.29 [0.40811379777054757, -0.31350952598956244] []
3 25.31 [0.40811379777054757, -0.31350952598956244] []
3 30.342 [0.40811379777054757, -0.31350952598956244] []
3 35.383 [0.40811379777054757, -0.31350952598956244] []
3 40.483 [0.40811379777054757, -0.31350952598956244] []
3 45.535 [0.40811379777054757, -0.31350952598956244] [(40916, -30936, 1676641263, 0, 1, 10000000000000000000, 10000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 40916, -30936)]
3 56.074 [0.40811379777054757, -0.31350952598956244] [(40876, -28000, 1676641263, 0, 3, 30000000000000000000, 30000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 40876, -28000)]
3 106.829 [0.40811379777054757, -0.31350952598956244] [(44969, -30439, 1676641263, 0, 9, 90000000000000000000, 90000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 44969, -30439)]
3 111.875 [0.40811379777054757, -0.31350952598956244] [(44700, -29783, 1676641332, 1, 10, 100000000000000000000, 100000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 44700, -29783), (37678, -28331, 1676641332, 0, 1, 10000000000000000000, 10000000000000000000, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 1, 37678, -28331)]
3 132.395 [0.40811379777054757, -0.31350952598956244] [(44700, -29783, 1676641338, 1, 10, 100000000000000000000, 100000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 44700, -29783), (37895, -27210, 1676641332, 0, 3, 30000000000000000000, 30000000000000000000, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 1, 37895, -27210)]
