ID TIME pos
1 0.101 [0, 0] [-0.43451622031517956, 0.31748955140006374]
1 5.107 [-0.388871457084386, 0.3015201843465551] [-0.43451622031517956, 0.31748955140006374]
1 10.113 [-0.388871457084386, 0.3015201843465551] [-0.43451622031517956, 0.31748955140006374]
1 15.119 [-0.388871457084386, 0.3015201843465551] [-0.43451622031517956, 0.31748955140006374]
1 20.126 [-0.388871457084386, 0.3015201843465551] [-0.43451622031517956, 0.31748955140006374]
1 25.132 [-0.388871457084386, 0.3015201843465551] [-0.43451622031517956, 0.31748955140006374]
1 30.138 [-0.388871457084386, 0.3015201843465551] [-0.43451622031517956, 0.31748955140006374]
1 35.145 [-0.446365728542193, 0.2611000921732777] [-0.43451622031517956, 0.31748955140006374]
1 40.152 [-0.43057072854219297, 0.2632800921732775] [-0.43451622031517956, 0.31748955140006374]
1 45.159 [-0.42877072854219295, 0.26462009217327764] [-0.43451622031517956, 0.31748955140006374]
1 50.166 [-0.406997152361462, 0.257133394782185] [-0.43451622031517956, 0.31748955140006374]
1 55.173 [-0.40689715236146196, 0.2571000614488517] [-0.43451622031517956, 0.31748955140006374]
1 60.18 [-0.4070503642710964, 0.2748000460866388] [-0.43451622031517956, 0.31748955140006374]
1 65.187 [-0.40443036427109647, 0.2759000460866388] [-0.43451622031517956, 0.31748955140006374]
1 70.193 [-0.4041602914168772, 0.280044036869311] [-0.43451622031517956, 0.31748955140006374]
1 75.2 [-0.40264829141687725, 0.281604036869311] [-0.43451622031517956, 0.31748955140006374]
1 80.206 [-0.40183190951406433, 0.28265003072442585] [-0.43451622031517956, 0.31748955140006374]
1 85.213 [-0.40758690951406434, 0.2927300307244259] [-0.43451622031517956, 0.31748955140006374]
1 90.219 [-0.4106002081549122, 0.291427169192365] [-0.43451622031517956, 0.31748955140006374]
1 95.226 [-0.4106616367263408, 0.2913414549066507] [-0.43451622031517956, 0.31748955140006374]
1 100.232 [-0.4106616367263408, 0.2913414549066507] [-0.43451622031517956, 0.31748955140006374]
1 105.239 [-0.4106616367263408, 0.2913414549066507] [-0.43451622031517956, 0.31748955140006374]
1 110.243 [-0.4106616367263408, 0.2913414549066507] [-0.43451622031517956, 0.31748955140006374]
1 115.249 [-0.4106616367263408, 0.2913414549066507] [-0.43451622031517956, 0.31748955140006374]
1 120.255 [-0.4106616367263408, 0.2913414549066507] [-0.43451622031517956, 0.31748955140006374]
1 125.262 [-0.4106616367263408, 0.2913414549066507] [-0.43451622031517956, 0.31748955140006374]
